styrk08,title,exposure_index,exposure_class,eloundou_norm,anthropic_norm,felten_norm
2356,Andre IKT-lÃ¦rere,0.6379314897252606,E2,0.5668016194331983,0.4164305949008499,0.9305622548417336
2424,RÃ¥dgivere innen kompetanseutvikling,0.6379314897252606,E2,0.5668016194331983,0.4164305949008499,0.9305622548417336
2351,Spesialister i pedagogikk,0.6377506550494778,E2,0.5,0.45370508424034595,0.9595468809080876
2413,Finansanalytikere,0.6332194992162522,E2,0.5186646212287238,0.3890959693852194,0.9918979070348133
4131,Stenografer mv.,0.6289820197776987,E2,0.7623007623007624,0.3555986282987923,0.7690466687335414
4313,LÃ¸nningsmedarbeidere,0.6263625213501381,E2,0.8593208593208594,0.0726107052333383,0.9471559994962169
3343,SjefssekretÃ¦rer,0.6255398975074491,E2,0.6652806652806653,0.3482928283882511,0.8630461988534309
2619,Andre juridiske yrker,0.6234768143456918,E2,0.5128205128205129,0.36171164455046967,0.995898285666093
3142,Agroteknikere,0.6215985702419631,E2,,,0.6215985702419631
2631,"RÃ¥dgivere/forskere, samfunnsÃ¸konomi",0.6204800757665446,E2,0.5128205128205129,0.3605188608916058,0.9881008535875152
2166,Grafiske- og multimediadesignere,0.6198441530439327,E2,0.5256410256410257,0.5399582525719397,0.7939331809188328
3324,Handels- og skipsmeglere,0.6197233585605931,E2,0.5512831581207649,0.3415834203071418,0.9663034972538727
2434,Salgskonsulenter innen IKT-produkter,0.6193538832924365,E2,0.5413635530594595,0.40877689975647336,0.9079211970613768
2411,"Revisorer, regnskapsrÃ¥dgivere",0.6157715477840386,E2,0.582905982905983,0.2700164007753094,0.9943922596708235
3321,Forsikringsagenter,0.615416172475579,E2,0.5758027980250202,0.3035634411808558,0.9668822782208609
4312,Forsikrings- og finansmedarbeidere,0.6147820523372528,E2,0.6982051282051281,0.19469211271805578,0.9514489160885746
4214,Inkassomedarbeidere mv.,0.6093462866474871,E2,0.6234150464919697,0.25756672133591774,0.947057092114574
2433,Salgskonsulenter innen tekniske og medisinske produkter,0.6088839185411524,E2,0.5498075673514269,0.3728194423736395,0.9040247458983909
4221,ReisebyrÃ¥medarbeidere mv.,0.6050533006798907,E2,0.5321982544204765,0.4381491973559962,0.8448124502631996
3339,Andre yrker innen forretningstjenester,0.5964401198807988,E2,0.5778515395259556,0.2781528893054165,0.9333159308110244
1346,Ledere av forsikring og finansvirksomhet,0.5884601449021759,E2,0.493461903718314,0.3939913523184732,0.8779271786697406
3139,Andre prosesskontrolloperatÃ¸rer,0.5880032911221099,E2,,,0.5880032911221099
3334,Eiendomsmeglere og - forvaltere,0.584924982882698,E2,0.49172278338945,0.3498210824511705,0.9132310828074734
2422,HÃ¸yere saksbehandlere i offentlig og privat virksomhet,0.5838111903389148,E2,0.5878674171357099,0.2752348292828388,0.8883313245981959
2632,"RÃ¥dgivere/forskere, samfunnsvitenskap",0.5811255655116858,E2,0.5053390464531048,0.31226082202673827,0.9257768280552143
2421,OrganisasjonsrÃ¥dgivere mv.,0.579941326683327,E2,0.46398046398046394,0.29864320858804233,0.9772003074814749
2265,ErnÃ¦ringsfysiologer,0.5772918960197774,E2,0.5628517823639776,0.198002087371403,0.9710218183239514
3354,"Saksbehandlere for fÃ¸rerkort, importlisenser mv.",0.5769715496586926,E2,0.7086247086247086,0.16631877143283139,0.8559711689185375
4229,Andre opplysningsmedarbeidere,0.5749401713537673,E2,0.6974358974358975,0.08901148054271657,0.9383731360826878
1221,Salgs- og markedssjefer,0.5713507350126744,E2,0.48717948717948717,0.27046369464738335,0.9564090232111528
2621,Arkivarer og kuratorer,0.5711478248658055,E2,0.5128205128205129,0.4078574623527658,0.7927654994241378
2633,"RÃ¥dgivere/forskere, humanistiske fag",0.5711427565285513,E2,0.5046518602210156,0.254808409124795,0.9539680002398434
1222,PR- og informasjonssjefer,0.5681378629695771,E2,0.4889683959451401,0.25808856418667064,0.9573566287769206
2330,Lektorer mv. (videregÃ¥ende skole),0.5676636329345143,E2,0.3418803418803419,0.4325331742955122,0.928577382627689
2152,SivilingeniÃ¸rer (elektronikk),0.5659471184214011,E2,0.6670780200191965,0.18279409572088864,0.8479692395241183
3353,Saksbehandlere innen sosiale ytelser,0.5658441363456886,E2,0.6983682983682984,0.13478455345161774,0.8643795572171498
7321,FÃ¸rtrykkere,0.5591666866641719,E2,0.5552109181141439,0.42179812136573736,0.7004910205126346
2423,Personal- og karriererÃ¥dgivere,0.5575157232042001,E2,0.5012236283338567,0.21861487997614434,0.952708661302599
1330,Ledere av IKT-enheter,0.5560281287668262,E2,0.5439005439005439,0.23244371552109738,0.8917401268788375
3341,Arbeidsledere for kontorpersonell,0.5548908159455607,E2,0.5021367521367521,0.2767258088564187,0.8858098868435111
1212,Personalsjefer,0.5525033274409983,E2,0.5104813315339631,0.18771432831370208,0.9593143224753297
2611,Jurister og advokater,0.5508100598528564,E2,0.4358974358974359,0.24944088265990758,0.9670918610012258
2654,RegissÃ¸rer,0.5474831192437318,E2,0.5114061142429936,0.26102082401471105,0.8700224194734906
2310,Universitets- og hÃ¸yskolelektorer/-lÃ¦rere,0.5456390747963445,E2,0.4968582889797764,0.19788807128636457,0.9421708641228924
2112,Meteorologer,0.5387017883436449,E2,0.5797101449275363,0.056657223796033995,0.9797379963073645
3352,SkattefunksjonÃ¦rer,0.5380949728815313,E2,0.5955334987593052,0.04100193827344566,0.9777494816118429
2656,Programledere i TV og radio,0.5353616800808965,E2,0.6666666666666667,0.09452810496496199,0.8448902686110606
2634,Psykologer,0.5326549804390895,E2,0.4888074888074888,0.11756373937677055,0.9915937131330091
2143,SivilingeniÃ¸rer (miljÃ¸teknikk),0.5314700534675253,E2,0.5698005698005698,0.053377068734158345,0.9712325218678477
3342,AdvokatsekretÃ¦r,0.5308445089123788,E2,0.7134894091415831,0.0,0.8790441175955532
1344,Ledere av sosialomsorg,0.5304073395766831,E2,0.4029304029304029,0.26956910690323543,0.9187225088964109
5113,Reiseledere og guider,0.5290400215170903,E2,0.3329388560157791,,0.7251411870184016
2113,Kjemikere,0.5281246617627865,E2,0.4424403183023873,0.33226479797226777,0.8096688690137044
2151,SivilingeniÃ¸rer (elkraftteknikk),0.5251226411201527,E2,0.576923076923077,0.08796779484121067,0.9104770515961704
2164,Arealplanleggere,0.5237377338284595,E2,0.48951048951048953,0.14298494110630686,0.938717770868582
4224,Hotellresepsjonister,0.5212405350884061,E2,0.49572649572649574,0.26837632324437155,0.799618786294351
5322,Hjemmehjelper,0.5211437036929112,E2,,,0.5211437036929112
1219,Andre administrative ledere,0.5202532029702116,E2,0.5699884161422623,0.13369116843099252,0.8570800243373802
2263,Helse- og miljÃ¸rÃ¥dgivere,0.5199041633508966,E2,0.5459057071960297,0.20515878932458625,0.8086479935320737
1114,Toppledere i interesseorganisasjoner,0.5152699054370963,E2,0.5325443786982249,0.1538690919934397,0.8593962456196242
4322,Logistikkmedarbeidere,0.5138615994583836,E2,0.611439842209073,0.13925749217235725,0.7908874639937205
1439,Andre daglige ledere i tjenesteytende virksomheter,0.5131162821872695,E2,0.571992110453649,0.10228119874757716,0.8650755373605823
1213,Strategi- og planleggingssjefer,0.5131162821872695,E2,0.571992110453649,0.10228119874757716,0.8650755373605823
1322,Ledere av olje- og gassutvinning mv.,0.5131162821872695,E2,0.571992110453649,0.10228119874757716,0.8650755373605823
1349,Andre ledere av produksjon og tjenesteyting,0.5131162821872695,E2,0.571992110453649,0.10228119874757716,0.8650755373605823
2636,Geistlige yrker,0.5125437647835884,E2,0.3962703962703963,0.1972565975846131,0.9441043004957558
2341,GrunnskolelÃ¦rere,0.5117897030987476,E2,0.3377625116755551,0.2983450126733264,0.8992615849473613
2153,SivilingeniÃ¸rer (telekommunikasjon),0.5061394470403066,E2,0.5882352941176471,0.14894885940062622,0.7812341876026462
1323,Ledere av bygge- og anleggsvirksomhet,0.5052683257900964,E2,0.4558404558404559,0.17683017742656926,0.883134344103264
2141,SivilingeniÃ¸rer (industri og produksjon),0.5027099318208892,E2,0.5398110661268556,0.054718950350380206,0.9135997789854317
2161,Sivilarkitekter,0.5019886245061779,E2,0.5008944543828264,0.11689279856865961,0.8881786205670475
1223,Forsknings- og utviklingsledere,0.49964698519856715,E1,0.5323565323565324,0.06851051140599373,0.8980739118331754
2146,"SivilingeniÃ¸rer (geofag, petro-leumsteknologi, metallurgi mv.)",0.49929293661870283,E1,0.50764686102505,0.06869688385269122,0.9215350649783672
5222,Butikkavdelingssjefer,0.4969315338988089,E1,0.498960498960499,0.3916803339794245,0.6001537687565032
1342,Ledere av helsetjenester,0.49523601813493023,E1,0.4395604395604395,0.0982555538989116,0.9478920609454398
2149,Andre sivilingeniÃ¸rer (unntatt elektroteknologi),0.4944106157968248,E1,0.5428367088404612,0.05925152825406292,0.8811436102959503
1324,Ledere av logistikk og transport mv.,0.4938046672772913,E1,0.49450549450549447,0.1425376472342329,0.8443708600921463
1431,"Sports-, rekreasjons- og kultursenterledere",0.4924832222379445,E1,0.580113702285648,0.05114059937378858,0.846195365054397
1120,Administrerende direktÃ¸rer,0.49074583748514167,E1,0.4824457593688363,0.1275533025197555,0.8622384505668332
1343,Ledere av eldreomsorg,0.49001934065439584,E1,0.4663285432516201,0.15185626956910692,0.8518732091424605
5249,Andre salgsmedarbeidere,0.4893381837375414,E1,0.5459057071960297,0.30535261666915164,0.6167562273474428
1420,Varehandelssjefer,0.4848026631738615,E1,0.4930966469428008,0.20545698523930225,0.7558543573394813
5221,Innehavere av kiosk/liten butikk,0.4848026631738615,E1,0.4930966469428008,0.20545698523930225,0.7558543573394813
2145,SivilingeniÃ¸rer (kjemi),0.4813272927395385,E1,0.47337278106508873,0.0,0.970609097153527
3315,Takstmenn,0.4794573863473613,E1,0.5230769230769231,0.060981064559415536,0.8543141714057453
2131,"Biologer, botanikere, zoologer mv.",0.4789125698150875,E1,0.4953219599261962,0.09404767821347514,0.847368071305591
5243,DÃ¸rselgere,0.4782171077249105,E1,0.26755852842809363,0.2621142090353362,0.9049785857113016
5211,Torghandlere,0.4782171077249105,E1,0.26755852842809363,0.2621142090353362,0.9049785857113016
3118,Tekniske tegnere,0.47707555733247825,E1,0.5229405346426623,0.16602057551811542,0.7422655618366569
3333,Arbeidsformidlere,0.47626428751118927,E1,0.40374440374440373,0.3007305799910541,0.72431787879811
2142,SivilingeniÃ¸rer (bygg og anlegg),0.47472633628205335,E1,0.45787545787545786,0.01207693454599672,0.9542266164247055
1112,Toppledere i offentlig administrasjon,0.47345713700118824,E1,0.4659799839287019,0.08503553501317032,0.8693558920616927
2144,SivilingeniÃ¸rer (maskin- og marin-teknikk),0.4716217010041883,E1,0.479973205391402,0.0717161174891904,0.8631757801319727
2359,Andre lÃ¦rere,0.4633415045368247,E1,0.2968960863697706,0.17623378559713732,0.9168946416435662
1345,Ledere av utdanning og undervisning,0.4630055458633495,E1,0.43959292739780537,0.08714775607574177,0.8622759541165015
2353,Andre sprÃ¥klÃ¦rere,0.4608263273138897,E1,0.39200603318250377,0.09676457432533175,0.8937083744338336
3411,Privatetterforskere mv.,0.45733021227234394,E1,0.42320908125505824,0.12044629988569157,0.8283352556762821
1341,Ledere av omsorgstjenester for barn,0.45641460806992074,E1,0.4807692307692308,0.05889369315640376,0.8295809002841276
2114,Geologer og geofysikere,0.45604440301414106,E1,0.49572649572649574,0.0878186968838527,0.7845880164320747
1411,Hotellsjefer,0.4522818393049442,E1,0.4682274247491638,0.1811540181899508,0.7074640749757181
3332,Konferanse- og arrangementsplanleggere mv.,0.4503546261995959,E1,0.498960498960499,0.15252721037721784,0.6995761692610708
2262,FarmasÃ¸yter,0.44589685958757913,E1,0.4395604395604395,0.13359176979275383,0.764538369409544
2355,Andre lÃ¦rere i estetiske fag,0.4407082677631084,E1,0.36923076923076925,0.09870284777098554,0.8541911862875703
2652,"Dirigenter, komponister, musikere og sangere",0.4396793396580805,E1,0.5736869646644083,0.027434024153869092,0.7179170301559641
2162,Landskapsarkitekter,0.43881797298292663,E1,0.4318488529014844,0.0,0.8846050660472955
2163,Produkt- og klesdesignere,0.4371643780390498,E1,0.4390473032714412,0.07492172357238706,0.7975241072733211
2266,Audiografer og logopeder,0.4361759675643355,E1,0.4644948547387572,0.0,0.8440330479542494
2165,"LandmÃ¥lere, kartografer mv.",0.4361190875505196,E1,0.5173789173789174,0.06127926047413151,0.7296990847985099
4415,Arkivassistenter,0.435894401467756,E1,0.6108597285067873,0.13471000447293874,0.5621134714235421
4411,Bibliotekassistenter,0.4356160406646474,E1,0.5650207440658369,0.11316534963471,0.6286620282933952
3212,BioingeniÃ¸rer,0.42267898969877865,E1,0.22893772893772887,,0.6164202504598284
2133,MiljÃ¸vernrÃ¥dgivere,0.42180947289994125,E1,0.47805302042590175,0.04085284031608767,0.7465225579578344
1321,Ledere av industriproduksjon mv.,0.4180900301838128,E1,0.4972804972804972,0.019680930371253916,0.7373086628996871
3431,Fotografer og filmfotografer,0.4112399367947908,E1,0.3952991452991452,0.2907410168480692,0.5476796482371581
3143,Skogteknikere,0.40782452653694856,E1,,,0.40782452653694856
2354,Andre musikklÃ¦rere,0.40339720923137307,E1,0.36923076923076925,0.09870284777098554,0.7422580106923644
5165,KjÃ¸reskolelÃ¦rere,0.40339720923137307,E1,0.36923076923076925,0.09870284777098554,0.7422580106923644
3258,Ambulansepersonell,0.40247147972027425,E1,,,0.40247147972027425
3331,SpeditÃ¸rer og befraktere,0.39889869357625685,E1,0.4972804972804973,0.012300581482033697,0.6871150019662396
5321,Helsefagarbeidere,0.3985632371909687,E1,,,0.3985632371909687
3521,Teknikere innen radio og tv,0.3980185140692982,E1,0.4644815061481728,0.07533174295512152,0.6542422931046005
5223,Butikkmedarbeidere,0.39395660816706074,E1,0.3512627723154038,0.24019680930371254,0.5904102428820659
2635,RÃ¥dgivere innen sosiale fagfelt,0.3880488813234178,E1,0.27859347434212606,0.024601162964067395,0.86095200666406
2132,Sivilagronomer mv.,0.38732808350982745,E1,0.41953773127401994,0.0254957507082153,0.7169507685472472
2320,YrkesfaglÃ¦rere,0.38728297343614765,E1,0.39080118484584986,0.07768003578350977,0.6933676996790834
3141,Bioteknikere (ikke-medisinske laboratorier),0.38533824951771295,E1,0.4273504273504273,0.08930967645743254,0.6393546447452793
3213,Reseptarer,0.3812467394584346,E1,0.4374057315233786,0.10958699865811838,0.596747488193807
3114,ElektronikkingeniÃ¸rer,0.37981761604610836,E1,0.41606192549588766,0.030117787386312808,0.6932731352561246
3522,Teknikere innen telekom,0.37981761604610836,E1,0.41606192549588766,0.030117787386312808,0.6932731352561246
3155,Teknikere innen luftfartssikkerhet,0.37981761604610836,E1,0.41606192549588766,0.030117787386312808,0.6932731352561246
7542,Skytebaser og sprengningsarbeidere,0.3781838615375111,E1,,,0.3781838615375111
3351,Tollere,0.3773881425282594,E1,0.43103095734674685,0.12151483524675713,0.5796186349912743
3412,MiljÃ¸arbeidere innen sosiale fagfelt,0.3760204418742654,E1,0.4029304029304029,0.0,0.7251309226923934
2222,JordmÃ¸dre,0.37588434197536486,E1,0.4002501563477173,0.07753093782615178,0.6498719317522256
3154,Flygeledere,0.3754908325022661,E1,0.34965034965034963,0.0,0.7768221478564487
9334,VarepÃ¥fyllere,0.3736257722936328,E1,,,0.3736257722936328
2269,Kiropraktorer mv.,0.37315752634596233,E1,0.3691186669910074,0.01503404403359674,0.7353198680132829
2352,SpesiallÃ¦rere / spesialpedagoger,0.3719501845456486,E1,0.3461538461538461,0.02348292828388251,0.7462137791992173
3112,BygningsingeniÃ¸rer,0.36440281907593347,E1,0.4176090829411484,0.03748322647979723,0.6381161478068549
2221,Spesialsykepleiere,0.3561769533087899,E1,0.3355492244381133,0.07648725212464588,0.6564943833636103
7543,Produkttestere (ikke matprodukter),0.3540721614182085,E1,0.4273504273504273,0.04830773818398688,0.5865583187202115
3230,Yrker innen alternativ medisin,0.3491256966199425,E1,0.38827838827838823,0.0,0.6590987015814395
4211,"Kundebehandlere, bank og postkontor",0.348262282126827,E1,0.43922127255460586,0.017220814074847175,0.5883447597510281
2267,Ergoterapeuter,0.3478976424915136,E1,0.3076923076923077,0.0,0.736000619782233
2651,"SkulptÃ¸rer, kunstmalere og andre billedkunstnere",0.34711957527918685,E1,0.3505747126436782,0.3059490084985836,0.38483500469529874
3119,Andre ingeniÃ¸rer,0.34331309672674654,E1,0.36737866496460786,0.029581034739824073,0.6329795904758077
3422,Trenere og idrettsdommere,0.33906402606120817,E1,0.33247863247863246,0.03290094925699518,0.6518124964479969
4212,"Bingoverter, bookmakere mv.",0.33880762773741163,E1,0.28161392925660916,0.03245365538492123,0.7023552985707043
3256,HelsesekretÃ¦rer,0.3383533582730731,E1,0.352780373023288,0.03548531385120024,0.6267943879447312
3432,InteriÃ¸rdesignere og dekoratÃ¸rer,0.336704159712548,E1,0.40895124670310246,0.0,0.6011612324345417
3257,Helse- og miljÃ¸kontrollÃ¸rer,0.3356733123241935,E1,0.3749028749028749,0.0,0.6321170620697057
3113,ElkraftingeniÃ¸rer,0.3352943828990646,E1,0.38939431484300324,0.015058893693156404,0.6014299401610341
3115,MaskiningeniÃ¸rer,0.3345706077229141,E1,0.37214200553741583,0.025458476218875804,0.6061113414124507
3131,EnergikontrolloperatÃ¸rer,0.33441894436491637,E1,0.3401320901320901,0.009579543760250485,0.6535451992024086
2250,VeterinÃ¦rer,0.32967694180991186,E1,0.27720027720027723,0.13806470851349337,0.573765839715965
1412,Restaurantsjefer,0.3293797047504218,E1,0.4273504273504273,0.0,0.560788686900838
2655,Skuespillere,0.32746708484772485,E1,0.19230769230769232,0.150738034888922,0.6393555273465602
3122,"Arbeidsleder, industri",0.32711711946692773,E1,0.4102564102564103,0.0,0.5710949481443729
5212,"Gateselgere, mat",0.3264465374718952,E1,0.20025599735744662,0.1310571045176681,0.6480265105405709
5112,KonduktÃ¸rer,0.32165628175071553,E1,0.22792022792022792,0.17429551215148353,0.5627531051804352
3123,"Arbeidsleder, bygg og anlegg",0.3211989147419542,E1,0.4102564102564103,0.04413299537796333,0.5092073385914889
3121,"Arbeidsleder, bergfag",0.3211989147419542,E1,0.4102564102564103,0.04413299537796333,0.5092073385914889
3434,Sjefskokker,0.3198886414674911,E1,0.3964183964183964,0.04204562397495155,0.5212019040091252
3355,Politibetjenter mv.,0.31947639375102627,E1,0.33108412055780473,0.02788131802594305,0.599463742669331
3116,KjemiingeniÃ¸rer,0.3165969133672825,E1,0.3006189213085764,0.0,0.6491718187932711
5169,Andre personlige tjenesteytere,0.3161596804353613,E1,0.24159544159544155,0.06977784404353662,0.6371057556671058
3359,Andre yrker innen offentlig forvaltning,0.3138976990860805,E1,0.2991452991452991,0.0,0.6425477981129425
3117,"IngeniÃ¸rer innen petroleum, bergverk og metallurgi",0.3114198310948803,E1,0.3006189213085764,0.0,0.6336405719760645
3259,Andre helseyrker,0.31055924811925123,E1,0.3287401919078431,0.04789357719132582,0.5550439752585847
1312,Ledere innen akvakultur mv.,0.31036478690960184,E1,0.37676609105180525,0.0,0.5543282696770002
1311,"Ledere i skogbruk, gartnerier mv.",0.31036478690960184,E1,0.37676609105180525,0.0,0.5543282696770002
3433,Tekniske konservatorer,0.30665225591095774,E1,0.36334033751317,0.05362556532975499,0.5029908648899483
8331,BussjÃ¥fÃ¸rer og trikkefÃ¸rere,0.3060828674221855,E1,0.41958041958041964,0.0,0.49866818268613683
3254,Optikere,0.3054098916795578,E1,0.29304029304029305,0.0,0.6231893819983804
7311,Presisjonsinstrumentmakere og -reparatÃ¸rer,0.3039338099384596,E1,0.29571454186838797,0.05319069628746086,0.56289619165953
8219,Andre montÃ¸rer,0.3016976973304477,E1,0.24132730015082954,,0.36206809451006594
8132,OperatÃ¸rer innen produksjon av fotofilm og -papir mv.,0.29977118691115007,E1,0.38974358974358975,0.016102579394662295,0.4934673915951982
3211,Radiografer mv.,0.2956136221515528,E1,0.322637368030552,0.026927091098851948,0.5372764073252544
2342,FÃ¸rskole-/barnehagelÃ¦rere,0.29536554002596416,E1,0.23597407159050995,0.0,0.6501225484873825
5242,Demonstrasjonsselgere,0.2927941503955214,E1,0.13149243918474687,0.11748919039809154,0.6294008216037258
3153,Flygere,0.29173040623635055,E1,0.303030303030303,0.0,0.5721609156787487
5414,Vektere,0.291469346484859,E1,0.2954415954415955,0.0,0.5789664440129816
5419,Andre sikkerhetsarbeidere,0.2886513770856993,E1,0.3185590722324207,0.02206649768898166,0.5253285613356956
5230,Billettselgere,0.28590607816408126,E1,0.24164466024931136,0.06306843596242731,0.553005138280505
5111,"Flyverter, bÃ¥tverter mv.",0.2856300121446234,E1,0.1994301994301994,0.15521097360966155,0.5022488633940092
7232,Mekanikere innen flytekniske fag,0.2850222750027844,E1,0.27927424023864894,0.07566721335917699,0.5001253714105272
4321,Lagermedarbeidere og material-forvaltere,0.28023253850476976,E1,0.40671971706454463,0.0,0.43397789844976464
7127,KuldemontÃ¸rer mv.,0.2757410180445472,E1,0.2643690093082805,0.08990606828686448,0.4729479765384967
3152,Dekksoffiserer og loser,0.2752432182725804,E1,0.2703962703962704,0.0,0.555333384421471
7421,Serviceelektronikere,0.2718522423014686,E1,0.3035842232074571,0.044345992459903304,0.4676265112370454
7312,Musikkinstrumentmakere og -stemmere,0.2712255457962755,E1,0.2204432068685462,0.07566721335917699,0.5175662171611032
7234,SykkelreparatÃ¸rer mv.,0.26725238733150486,E1,0.26343830057357903,0.07566721335917699,0.46265164806175857
2264,Fysioterapeuter,0.2614842104453053,E1,0.23153300600109109,0.012971522290144625,0.5399481030446802
3423,Sports- og aktivitetsinstruktÃ¸rer,0.25782088008481224,E1,0.22351304266488942,0.05929128770935838,0.490658309880189
3214,Protese- og tannteknikere,0.2575003005429491,E1,0.16806660772178011,0.0,0.6044342939070673
5311,Barnehage- og skolefritidsassistenter mv.,0.2570148282601752,E1,0.1515151515151515,0.018189950797674072,0.6013393824677
5152,Husholdere,0.25595573427149526,E1,0.2721088435374149,0.0650067094080811,0.43075164986898984
5151,Renholdsledere i bedrifter,0.25595573427149526,E1,0.2721088435374149,0.0650067094080811,0.43075164986898984
7512,"Bakere, konditorer mv.",0.2527716509494658,E1,0.2714932126696833,0.0,0.4868217401787142
9623,MÃ¥leravlesere mv.,0.24880084432816427,E0,0.38919413919413914,0.0,0.35720839379035363
8332,Lastebil- og trailersjÃ¥fÃ¸rer,0.2467796035908225,E0,0.2859960552268244,0.0,0.454342755545643
2261,Tannleger,0.24672662631855277,E0,0.16293706293706292,0.01151781720590428,0.5657249988126911
3251,Tannpleiere,0.24537315624405817,E0,0.2735042735042735,0.0,0.462615195227901
8312,SkiftekonduktÃ¸rer mv,0.2453668423034967,E0,0.2849002849002849,0.0,0.4512002420102052
7313,"Gull- og sÃ¸lvsmeder, gravÃ¸rer mv.",0.24473795493131323,E0,0.18315018315018308,0.0,0.5510636816437566
5329,Andre pleiemedarbeidere,0.24392086743349353,E0,0.28842881868127906,0.018765042918912015,0.4245687407002895
7413,EnergimontÃ¸rer,0.24215361361961732,E0,0.21038790269559499,0.07566721335917699,0.44040572480408
8311,Lokomotiv og T-banefÃ¸rere,0.23970210887490553,E0,0.30747030747030746,0.0,0.41163601915440917
7422,Tele- og IKT-installatÃ¸rer,0.23934381677544825,E0,0.24547127388571655,0.051438795288504556,0.4211213811521237
3151,Skipsmaskinister,0.2392809636732437,E0,0.1762820512820513,0.0,0.5415608397376798
