styrk08,styrk08_name,eloundou_beta,eloundou_q,felten_aioe,felten_q,felten_aioe_lm,felten_lm_q,handa_overall,handa_overall_q,handa_automation,handa_automation_q,handa_augmentation,handa_augmentation_q,anthropic2026_job_exposure,anthropic2026_q,mouchel_grounded,mouchel_grounded_q,mouchel_calibrated,mouchel_calibrated_q,microsoft_applicability,microsoft_user,microsoft_action,microsoft_q,atlas_repr_ratio,relational,relational_q,ai_exposure_z,relational_z,exposure_relational_interaction,quadrant
2141,Sivilingeniører (industri og produksjon),0.554355,5.0,1.13787,5.0,0.905058,4.0,0.0923343,4.0,0.24816446,3.0,0.75183554,5.0,0.0367,3.0,0.507962,4.0,0.423344,4.0,0.253298,0.357989,0.148607,5.0,1.504,-0.260556,3.0,1.107543403259898,-0.3226372534969596,-0.35733476175644907,exposed_transactional
2142,Sivilingeniører (bygg og anlegg),0.482143,4.0,1.282867,5.0,0.926797,4.0,0.04858078,3.0,0.30681818,3.0,0.69318182,4.0,0.0081,2.0,0.463589,4.0,0.371698,4.0,0.205382,0.279178,0.131587,4.0,1.504,0.137127,3.0,1.015505778618944,0.12822403423622045,0.13021224772471518,exposed_relational
2143,Sivilingeniører (miljøteknikk),0.555556,5.0,1.343561,5.0,1.043951,5.0,0.03995333,3.0,0.14285714,2.0,0.85714286,5.0,0.0358,3.0,0.563535,5.0,0.483455,5.0,0.208284,0.229793,0.186775,4.0,1.504,0.371865,4.0,1.2201309848243262,0.3943512686412898,0.48116020177401936,exposed_relational
2144,Sivilingeniører (maskin- og marin-teknikk),0.487425,4.0,0.957907,4.0,0.70696,4.0,0.04832401,3.0,0.37633992,4.0,0.62366008,3.0,0.0481,3.0,0.459931,4.0,0.379309,4.0,0.20138,0.294035,0.108726,4.0,1.504,-0.209713,3.0,0.8544784463430781,-0.2649955125821654,-0.22643295387909632,exposed_transactional
2145,Sivilingeniører (kjemi),0.461538,4.0,1.341336,5.0,0.906019,4.0,0.0210551,2.0,0.40769231,5.0,0.59230769,3.0,0.0,1.0,0.487809,4.0,0.523673,5.0,0.171897,0.301734,0.04206,3.0,1.504,-0.269278,3.0,0.9983669818739047,-0.3325255619024202,-0.33198254163244356,exposed_transactional
2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.494956,4.0,1.166191,5.0,0.907711,4.0,0.08339872,4.0,0.19774011,2.0,0.80225989,5.0,0.046075,3.0,0.449185,4.0,0.395564,4.0,0.212559,0.297615,0.127503,4.0,1.8088,-0.076515,3.0,0.9833006972700601,-0.11398623684374032,-0.11208274616764007,exposed_relational
2149,Andre sivilingeniører (unntatt elektroteknologi),0.530886,5.0,1.022034,4.0,0.786514,4.0,0.23907805,5.0,0.12969719,2.0,0.62030281,3.0,0.03974,3.0,0.506593,4.0,0.404771,4.0,0.22765,0.325174,0.130125,4.0,1.504,-0.136629,3.0,0.9906650250291682,-0.18213869860547613,-0.18043843841277413,exposed_transactional
2151,Sivilingeniører (elkraftteknikk),0.5625,5.0,1.126725,5.0,0.901124,4.0,0.0856583,4.0,0.22274143,2.0,0.77725857,5.0,0.059,4.0,0.406653,4.0,0.331435,4.0,0.110168,0.172698,0.047638,2.0,1.504,-0.29642,3.0,1.120704785407372,-0.3632969981258795,-0.4071486843238062,exposed_transactional
2152,Sivilingeniører (elektronikk),0.673685,5.0,0.903635,4.0,0.71689,4.0,0.39112838,5.0,0.29677448,3.0,0.70322552,4.0,0.1226,4.0,0.507089,4.0,0.422367,4.0,0.294367,0.415645,0.173089,5.0,1.504,-0.587622,2.0,1.2625019368382393,-0.6934386152190856,-0.8754675947925221,exposed_transactional
2153,Sivilingeniører (telekommunikasjon),0.620098,5.0,0.665458,4.0,0.456918,4.0,0.12674141,4.0,0.42028986,5.0,0.57971014,3.0,0.0999,4.0,0.525627,5.0,0.459141,5.0,0.273936,0.396766,0.151106,5.0,1.504,-0.371559,2.0,1.0096744078492683,-0.44848360730701975,-0.45282242063781897,exposed_transactional
2161,Sivilarkitekter,0.488372,4.0,1.047142,5.0,0.610359,4.0,0.07662001,4.0,0.33843537,4.0,0.66156463,4.0,0.0784,4.0,0.591008,5.0,0.581965,5.0,0.174917,0.257484,0.092349,3.0,1.504,0.506762,4.0,0.9043217290744797,0.5472867351594533,0.4949232866389236,exposed_relational
2162,Landskapsarkitekter,0.421053,4.0,1.034388,4.0,0.836376,4.0,0.05371617,3.0,0.39675174,5.0,0.60324826,3.0,0.0,1.0,0.513539,5.0,0.422556,4.0,0.218423,0.26952,0.167326,4.0,1.504,0.956947,5.0,0.7395775762867283,1.0576706057754002,0.7822294631290861,exposed_relational
2163,Produkt- og klesdesignere,0.428071,4.0,0.723596,4.0,0.53381,4.0,0.03271243,3.0,0.419619,5.0,0.580381,3.0,0.05025,3.0,0.438437,4.0,0.34102,4.0,0.23995,0.311156,0.168744,4.0,6.978,0.452504,4.0,0.5901840445462965,0.48577333944018214,0.2866956742035677,exposed_relational
2164,Arealplanleggere,0.477273,4.0,1.227516,5.0,1.07547,5.0,0.04704017,3.0,0.33653846,4.0,0.66346154,4.0,0.0959,4.0,0.507467,4.0,0.4347,4.0,0.329808,0.417014,0.242601,5.0,2.723,0.907848,4.0,0.9745413795669368,1.0020060730535805,0.9764963807680851,exposed_relational
2165,"Landmålere, kartografer mv.",0.515035,4.0,0.481529,4.0,0.175515,3.0,0.02495799,2.0,0.56464516,5.0,0.43535484,2.0,0.0411,3.0,0.536553,5.0,0.489487,5.0,0.162802,0.237583,0.088022,3.0,1.504,-0.39473,2.0,0.6650287141629231,-0.4747530402424621,-0.31572440389738304,exposed_transactional
2166,Grafiske- og multimediadesignere,0.5125,4.0,0.71078,4.0,0.479587,4.0,0.41950996,5.0,0.45199516,5.0,0.54800484,2.0,0.36215,5.0,0.588016,5.0,0.571601,5.0,0.17979,0.242303,0.117278,4.0,6.978,-0.080323,3.0,0.7814243538348754,-0.11830344372381302,-0.09244519206832114,exposed_transactional
2211,Allmennpraktiserende leger,0.45161,4.0,0.978212,4.0,0.970315,4.0,0.12937116,4.0,0.20550323,2.0,0.79449677,5.0,0.0371,3.0,0.191846,3.0,0.113631,2.0,0.147122,0.201838,0.092405,3.0,0.41,1.512028,5.0,0.7812885547521975,1.6869772003651142,1.3180159787731685,exposed_relational
2212,Legespesialister,0.379361,3.0,0.490841,4.0,0.483067,4.0,0.10122024,4.0,0.12910744,2.0,0.47089256,2.0,0.02658,3.0,0.192104,3.0,0.138941,3.0,0.114826,0.167624,0.062028,2.0,0.41,1.518028,5.0,0.3516920223691463,1.6937795221299345,0.5956887455853229,exposed_relational
2221,Spesialsykepleiere,0.342779,3.0,0.220262,3.0,0.236154,3.0,0.25676947,5.0,0.2578317,3.0,0.7421683,4.0,0.0513,4.0,0.252289,3.0,0.146624,3.0,0.113202,0.163031,0.063374,2.0,0.41,1.686984,5.0,0.12146831514353927,1.8853283681461013,0.22900766037102527,exposed_relational
2222,Jordmødre,0.390244,3.0,0.196627,3.0,0.305224,3.0,0.06645194,3.0,0.35769231,4.0,0.64230769,3.0,0.052,4.0,0.265912,3.0,0.176619,3.0,0.125228,0.162691,0.087766,3.0,0.41,1.701019,5.0,0.2202132905300943,1.9012401324743105,0.4186783456600403,exposed_relational
2223,Sykepleiere,0.342779,3.0,0.220262,3.0,0.236154,3.0,0.25676947,5.0,0.2578317,3.0,0.7421683,4.0,,,0.252289,3.0,0.146624,3.0,0.113202,0.163031,0.063374,2.0,0.41,1.686984,5.0,0.12146831514353927,1.8853283681461013,0.22900766037102527,exposed_relational
2224,Vernepleiere,0.342779,3.0,0.220262,3.0,0.236154,3.0,0.25676947,5.0,0.2578317,3.0,0.7421683,5.0,,,0.252289,3.0,0.146624,3.0,0.113202,0.163031,0.063374,2.0,0.41,1.686984,5.0,0.12146831514353927,1.8853283681461013,0.22900766037102527,exposed_relational
2250,Veterinærer,0.27027,3.0,-0.074996,3.0,-0.084255,3.0,0.03214754,3.0,0.19512195,2.0,0.80487805,5.0,0.0926,4.0,0.12607,2.0,0.077234,2.0,0.155416,0.229913,0.080919,3.0,0.41,0.694698,4.0,-0.20621439405083974,0.760353592358335,-0.15679585531255327,shielded_relational
2261,Tannleger,0.158864,2.0,-0.103694,3.0,-0.217969,3.0,0.01165733,2.0,0.05290102,1.0,0.19709898,1.0,0.007725,2.0,0.130794,2.0,0.087363,2.0,0.066572,0.098262,0.034882,1.0,0.41,1.388637,5.0,-0.4829002530985722,1.547086319551288,-0.7470883752766556,shielded_relational
2262,Farmasøyter,0.428571,4.0,0.60587,4.0,0.570596,4.0,0.14820734,4.0,0.09682417,1.0,0.90317583,5.0,0.0896,4.0,0.390675,4.0,0.266757,4.0,0.278317,0.398514,0.15812,5.0,0.41,0.840982,4.0,0.5285309594854337,0.9261987318658335,0.4895247044272409,exposed_relational
2263,Helse- og miljørådgivere,0.432796,4.0,0.763298,4.0,0.783148,4.0,0.04662934,3.0,0.52771084,5.0,0.47228916,2.0,0.0688,4.0,0.487838,4.0,0.409286,4.0,0.155971,0.19951,0.112432,3.0,1.858,1.034449,5.0,0.6224569480493517,1.1455361960115855,0.7130469644494355,exposed_relational
2264,Fysioterapeuter,0.225745,2.0,-0.195691,3.0,0.123902,3.0,0.08139592,4.0,0.18134691,2.0,0.81865309,5.0,0.0087,2.0,0.226148,3.0,0.155122,3.0,0.147484,0.19199,0.102978,3.0,0.41,1.417659,5.0,-0.3750855451143859,1.5799891499277245,-0.5926310915754558,shielded_relational
2265,Ernæringsfysiologer,0.54878,5.0,1.342809,5.0,1.363892,5.0,0.39768456,5.0,0.20458789,2.0,0.79541211,5.0,0.1328,4.0,0.418224,4.0,0.327777,4.0,0.221282,0.325682,0.116882,4.0,0.41,1.634997,5.0,1.203832425871974,1.8263896512148148,2.198667084409399,exposed_relational
2266,Audiografer og logopeder,0.452882,4.0,0.889587,4.0,1.019442,5.0,0.01165733,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0.328922,4.0,0.26239,4.0,0.143253,0.17277,0.113736,3.0,0.41,1.553053,5.0,0.7369768259298897,1.7334880754320738,1.277540539619243,exposed_relational
2267,Ergoterapeuter,0.289015,3.0,0.115161,3.0,0.265705,3.0,0.0526891,3.0,0.31635389,4.0,0.68364611,4.0,0.008,2.0,0.223788,3.0,0.112442,2.0,0.106292,0.143087,0.069498,2.0,0.41,1.422558,5.0,-0.060756591165053817,1.5855432456487004,-0.09633220275039059,shielded_relational
2269,Kiropraktorer mv.,0.454545,4.0,-0.191176,3.0,0.051627,3.0,0.02002802,2.0,0.14285714,2.0,0.85714286,5.0,0.0,1.0,0.156827,2.0,0.074525,2.0,0.111269,0.169144,0.053393,2.0,0.41,1.061064,5.0,0.16411399014815714,1.1757101616400347,0.1929504858844809,exposed_relational
2310,Universitets- og høyskolelektorer/-lærere,0.485747,4.0,1.23984,5.0,1.524427,5.0,0.10163082,4.0,0.31146596,4.0,0.68853404,4.0,0.131794,4.0,0.452818,4.0,0.400581,4.0,0.318191,0.414987,0.221394,5.0,0.481,0.233691,3.0,1.000999194850357,0.23770060071924032,0.23793810993540573,exposed_relational
2320,Yrkesfaglærere,0.381031,3.0,0.351863,4.0,0.486471,4.0,0.15526678,4.0,0.36819453,4.0,0.63180547,3.0,0.0521,4.0,0.237466,3.0,0.178832,3.0,0.18218,0.270651,0.093709,4.0,0.481,0.844979,4.0,0.2814424568630432,0.9307302118814981,0.2619469975085896,exposed_relational
2330,Lektorer mv. (videregående skole),0.333333,3.0,1.191325,5.0,1.248528,5.0,0.05387764,3.0,0.39257775,4.0,0.60742225,3.0,0.2901,5.0,0.272127,3.0,0.202271,3.0,0.17639,0.25614,0.09664,3.0,0.481,0.973101,5.0,0.6175284221542842,1.075984723406885,0.6644511485075675,exposed_relational
2341,Grunnskolelærere,0.329318,3.0,1.086697,5.0,1.150476,5.0,0.05755342,3.0,0.40727042,5.0,0.59272958,3.0,0.2001,5.0,0.256368,3.0,0.194303,3.0,0.182721,0.262537,0.102905,4.0,0.481,1.397832,5.0,0.5522725814110849,1.5575108776558755,0.8601705529788548,exposed_relational
2342,Førskole-/barnehagelærere,0.230075,2.0,0.197521,3.0,0.487679,4.0,0.02645666,2.0,0.45249765,5.0,0.54750235,2.0,0.0,1.0,0.093354,2.0,0.067873,2.0,0.178753,0.263074,0.094432,4.0,0.481,1.291678,5.0,-0.15508375803985947,1.4371619335520844,-0.22288047356708804,shielded_relational
2351,Spesialister i pedagogikk,0.4875,4.0,1.301855,5.0,1.32382,5.0,1.67239091,5.0,0.38323622,4.0,0.61676378,3.0,0.3043,5.0,0.188204,3.0,0.183848,3.0,0.313753,0.401814,0.225692,5.0,0.481,1.366014,5.0,1.0382071056107027,1.5214381653370328,1.5795679140002186,exposed_relational
2352,Spesiallærere / spesialpedagoger,0.312962,3.0,0.54047,4.0,0.738011,4.0,0.04084814,3.0,0.49998756,5.0,0.50001244,2.0,0.0661,4.0,0.173954,3.0,0.121188,3.0,0.183012,0.252427,0.113596,4.0,0.481,1.3873,5.0,0.22239785883292787,1.5455705355180274,0.343731577774471,exposed_relational
2353,Andre språklærere,0.405465,4.0,1.066878,5.0,1.250334,5.0,0.87680741,5.0,0.36533475,4.0,0.63466525,3.0,0.179167,5.0,0.260103,3.0,0.200171,3.0,0.211894,0.308197,0.115592,4.0,0.481,0.452055,4.0,0.7203451552917336,0.4852642990281147,0.3495577868409415,exposed_relational
2354,Andre musikklærere,0.36,3.0,0.526352,4.0,0.824783,4.0,0.22905172,5.0,0.40248933,5.0,0.59751067,3.0,0.0662,4.0,0.295006,3.0,0.227867,4.0,0.204833,0.30788,0.101786,4.0,0.481,-0.102901,3.0,0.3252199263825588,-0.1439005805248323,-0.04679933620469343,exposed_transactional
2355,Andre lærere i estetiske fag,0.405992,4.0,0.925841,4.0,1.155461,5.0,1.18545997,5.0,0.36040834,4.0,0.63959166,3.0,0.23695,5.0,0.234294,3.0,0.180891,3.0,0.2326,0.340432,0.124768,4.0,0.481,0.420621,4.0,0.6463151712981275,0.4496269353022206,0.2906007097101068,exposed_relational
