task_name,collaboration,count,pct
"administer, proctor, or score academic or diagnostic assessments.",validation,80.0,18.823529411764707
advise and teach students.,not_classified,16.0,100.0
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",directive,29.0,74.35897435897436
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",not_classified,10.0,25.64102564102564
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",directive,19.0,47.5
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",learning,17.0,42.5
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",not_classified,4.0,10.0
advise clients on how they could be helped by counseling.,directive,57.0,30.978260869565215
advise clients on how they could be helped by counseling.,learning,44.0,23.91304347826087
advise clients on how they could be helped by counseling.,none,66.0,35.869565217391305
advise clients on how they could be helped by counseling.,not_classified,17.0,9.239130434782608
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",directive,167.0,71.98275862068965
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",learning,31.0,13.36206896551724
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",not_classified,34.0,14.655172413793101
advise corporations on issues involving corporate image projects or problems.,directive,790.0,98.2587064676617
advise corporations on issues involving corporate image projects or problems.,not_classified,14.0,1.7412935323383085
advise customer about or perform maintenance of software system.,not_classified,20.0,100.0
"advise customers concerning equipment operation, maintenance, or programming.",not_classified,20.0,100.0
advise customers of necessary actions and strategies for debt repayment.,directive,23.0,69.6969696969697
advise customers of necessary actions and strategies for debt repayment.,not_classified,10.0,30.303030303030305
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",directive,18.0,100.0
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",directive,39.0,65.0
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",not_classified,21.0,35.0
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",directive,49.0,92.45283018867924
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",not_classified,4.0,7.547169811320755
advise or assist in obtaining patents or meeting other legal requirements.,directive,22.0,81.48148148148148
advise or assist in obtaining patents or meeting other legal requirements.,not_classified,5.0,18.51851851851852
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",directive,57.0,64.77272727272727
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",learning,15.0,17.045454545454543
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",not_classified,16.0,18.181818181818183
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",not_classified,22.0,100.0
advise students on academic and vocational curricula and career issues.,not_classified,22.0,100.0
advise students on academic and vocational curricula and on career issues.,directive,35.0,41.66666666666667
advise students on academic and vocational curricula and on career issues.,learning,21.0,25.0
advise students on academic and vocational curricula and on career issues.,none,17.0,20.238095238095237
advise students on academic and vocational curricula and on career issues.,not_classified,11.0,13.095238095238097
"advise students on academic and vocational curricula, and on career issues.",not_classified,25.0,100.0
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",not_classified,16.0,100.0
"align, adjust, or calibrate equipment according to specifications.",not_classified,19.0,100.0
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,directive,116.0,93.54838709677419
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,not_classified,8.0,6.451612903225806
"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",directive,20.0,100.0
analyze and classify risks and investments to determine their potential impacts on companies.,directive,314.0,96.31901840490798
analyze and classify risks and investments to determine their potential impacts on companies.,not_classified,12.0,3.6809815950920246
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,not_classified,17.0,100.0
analyze and evaluate robotic systems or prototypes.,not_classified,31.0,100.0
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",directive,1051.0,55.87453482190325
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",feedback loop,39.0,2.073365231259968
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",learning,35.0,1.8607123870281765
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",none,532.0,28.28282828282828
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",not_classified,14.0,0.7442849548112705
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",validation,210.0,11.164274322169058
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",directive,27.0,72.97297297297297
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",not_classified,10.0,27.027027027027028
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",directive,225.0,48.283261802575105
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",learning,17.0,3.648068669527897
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",not_classified,18.0,3.862660944206009
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",task iteration,20.0,4.291845493562231
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",validation,186.0,39.91416309012876
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",directive,633.0,60.57416267942584
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",none,169.0,16.172248803827753
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",not_classified,25.0,2.3923444976076556
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",validation,218.0,20.861244019138756
analyze and record personnel or operational data and write related activity reports.,not_classified,15.0,100.0
"analyze and record test data to issue reports that use charts, graphs, or narratives.",directive,1741.0,69.8075380914194
"analyze and record test data to issue reports that use charts, graphs, or narratives.",feedback loop,21.0,0.8420208500400962
"analyze and record test data to issue reports that use charts, graphs, or narratives.",learning,28.0,1.1226944667201284
"analyze and record test data to issue reports that use charts, graphs, or narratives.",none,385.0,15.437048917401764
"analyze and record test data to issue reports that use charts, graphs, or narratives.",task iteration,23.0,0.9222133119486768
"analyze and record test data to issue reports that use charts, graphs, or narratives.",validation,296.0,11.868484362469928
analyze and report computer network security breaches or attempted breaches.,directive,487.0,71.72312223858616
analyze and report computer network security breaches or attempted breaches.,none,105.0,15.463917525773196
analyze and report computer network security breaches or attempted breaches.,not_classified,26.0,3.829160530191458
analyze and report computer network security breaches or attempted breaches.,validation,61.0,8.98379970544919
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",directive,18.0,94.73684210526315
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",not_classified,1.0,5.263157894736842
"analyze archival data such as birth, death, and disease records.",not_classified,16.0,100.0
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,directive,103.0,75.73529411764706
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,none,19.0,13.970588235294118
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,not_classified,14.0,10.294117647058822
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",directive,113.0,76.87074829931973
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",not_classified,18.0,12.244897959183673
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",task iteration,16.0,10.884353741496598
analyze characteristics of animals to identify and classify them.,directive,1545.0,89.04899135446685
analyze characteristics of animals to identify and classify them.,learning,22.0,1.2680115273775217
analyze characteristics of animals to identify and classify them.,none,90.0,5.187319884726225
analyze characteristics of animals to identify and classify them.,not_classified,2.0,0.11527377521613834
analyze characteristics of animals to identify and classify them.,task iteration,15.0,0.8645533141210375
analyze characteristics of animals to identify and classify them.,validation,61.0,3.515850144092219
analyze clinical data using appropriate statistical tools.,not_classified,15.0,100.0
"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",not_classified,15.0,100.0
"analyze competitive market strategies through analysis of related product, market, or share trends.",directive,80.0,83.33333333333334
"analyze competitive market strategies through analysis of related product, market, or share trends.",not_classified,16.0,16.666666666666664
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",directive,75.0,66.96428571428571
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",learning,17.0,15.178571428571427
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",not_classified,20.0,17.857142857142858
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",directive,18.0,78.26086956521739
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",not_classified,5.0,21.73913043478261
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",directive,451.0,87.2340425531915
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",learning,16.0,3.0947775628626695
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",none,29.0,5.609284332688588
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",not_classified,5.0,0.9671179883945842
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",validation,16.0,3.0947775628626695
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,directive,62.0,96.875
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,not_classified,2.0,3.125
"analyze data from surveys, old records, or case studies, using statistical software.",directive,390.0,82.4524312896406
"analyze data from surveys, old records, or case studies, using statistical software.",none,48.0,10.14799154334038
"analyze data from surveys, old records, or case studies, using statistical software.",not_classified,35.0,7.399577167019028
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",directive,50.0,63.29113924050633
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",not_classified,29.0,36.708860759493675
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,directive,21.0,87.5
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,not_classified,3.0,12.5
analyze data to determine answers to questions from customers or members of the public.,directive,771.0,84.91189427312776
analyze data to determine answers to questions from customers or members of the public.,none,87.0,9.581497797356828
analyze data to determine answers to questions from customers or members of the public.,not_classified,7.0,0.7709251101321586
analyze data to determine answers to questions from customers or members of the public.,validation,43.0,4.73568281938326
analyze data to determine feasibility of product proposals.,directive,153.0,95.625
analyze data to determine feasibility of product proposals.,not_classified,7.0,4.375
analyze data to determine the effectiveness of treatments or therapy approaches.,directive,27.0,79.41176470588235
analyze data to determine the effectiveness of treatments or therapy approaches.,not_classified,7.0,20.588235294117645
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",directive,25.0,89.28571428571429
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",not_classified,3.0,10.714285714285714
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",directive,23.0,88.46153846153845
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",not_classified,3.0,11.538461538461538
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,directive,241.0,80.60200668896321
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,learning,20.0,6.688963210702341
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,none,31.0,10.367892976588628
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,not_classified,7.0,2.341137123745819
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",directive,18.0,72.0
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",not_classified,7.0,28.000000000000004
analyze equipment performance records to assess equipment functioning.,directive,27.0,56.25
analyze equipment performance records to assess equipment functioning.,not_classified,21.0,43.75
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",directive,37.0,84.0909090909091
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",not_classified,7.0,15.909090909090908
analyze experimental data and interpret results to write reports and summaries of findings.,directive,1312.0,64.72619634928466
analyze experimental data and interpret results to write reports and summaries of findings.,feedback loop,48.0,2.3680315737543167
analyze experimental data and interpret results to write reports and summaries of findings.,learning,102.0,5.032067094227923
analyze experimental data and interpret results to write reports and summaries of findings.,none,280.0,13.813517513566847
analyze experimental data and interpret results to write reports and summaries of findings.,task iteration,37.0,1.8253576714356192
analyze experimental data and interpret results to write reports and summaries of findings.,validation,248.0,12.234829797730637
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",directive,31.0,81.57894736842105
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",not_classified,7.0,18.421052631578945
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,directive,315.0,87.5
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,not_classified,45.0,12.5
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,directive,51.0,87.93103448275862
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,not_classified,7.0,12.068965517241379
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",directive,45.0,83.33333333333334
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",not_classified,9.0,16.666666666666664
analyze information gathered by investigation and report findings and recommendations.,directive,18.0,81.81818181818183
analyze information gathered by investigation and report findings and recommendations.,not_classified,4.0,18.181818181818183
analyze information obtained from management to conceptualize and define operational problems.,directive,770.0,89.22363847045192
analyze information obtained from management to conceptualize and define operational problems.,learning,22.0,2.549246813441483
analyze information obtained from management to conceptualize and define operational problems.,none,27.0,3.1286210892236386
analyze information obtained from management to conceptualize and define operational problems.,not_classified,5.0,0.5793742757821553
analyze information obtained from management to conceptualize and define operational problems.,task iteration,20.0,2.317497103128621
analyze information obtained from management to conceptualize and define operational problems.,validation,19.0,2.20162224797219
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",directive,255.0,74.34402332361516
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",learning,18.0,5.247813411078718
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",none,28.0,8.16326530612245
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",not_classified,10.0,2.9154518950437316
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",task iteration,32.0,9.329446064139942
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",directive,214.0,68.15286624203821
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",learning,60.0,19.10828025477707
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",none,22.0,7.006369426751593
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",not_classified,18.0,5.7324840764331215
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",directive,80.0,51.28205128205128
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",feedback loop,32.0,20.51282051282051
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",not_classified,44.0,28.205128205128204
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",directive,362.0,68.43100189035917
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",feedback loop,52.0,9.829867674858223
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",learning,58.0,10.964083175803403
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",none,23.0,4.3478260869565215
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",not_classified,6.0,1.1342155009451798
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",task iteration,28.0,5.293005671077505
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",directive,48.0,100.0
analyze laboratory findings to check the accuracy of the results.,directive,61.0,23.92156862745098
analyze laboratory findings to check the accuracy of the results.,none,28.0,10.980392156862745
analyze laboratory findings to check the accuracy of the results.,not_classified,9.0,3.5294117647058822
analyze laboratory findings to check the accuracy of the results.,validation,157.0,61.568627450980394
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",directive,325.0,84.63541666666666
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",learning,20.0,5.208333333333334
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",not_classified,24.0,6.25
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",task iteration,15.0,3.90625
analyze market conditions to determine optimum times to execute securities transactions.,directive,784.0,92.23529411764706
analyze market conditions to determine optimum times to execute securities transactions.,learning,37.0,4.352941176470588
analyze market conditions to determine optimum times to execute securities transactions.,not_classified,29.0,3.4117647058823533
"analyze network data to determine network usage, disk space availability, or server function.",directive,47.0,64.38356164383562
"analyze network data to determine network usage, disk space availability, or server function.",not_classified,26.0,35.61643835616438
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",directive,1494.0,85.32267275842375
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",feedback loop,34.0,1.9417475728155338
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",learning,39.0,2.227298686464877
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",none,53.0,3.026841804683038
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",task iteration,68.0,3.8834951456310676
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",validation,63.0,3.597944031981725
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,directive,15.0,62.5
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,not_classified,9.0,37.5
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",directive,471.0,96.71457905544148
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",not_classified,16.0,3.285420944558522
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",directive,26.0,81.25
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",not_classified,6.0,18.75
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,directive,57.0,80.28169014084507
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,not_classified,14.0,19.718309859154928
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",directive,1168.0,75.11254019292605
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",feedback loop,25.0,1.607717041800643
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",learning,83.0,5.337620578778135
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",none,79.0,5.080385852090032
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",task iteration,23.0,1.4790996784565917
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",validation,177.0,11.382636655948552
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",directive,3976.0,70.23494082317612
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",feedback loop,48.0,0.8479067302596714
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",learning,145.0,2.5613849143260907
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",none,1109.0,19.590178413707825
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",task iteration,53.0,0.9362303479950538
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",validation,330.0,5.829358770535241
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,directive,22.0,53.65853658536586
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,not_classified,19.0,46.34146341463415
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,directive,55.0,69.62025316455697
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,learning,19.0,24.050632911392405
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,not_classified,5.0,6.329113924050633
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",directive,95.0,77.23577235772358
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",not_classified,11.0,8.94308943089431
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",validation,17.0,13.821138211382115
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,not_classified,25.0,100.0
analyze potential loan markets to find opportunities to promote loans and financial services.,directive,40.0,81.63265306122449
analyze potential loan markets to find opportunities to promote loans and financial services.,not_classified,9.0,18.367346938775512
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,directive,18.0,85.71428571428571
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,not_classified,3.0,14.285714285714285
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",directive,32.0,88.88888888888889
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",not_classified,4.0,11.11111111111111
analyze problems to develop solutions involving computer hardware and software.,directive,57.0,62.637362637362635
analyze problems to develop solutions involving computer hardware and software.,not_classified,34.0,37.362637362637365
analyze product complaints and make recommendations regarding their reportability.,directive,26.0,86.66666666666667
analyze product complaints and make recommendations regarding their reportability.,not_classified,4.0,13.333333333333334
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",directive,411.0,50.61576354679803
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",feedback loop,22.0,2.70935960591133
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",learning,15.0,1.8472906403940887
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",not_classified,8.0,0.9852216748768473
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",task iteration,19.0,2.3399014778325125
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",validation,337.0,41.502463054187196
"analyze research data to determine its significance, using computers.",directive,431.0,72.07357859531773
"analyze research data to determine its significance, using computers.",feedback loop,16.0,2.6755852842809364
"analyze research data to determine its significance, using computers.",learning,25.0,4.1806020066889635
"analyze research data to determine its significance, using computers.",none,58.0,9.698996655518394
"analyze research data to determine its significance, using computers.",not_classified,10.0,1.6722408026755853
"analyze research data to determine its significance, using computers.",validation,58.0,9.698996655518394
analyze samples of biological material for chemical content or reaction.,directive,56.0,88.88888888888889
analyze samples of biological material for chemical content or reaction.,not_classified,7.0,11.11111111111111
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,directive,19.0,82.6086956521739
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,not_classified,4.0,17.391304347826086
analyze system performance or operational requirements.,directive,443.0,47.37967914438503
analyze system performance or operational requirements.,feedback loop,179.0,19.144385026737968
analyze system performance or operational requirements.,learning,95.0,10.16042780748663
analyze system performance or operational requirements.,none,114.0,12.192513368983956
analyze system performance or operational requirements.,task iteration,41.0,4.385026737967915
analyze system performance or operational requirements.,validation,63.0,6.737967914438503
analyze target companies or investment opportunities to inform investment decisions.,directive,722.0,94.62647444298821
