task_name,collaboration,count,pct
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",validation,61.0,5.871029836381136
"adjust apertures, shutter speeds, and camera focus based on a combination of factors such as lighting, field depth, subject motion, film type, and film speed.",not_classified,22.0,100.0
"adjust coaching techniques, based on the strengths and weaknesses of athletes.",not_classified,31.0,100.0
adjust navigation according to weather conditions.,not_classified,20.0,100.0
"adjust or replace defective or improperly functioning circuitry or electronics components, using hand tools or soldering iron.",feedback loop,19.0,59.375
"adjust or replace defective or improperly functioning circuitry or electronics components, using hand tools or soldering iron.",not_classified,13.0,40.625
adjust sales scripts to better target the needs and interests of specific individuals.,directive,33.0,23.404255319148938
adjust sales scripts to better target the needs and interests of specific individuals.,not_classified,25.0,17.73049645390071
adjust sales scripts to better target the needs and interests of specific individuals.,task iteration,83.0,58.86524822695035
"adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons.",not_classified,20.0,100.0
"administer and score applicant and employee aptitude, personality, and interest assessment instruments.",not_classified,15.0,100.0
administer construction contracts.,directive,15.0,44.11764705882353
administer construction contracts.,not_classified,19.0,55.88235294117647
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,directive,41.0,46.590909090909086
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,not_classified,28.0,31.818181818181817
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,task iteration,19.0,21.59090909090909
"administer highway planning, construction, or maintenance.",directive,17.0,30.909090909090907
"administer highway planning, construction, or maintenance.",not_classified,21.0,38.18181818181819
"administer highway planning, construction, or maintenance.",task iteration,17.0,30.909090909090907
administer online purchasing systems.,directive,80.0,36.36363636363637
administer online purchasing systems.,feedback loop,36.0,16.363636363636363
administer online purchasing systems.,learning,61.0,27.727272727272727
administer online purchasing systems.,not_classified,14.0,6.363636363636363
administer online purchasing systems.,task iteration,29.0,13.18181818181818
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,directive,19.0,44.18604651162791
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,not_classified,24.0,55.81395348837209
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",directive,26.0,24.299065420560748
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",learning,61.0,57.009345794392516
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",not_classified,20.0,18.69158878504673
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",directive,37.0,17.61904761904762
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",learning,125.0,59.523809523809526
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",not_classified,23.0,10.952380952380953
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",task iteration,25.0,11.904761904761903
"administer, proctor, or score academic or diagnostic assessments.",directive,148.0,61.15702479338842
"administer, proctor, or score academic or diagnostic assessments.",learning,28.0,11.570247933884298
"administer, proctor, or score academic or diagnostic assessments.",not_classified,6.0,2.479338842975207
"administer, proctor, or score academic or diagnostic assessments.",task iteration,17.0,7.024793388429752
"administer, proctor, or score academic or diagnostic assessments.",validation,43.0,17.768595041322314
advise and instruct teachers employed in school systems by providing activities such as in-service seminars.,not_classified,32.0,100.0
advise and teach students.,directive,112.0,26.540284360189574
advise and teach students.,learning,28.0,6.6350710900473935
advise and teach students.,none,15.0,3.5545023696682465
advise and teach students.,not_classified,7.0,1.6587677725118484
advise and teach students.,task iteration,207.0,49.052132701421804
advise and teach students.,validation,53.0,12.559241706161137
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",directive,74.0,18.974358974358974
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",feedback loop,76.0,19.48717948717949
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",learning,202.0,51.7948717948718
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",not_classified,2.0,0.5128205128205128
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",task iteration,15.0,3.8461538461538463
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",validation,21.0,5.384615384615385
advise athletes on the proper use of equipment.,learning,16.0,64.0
advise athletes on the proper use of equipment.,not_classified,9.0,36.0
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",directive,15.0,28.30188679245283
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",learning,24.0,45.28301886792453
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",not_classified,14.0,26.41509433962264
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",directive,55.0,20.522388059701495
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",feedback loop,15.0,5.597014925373134
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",learning,69.0,25.74626865671642
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",not_classified,5.0,1.8656716417910446
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",task iteration,103.0,38.43283582089552
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",validation,21.0,7.835820895522389
advise clients about colors and types of makeup and instruct them in makeup application techniques.,directive,15.0,22.058823529411764
advise clients about colors and types of makeup and instruct them in makeup application techniques.,not_classified,28.0,41.17647058823529
advise clients about colors and types of makeup and instruct them in makeup application techniques.,task iteration,25.0,36.76470588235294
advise clients about proper clothing and shoes.,not_classified,23.0,100.0
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",directive,40.0,12.903225806451612
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",feedback loop,29.0,9.35483870967742
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",learning,169.0,54.516129032258064
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",not_classified,1.0,0.3225806451612903
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",task iteration,48.0,15.483870967741936
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",validation,23.0,7.419354838709677
advise clients on financial and legal matters such as investments and taxes.,directive,239.0,17.407137654770573
advise clients on financial and legal matters such as investments and taxes.,feedback loop,50.0,3.641660597232338
advise clients on financial and legal matters such as investments and taxes.,learning,687.0,50.03641660597232
advise clients on financial and legal matters such as investments and taxes.,not_classified,11.0,0.8011653313911145
advise clients on financial and legal matters such as investments and taxes.,task iteration,275.0,20.02913328477786
advise clients on financial and legal matters such as investments and taxes.,validation,111.0,8.08448652585579
advise clients on how they could be helped by counseling.,directive,52.0,11.255411255411255
advise clients on how they could be helped by counseling.,feedback loop,21.0,4.545454545454546
advise clients on how they could be helped by counseling.,learning,265.0,57.35930735930735
advise clients on how they could be helped by counseling.,none,64.0,13.852813852813853
advise clients on how they could be helped by counseling.,task iteration,33.0,7.142857142857142
advise clients on how they could be helped by counseling.,validation,27.0,5.844155844155844
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",directive,391.0,22.36842105263158
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",feedback loop,71.0,4.061784897025172
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",learning,683.0,39.07322654462242
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",none,23.0,1.3157894736842104
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",task iteration,476.0,27.23112128146453
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",validation,104.0,5.949656750572083
advise clients on nail care and use of products and colors.,not_classified,45.0,100.0
advise clients on transportation and payment methods.,directive,16.0,57.14285714285714
advise clients on transportation and payment methods.,not_classified,12.0,42.857142857142854
"advise clients or community groups on issues related to improving general health, such as diet or exercise.",learning,20.0,80.0
"advise clients or community groups on issues related to improving general health, such as diet or exercise.",not_classified,5.0,20.0
"advise clients or community groups on issues related to risk or prevention of conditions such as lead poisoning, human immunodeficiency virus (hiv), prenatal substance abuse, or domestic violence.",not_classified,15.0,100.0
"advise clients or community groups on issues related to sanitation or hygiene, such as flossing or hand washing.",learning,18.0,75.0
"advise clients or community groups on issues related to sanitation or hygiene, such as flossing or hand washing.",not_classified,6.0,25.0
advise clients or community groups to ensure parental understanding of the importance of childhood immunizations and how to access immunization services.,not_classified,17.0,100.0
"advise clients or respond to inquiries about financial matters in person or via phone, email, web site, or internet chat.",not_classified,23.0,100.0
"advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",learning,18.0,36.0
"advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",not_classified,32.0,64.0
advise corporations on issues involving corporate image projects or problems.,learning,22.0,33.33333333333333
advise corporations on issues involving corporate image projects or problems.,not_classified,28.0,42.42424242424242
advise corporations on issues involving corporate image projects or problems.,task iteration,16.0,24.242424242424242
advise customer about or perform maintenance of software system.,learning,27.0,65.85365853658537
advise customer about or perform maintenance of software system.,not_classified,14.0,34.146341463414636
"advise customers concerning equipment operation, maintenance, or programming.",directive,44.0,17.120622568093385
"advise customers concerning equipment operation, maintenance, or programming.",feedback loop,30.0,11.673151750972762
"advise customers concerning equipment operation, maintenance, or programming.",learning,135.0,52.52918287937744
"advise customers concerning equipment operation, maintenance, or programming.",task iteration,32.0,12.45136186770428
"advise customers concerning equipment operation, maintenance, or programming.",validation,16.0,6.22568093385214
advise customers of necessary actions and strategies for debt repayment.,directive,25.0,16.233766233766232
advise customers of necessary actions and strategies for debt repayment.,learning,58.0,37.66233766233766
advise customers of necessary actions and strategies for debt repayment.,not_classified,24.0,15.584415584415584
advise customers of necessary actions and strategies for debt repayment.,task iteration,47.0,30.519480519480517
advise customers on plant selection or care.,directive,30.0,20.689655172413794
advise customers on plant selection or care.,learning,88.0,60.689655172413794
advise customers on plant selection or care.,not_classified,27.0,18.620689655172416
advise customers on product usage to improve production.,directive,19.0,26.76056338028169
advise customers on product usage to improve production.,learning,23.0,32.3943661971831
advise customers on product usage to improve production.,not_classified,12.0,16.901408450704224
advise customers on product usage to improve production.,task iteration,17.0,23.943661971830984
"advise customers on the selection of medication brands, medical equipment, or healthcare supplies.",learning,20.0,46.51162790697674
"advise customers on the selection of medication brands, medical equipment, or healthcare supplies.",not_classified,23.0,53.48837209302325
advise customers on use and care of merchandise.,directive,32.0,31.06796116504854
advise customers on use and care of merchandise.,learning,43.0,41.74757281553398
advise customers on use and care of merchandise.,not_classified,28.0,27.184466019417474
advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,not_classified,28.0,100.0
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",directive,18.0,23.376623376623375
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",learning,26.0,33.76623376623377
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",not_classified,3.0,3.896103896103896
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",task iteration,30.0,38.961038961038966
advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,not_classified,20.0,100.0
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",learning,17.0,38.63636363636363
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",not_classified,27.0,61.36363636363637
"advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",not_classified,18.0,100.0
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",directive,107.0,12.31300345224396
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",feedback loop,45.0,5.178365937859609
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",learning,278.0,31.990794016110474
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",none,19.0,2.186421173762946
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",task iteration,315.0,36.24856156501726
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",validation,105.0,12.082853855005753
"advise management on organizing, preparing, or implementing recruiting or retention programs.",not_classified,29.0,63.04347826086957
"advise management on organizing, preparing, or implementing recruiting or retention programs.",task iteration,17.0,36.95652173913043
"advise management on short-term and long-term financial objectives, policies, and actions.",not_classified,21.0,53.84615384615385
"advise management on short-term and long-term financial objectives, policies, and actions.",task iteration,18.0,46.15384615384615
"advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures and classification programs.",not_classified,26.0,100.0
"advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.",not_classified,20.0,100.0
advise or assist in obtaining patents or meeting other legal requirements.,learning,44.0,51.76470588235295
advise or assist in obtaining patents or meeting other legal requirements.,not_classified,41.0,48.23529411764706
advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,not_classified,29.0,100.0
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",directive,61.0,17.329545454545457
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",learning,222.0,63.06818181818182
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",not_classified,19.0,5.3977272727272725
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",task iteration,32.0,9.090909090909092
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",validation,18.0,5.113636363636364
advise participants in use of heat or ultraviolet treatments and hot baths.,learning,29.0,65.9090909090909
advise participants in use of heat or ultraviolet treatments and hot baths.,not_classified,15.0,34.090909090909086
advise patients about recommended courses of treatment.,not_classified,20.0,100.0
advise patients about therapeutic exercise and nutritional medicine regimens.,not_classified,19.0,100.0
"advise patients and community members concerning diet, activity, hygiene, and disease prevention.",learning,19.0,79.16666666666666
"advise patients and community members concerning diet, activity, hygiene, and disease prevention.",not_classified,5.0,20.833333333333336
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",directive,109.0,14.91108071135431
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",feedback loop,54.0,7.387140902872777
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",learning,381.0,52.1203830369357
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",not_classified,4.0,0.5471956224350205
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",task iteration,124.0,16.963064295485637
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",validation,59.0,8.071135430916552
"advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",learning,36.0,69.23076923076923
"advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",not_classified,16.0,30.76923076923077
"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",directive,17.0,37.77777777777778
"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",not_classified,28.0,62.22222222222222
advise producers about improved products and techniques that could enhance their animal production efforts.,not_classified,36.0,100.0
"advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",learning,36.0,76.59574468085107
"advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",not_classified,11.0,23.404255319148938
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",directive,18.0,36.734693877551024
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",not_classified,13.0,26.53061224489796
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",task iteration,18.0,36.734693877551024
advise students on academic and vocational curricula and career issues.,directive,42.0,23.728813559322035
advise students on academic and vocational curricula and career issues.,learning,32.0,18.07909604519774
advise students on academic and vocational curricula and career issues.,not_classified,4.0,2.2598870056497176
advise students on academic and vocational curricula and career issues.,task iteration,79.0,44.632768361581924
advise students on academic and vocational curricula and career issues.,validation,20.0,11.299435028248588
advise students on academic and vocational curricula and on career issues.,directive,372.0,17.25417439703154
advise students on academic and vocational curricula and on career issues.,feedback loop,44.0,2.0408163265306123
advise students on academic and vocational curricula and on career issues.,learning,588.0,27.27272727272727
advise students on academic and vocational curricula and on career issues.,none,37.0,1.7161410018552876
advise students on academic and vocational curricula and on career issues.,task iteration,897.0,41.60482374768089
advise students on academic and vocational curricula and on career issues.,validation,218.0,10.111317254174397
"advise students on academic and vocational curricula, and on career issues.",directive,53.0,20.0
"advise students on academic and vocational curricula, and on career issues.",learning,43.0,16.22641509433962
"advise students on academic and vocational curricula, and on career issues.",not_classified,6.0,2.2641509433962264
"advise students on academic and vocational curricula, and on career issues.",task iteration,143.0,53.9622641509434
"advise students on academic and vocational curricula, and on career issues.",validation,20.0,7.547169811320755
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",not_classified,35.0,51.470588235294116
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",task iteration,33.0,48.529411764705884
"advise students on course selection, career decisions, and other academic and vocational concerns.",not_classified,28.0,63.63636363636363
"advise students on course selection, career decisions, and other academic and vocational concerns.",task iteration,16.0,36.36363636363637
"advise students on internships, prospective employers, and job placement services.",directive,46.0,28.930817610062892
"advise students on internships, prospective employers, and job placement services.",learning,32.0,20.125786163522015
"advise students on internships, prospective employers, and job placement services.",not_classified,6.0,3.7735849056603774
"advise students on internships, prospective employers, and job placement services.",task iteration,52.0,32.70440251572327
"advise students on internships, prospective employers, and job placement services.",validation,23.0,14.465408805031446
"advise students on issues such as course selection, progress toward graduation, and career decisions.",directive,60.0,25.210084033613445
"advise students on issues such as course selection, progress toward graduation, and career decisions.",learning,55.0,23.10924369747899
"advise students on issues such as course selection, progress toward graduation, and career decisions.",not_classified,15.0,6.302521008403361
"advise students on issues such as course selection, progress toward graduation, and career decisions.",task iteration,81.0,34.03361344537815
"advise students on issues such as course selection, progress toward graduation, and career decisions.",validation,27.0,11.344537815126051
"align, adjust, or calibrate equipment according to specifications.",not_classified,16.0,100.0
"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",not_classified,9.0,36.0
"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",task iteration,16.0,64.0
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,directive,20.0,39.21568627450981
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,not_classified,31.0,60.78431372549019
analyze and classify risks and investments to determine their potential impacts on companies.,directive,42.0,28.767123287671232
analyze and classify risks and investments to determine their potential impacts on companies.,learning,41.0,28.08219178082192
analyze and classify risks and investments to determine their potential impacts on companies.,not_classified,7.0,4.794520547945205
analyze and classify risks and investments to determine their potential impacts on companies.,task iteration,39.0,26.71232876712329
analyze and classify risks and investments to determine their potential impacts on companies.,validation,17.0,11.643835616438356
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,not_classified,24.0,100.0
analyze and evaluate robotic systems or prototypes.,not_classified,25.0,100.0
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",directive,47.0,22.926829268292686
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",feedback loop,40.0,19.51219512195122
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",learning,60.0,29.268292682926827
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",not_classified,7.0,3.414634146341464
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",task iteration,26.0,12.682926829268293
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",validation,25.0,12.195121951219512
analyze and interpret data to increase the understanding of human social behavior.,not_classified,32.0,100.0
analyze and interpret news and information received from various sources to broadcast the information.,directive,99.0,60.73619631901841
analyze and interpret news and information received from various sources to broadcast the information.,learning,54.0,33.12883435582822
analyze and interpret news and information received from various sources to broadcast the information.,not_classified,10.0,6.134969325153374
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",not_classified,32.0,100.0
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",directive,52.0,12.410501193317423
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",feedback loop,55.0,13.126491646778044
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",learning,268.0,63.961813842482094
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",not_classified,2.0,0.47732696897374705
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",task iteration,24.0,5.727923627684964
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",validation,18.0,4.295942720763723
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",not_classified,16.0,100.0
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,directive,17.0,26.5625
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,not_classified,19.0,29.6875
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,task iteration,28.0,43.75
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",not_classified,36.0,100.0
"analyze and record test data to issue reports that use charts, graphs, or narratives.",directive,51.0,35.172413793103445
"analyze and record test data to issue reports that use charts, graphs, or narratives.",learning,17.0,11.724137931034482
"analyze and record test data to issue reports that use charts, graphs, or narratives.",not_classified,11.0,7.586206896551724
"analyze and record test data to issue reports that use charts, graphs, or narratives.",task iteration,46.0,31.724137931034484
"analyze and record test data to issue reports that use charts, graphs, or narratives.",validation,20.0,13.793103448275861
analyze and report computer network security breaches or attempted breaches.,directive,191.0,34.046345811051694
analyze and report computer network security breaches or attempted breaches.,feedback loop,73.0,13.01247771836007
analyze and report computer network security breaches or attempted breaches.,learning,153.0,27.27272727272727
analyze and report computer network security breaches or attempted breaches.,none,25.0,4.45632798573975
analyze and report computer network security breaches or attempted breaches.,task iteration,75.0,13.368983957219251
analyze and report computer network security breaches or attempted breaches.,validation,44.0,7.8431372549019605
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",not_classified,29.0,100.0
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,not_classified,24.0,100.0
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",directive,19.0,35.84905660377358
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",learning,25.0,47.16981132075472
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",not_classified,9.0,16.9811320754717
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",directive,199.0,43.544857768052516
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",feedback loop,21.0,4.595185995623632
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",learning,49.0,10.722100656455142
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",not_classified,6.0,1.312910284463895
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",task iteration,161.0,35.22975929978118
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",validation,21.0,4.595185995623632
