geo_id,usage_count,usage_pct
MA,4845.0,0.5023359398814301
MC,25.0,0.0025920327135264707
MD,493.0,0.051114885110742
ME,222.0,0.023017250496115062
MG,583.0,0.0604462028794373
MK,330.0,0.03421483181854942
MN,178.0,0.018455272920308474
MQ,56.0,0.005806153278299295
MR,67.0,0.006946647672250943
MT,283.0,0.02934181031711965
MU,312.0,0.032348568264810355
MV,159.0,0.016485328058028353
MW,194.0,0.020114173856965414
MX,9172.0,0.9509649619385916
MY,4881.0,0.5060684669889082
MZ,453.0,0.04696763276909965
NA,179.0,0.018558954228849532
NC,47.0,0.004873021501429765
NE,71.0,0.007361372906415177
NG,6855.0,0.7107353700489584
NL,7752.0,0.8037375038102881
NO,2136.0,0.22146327504370167
NP,2123.0,0.22011541803266793
NZ,3647.0,0.37812573224924156
OM,297.0,0.030793348636694473
PA,703.0,0.07288795990436435
PE,5060.0,0.5246274212177577
PF,60.0,0.006220878512463531
PG,68.0,0.007050328980792001
PH,9075.0,0.9409078750101089
PK,9264.0,0.9605036423243691
PL,9972.0,1.0339100087714386
PR,444.0,0.046034500992230123
PS,307.0,0.031830161722105066
PT,3521.0,0.36506188737306816
PY,677.0,0.07019224588229683
QA,476.0,0.049352302865544005
RE,160.0,0.016589009366569412
RO,3327.0,0.34494771351610276
RS,1539.0,0.15956553384468955
RW,653.0,0.06770389447731141
SA,2794.0,0.28968557606371836
SC,19.0,0.001969944862280118
SE,3775.0,0.3913969397424971
SG,5375.0,0.5572870334081912
SI,583.0,0.0604462028794373
SK,903.0,0.09362422161257612
SL,54.0,0.005598790661217177
SM,17.0,0.0017625822451980003
SN,828.0,0.08584812347199672
SR,26.0,0.0026957140220675298
SV,443.0,0.04593081968368907
SZ,40.0,0.004147252341642353
TD,67.0,0.006946647672250943
TG,159.0,0.016485328058028353
TH,12219.0,1.266881909063198
TJ,98.0,0.010160768237023766
TL,34.0,0.0035251644903960006
TM,18.0,0.001866263553739059
TN,1886.0,0.19554294790843696
TR,10402.0,1.078492971444094
TT,176.0,0.018247910303226356
TW,9680.0,1.0036350666774494
TZ,405.0,0.04199092995912883
UA,6122.0,0.6347369708883622
UG,608.0,0.06303823559296377
US,208200.0,21.58644843824845
UY,762.0,0.07900515710828683
UZ,479.0,0.04966334679116718
VN,10651.0,1.1043096172708176
XK,118.0,0.012234394407844941
ZA,5152.0,0.5341661016035351
ZM,359.0,0.037221589766240126
ZW,370.0,0.03836208416019177
not_classified,150999.0,15.655773908391343
