task_name,count,pct
analyze market conditions to determine optimum times to execute securities transactions.,850.0,0.08998155907342284
"analyze network data to determine network usage, disk space availability, or server function.",73.0,0.007727828014541019
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",1751.0,0.18536201169125102
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,24.0,0.0025406557856025268
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",487.0,0.05155414031618461
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",32.0,0.003387541047470036
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,71.0,0.007516106699074142
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",1555.0,0.16461332277549706
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",5661.0,0.599277183428996
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,41.0,0.004340286967070984
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,79.0,0.008362991960941651
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",123.0,0.01302086090121295
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,25.0,0.002646516443335966
analyze potential loan markets to find opportunities to promote loans and financial services.,49.0,0.0051871722289384935
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,21.0,0.002223073812402211
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",36.0,0.0038109836784037906
analyze problems to develop solutions involving computer hardware and software.,91.0,0.009633319853742914
analyze product complaints and make recommendations regarding their reportability.,30.0,0.003175819732003159
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",812.0,0.08595885407955216
"analyze research data to determine its significance, using computers.",598.0,0.0633046733245963
analyze samples of biological material for chemical content or reaction.,63.0,0.006669221437206634
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,23.0,0.0024347951278690886
analyze system performance or operational requirements.,935.0,0.09897971498076513
analyze target companies or investment opportunities to inform investment decisions.,763.0,0.08077168185061367
analyze technology trends to identify markets for future product development or to improve sales of existing products.,15.0,0.0015879098660015795
"analyze test data, making computations as necessary, to determine test results.",2494.0,0.26401648038719594
analyze test results and develop a treatment plan.,20.0,0.0021172131546687727
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",43.0,0.004552008282537861
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",52.0,0.005504754202138809
"analyze training needs to design employee development, language training and health and safety programs.",15.0,0.0015879098660015795
analyze training needs to develop new training programs or modify and improve existing programs.,56.0,0.005928196833072563
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",44.0,0.0046578689402713
analyze user needs and recommend appropriate hardware.,89.0,0.009421598538276038
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,9785.0,1.0358465359216968
"analyze, interpret, or create graphical representations of energy data, using engineering software.",218.0,0.02307762338588962
"analyze, interpret, or disseminate system performance data.",699.0,0.0739965997556736
"announce musical selections, station breaks, commercials, or public service information, and accept requests from listening audience.",21.0,0.002223073812402211
answer applicants' questions about benefits and claim procedures.,83.0,0.008786434591875406
answer clients' questions about the purposes and details of financial plans and strategies.,76.0,0.008045409987741337
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",62.0,0.006563360779473196
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",59.0,0.006245778806272879
answer customers' questions about merchandise and advise customers on merchandise selection.,323.0,0.03419299244790068
"answer customers' questions about products, prices, availability, or credit terms.",1782.0,0.18864369208098763
"answer customers' questions about products, prices, availability, product uses, and credit terms.",986.0,0.10437860852517049
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",32.0,0.003387541047470036
"answer customers' questions, and provide information on procedures or policies.",2114.0,0.22378943044848923
"answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.",236.0,0.024983115225091515
"answer inquiries concerning the progress of medical cases, within the limits of confidentiality laws.",39.0,0.0041285656516041064
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",223.0,0.023606926674556813
answer inquiries from the public concerning animal control operations.,26.0,0.0027523771010694044
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",158.0,0.016725983921883302
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",297.0,0.03144061534683128
answer inquiries regarding shipping or mailing policies.,18.0,0.0019054918392018953
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",37.0,0.003916844336137229
answer patients' calls and determine how to assist them.,15.0,0.0015879098660015795
answer questions about product features and benefits.,321.0,0.0339812711324338
answer questions about records or files.,36.0,0.0038109836784037906
answer questions from the public and media.,137.0,0.014502910109481093
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",31.0,0.003281680389736598
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",22.0,0.00232893447013565
answer questions regarding the store and its merchandise.,23.0,0.0024347951278690886
answer telephone calls and respond to inquiries or transfer calls.,145.0,0.0153497953713486
answer telephone calls from potential customers who have been solicited through advertisements.,35.0,0.003705123020670352
answer telephones and direct calls to appropriate staff.,113.0,0.011962254323878565
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",609.0,0.06446914055966411
answer telephones and schedule appointments.,22.0,0.00232893447013565
answer telephones to provide information and receive orders.,33.0,0.0034934017052034748
"answer telephones, and route calls or deliver messages.",89.0,0.009421598538276038
"answer telephones, direct calls, and take messages.",323.0,0.03419299244790068
"answer telephones, responding to questions or requests.",335.0,0.03546332034070194
answer user inquiries regarding computer software or hardware operation to resolve problems.,121.0,0.012809139585746074
apply customer feedback to service improvement efforts.,147.0,0.015561516686815477
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",66.0,0.0069868034104069495
"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",25.0,0.002646516443335966
"apply prepared specimen and control to appropriate grid, run instrumentation, and produce analyzable results.",23.0,0.0024347951278690886
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",43.0,0.004552008282537861
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",29.0,0.0030699590742697203
"appraise property values, assessing income potential when relevant.",58.0,0.006139918148539441
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",35.0,0.003705123020670352
"approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",34.0,0.003599262362936914
"arrange conference, meeting, or travel reservations for office personnel.",68.0,0.007198524725873828
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",25.0,0.002646516443335966
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,55.0,0.005822336175339125
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",39.0,0.0041285656516041064
arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,23.0,0.0024347951278690886
"arrange tours, taxis, or restaurant reservations for customers.",26.0,0.0027523771010694044
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",163.0,0.0172552872105505
ask questions that will help clients identify their feelings and behaviors.,110.0,0.01164467235067825
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",28.0,0.0029640984165362817
"assemble, maintain, or distribute information for library or record systems.",22.0,0.00232893447013565
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",54.0,0.005716475517605686
assess companies as investments for clients by examining company facilities.,27.0,0.002858237758802843
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",16.0,0.001693770523735018
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",128.0,0.013550164189880145
"assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",31.0,0.003281680389736598
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",58.0,0.006139918148539441
assess patients for risk of suicide attempts.,42.0,0.004446147624804422
"assess project feasibility by analyzing technology, resource needs, and market demand.",40.0,0.0042344263093375455
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,190.0,0.020113524969353338
assess the nature and level of threats so that the scope of the problem can be determined.,327.0,0.03461643507883443
assess the usefulness of pre-developed application packages and adapt them to a user environment.,2048.0,0.2168026270380823
assess training needs of staff and arrange for or provide appropriate instruction.,16.0,0.001693770523735018
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",60.0,0.006351639464006318
assign or schedule tasks to meet work priorities and goals.,28.0,0.0029640984165362817
"assign work to employees, based on material or worker requirements of specific jobs.",31.0,0.003281680389736598
assist customers by providing information and resolving their complaints.,254.0,0.026888607064293413
"assist customers, such as responding to customer complaints and updating them about back-ordered parts.",25.0,0.002646516443335966
assist in laying out material for publication.,37.0,0.003916844336137229
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",39.0,0.0041285656516041064
assist patients in organizing their health care system activities.,42.0,0.004446147624804422
assist students who need extra help with their coursework outside of class.,2053.0,0.21733193032674952
attempt to sell additional merchandise or services to prospective or current customers by telephone or through visits.,44.0,0.0046578689402713
"attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.",67.0,0.007092664068140388
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",62.0,0.006563360779473196
back up network data.,19.0,0.002011352496935334
"book transportation and hotel reservations, using computer terminal or telephone.",57.0,0.0060340574908060015
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",189.0,0.0200076643116199
broadcast weather reports and warnings.,40.0,0.0042344263093375455
build and update digital databases.,73.0,0.007727828014541019
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",117.0,0.01238569695481232
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,16.0,0.001693770523735018
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",48.0,0.0050813115712050536
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",15.0,0.0015879098660015795
"calculate test result values, using standard formulas.",22.0,0.00232893447013565
calibrate data collection equipment.,23.0,0.0024347951278690886
calibrate testing instruments and installed or repaired equipment to prescribed specifications.,21.0,0.002223073812402211
calibrate testing instruments.,17.0,0.001799631181468457
"calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",30.0,0.003175819732003159
"calibrate, validate, or maintain laboratory equipment.",16.0,0.001693770523735018
"call on policyholders to deliver and explain policy, to analyze insurance program and suggest additions or changes, or to change beneficiaries.",39.0,0.0041285656516041064
call on prospective customers to explain company services or to solicit new business.,594.0,0.06288123069366255
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",39.0,0.0041285656516041064
"check completed work for spelling, grammar, punctuation, and format.",50.0,0.005293032886671932
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",29.0,0.0030699590742697203
check dimensions of materials to be used and assign numbers to the materials.,43.0,0.004552008282537861
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,29.0,0.0030699590742697203
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",164.0,0.017361147868283935
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",49.0,0.0051871722289384935
classify and catalog items according to content and purpose.,772.0,0.08172442777021462
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",638.0,0.06753909963393386
code data in preparation for computer entry.,408.0,0.04319114835524296
"code data prior to computer entry, using lists of codes.",885.0,0.09368668209409318
"code, classify, and catalog books, publications, films, audio-visual aids, and other library materials based on subject matter or standard library classification systems.",33.0,0.0034934017052034748
"code, evaluate, or interpret collected study data.",5357.0,0.5670955434780307
collaborate with artists to achieve appropriate visual style.,24.0,0.0025406557856025268
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",61.0,0.006457500121739756
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,27.0,0.002858237758802843
collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,18.0,0.0019054918392018953
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,100.0,0.010586065773343863
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",201.0,0.021277992204421163
collaborate with search engine shopping specialists to place marketing content in desired online locations.,269.0,0.028476516930294987
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,24.0,0.0025406557856025268
collaborate with software developers in the development and modification of commercial bioinformatics software.,16.0,0.001693770523735018
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",327.0,0.03461643507883443
"collaborate with web, multimedia, or art design staffs to create multimedia web sites or other internet content that conforms to brand and company visual format.",282.0,0.029852705480829692
"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",1506.0,0.1594261505465586
"collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",32.0,0.003387541047470036
"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",155.0,0.016408401948682986
"collect and analyze data, such as studying old records, tallying the number of outpatients entering each day or week, or participating in federal, state, or local population surveys as a census enumerator.",1327.0,0.14047709281227305
collect and analyze relevant data to identify real estate market trends.,38.0,0.004022704993870668
"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",713.0,0.07547864896394174
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",19.0,0.002011352496935334
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",27.0,0.002858237758802843
"collect and analyze web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",75.0,0.007939549330007898
"collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",15.0,0.0015879098660015795
"collect and report data on topics such as patient encounters and inter-institutional problems, making recommendations for change when appropriate.",15.0,0.0015879098660015795
"collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",2960.0,0.3133475468909784
"collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (rfid) technology.",27.0,0.002858237758802843
"collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",356.0,0.03768639415310415
"collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems.",30.0,0.003175819732003159
collect data through surveys or experimentation.,228.0,0.024136229963224006
"collect information about clients through interviews, observation, or tests.",154.0,0.01630254129094955
"collect information about clients, using techniques such as testing, interviewing, discussion, and observation.",31.0,0.003281680389736598
"collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",58.0,0.006139918148539441
"collect information and make judgments through observation, interviews, and review of documents.",19.0,0.002011352496935334
collect or compile nanotechnology research or engineering data.,29.0,0.0030699590742697203
collect samples of materials or products for laboratory analysis.,21.0,0.002223073812402211
"collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis.",787.0,0.0833123376362162
"collect, record, and maintain patient information, such as medical histories, reports, and examination results.",273.0,0.028899959561228747
"collect, record, and maintain patient information, such as medical history, reports, and examination results.",198.0,0.02096041023122085
"collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples.",133.0,0.014079467478547337
combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,25.0,0.002646516443335966
"communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",48.0,0.0050813115712050536
"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",57.0,0.0060340574908060015
"communicate security status, updates, and actual or potential problems, using established protocols.",30.0,0.003175819732003159
"communicate test results or technical information to patients, physicians, family members, or researchers.",16.0,0.001693770523735018
"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",17.0,0.001799631181468457
"communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",56.0,0.005928196833072563
"communicate with customers regarding orders, comments, and complaints.",17.0,0.001799631181468457
"communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",133.0,0.014079467478547337
"communicate with customers, sales staff, or marketing staff to determine customer needs.",19.0,0.002011352496935334
"communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",15.0,0.0015879098660015795
"communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",18.0,0.0019054918392018953
communicate with system users to ensure accounts are set up properly or to diagnose and solve operational problems.,35.0,0.003705123020670352
compare instrument pitches with tuning tool pitches to tune instruments.,22.0,0.00232893447013565
compare previously prepared bank statements with canceled checks and reconcile discrepancies.,22.0,0.00232893447013565
"compare prices, specifications, and delivery dates to determine the best bid among potential suppliers.",22.0,0.00232893447013565
compare suppliers' bills with bids and purchase orders to verify accuracy.,28.0,0.0029640984165362817
compile and analyze accounting records and other data to determine the financial resources required to implement a program.,19.0,0.002011352496935334
compile and analyze data obtained from monitoring or diagnostic tests.,1728.0,0.18292721656338196
compile and evaluate hydrologic information to prepare navigational charts and maps and to predict atmospheric conditions.,25.0,0.002646516443335966
compile and format image data to increase its usefulness.,840.0,0.08892295249608845
compile and interpret results of tests and analyses.,1043.0,0.11041266601597649
compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,124.0,0.013126721558946392
compile and prepare reports and documents pertaining to personnel activities.,15.0,0.0015879098660015795
"compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",86.0,0.009104016565075722
"compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",131.0,0.01386774616308046
"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",5955.0,0.630400216802627
compile bibliographies and prepare abstracts on subjects of interest to particular organizations or groups.,75.0,0.007939549330007898
compile bibliographies of specialized materials for outside reading assignments.,87.0,0.009209877222809162
"compile information about flights from flight plans, pilot reports, radar, or observations.",29.0,0.0030699590742697203
compile information or prepare reports on nanotechnology experiments or applications.,27.0,0.002858237758802843
compile laboratory test data and perform appropriate analyses.,114.0,0.012068114981612003
compile lists describing product or service offerings.,17.0,0.001799631181468457
"compile lists of books, periodicals, articles, and audio-visual materials on particular subjects.",57.0,0.0060340574908060015
compile or develop materials to submit to granting or other funding organizations.,36.0,0.0038109836784037906
"compile or maintain records of system operation, performance, and maintenance.",24.0,0.0025406557856025268
"compile reports, charts, or graphs that describe and interpret findings of analyses.",3592.0,0.38025148257851155
"compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.",108.0,0.011432951035211372
"compile statistics from source materials, such as production or sales records, quality-control or test records, time sheets, or survey sheets.",30.0,0.003175819732003159
"compile, administer, and grade examinations or assign this work to others.",206.0,0.02180729549308836
"compile, administer, and grade examinations, or assign this work to others.",676.0,0.07156180462780451
"compile, analyze, and report data to explain economic phenomena and forecast market trends, applying mathematical models and statistical techniques.",124.0,0.013126721558946392
"compile, log, or record testing or operational data for review and further analysis.",482.0,0.051024837027517415
"compile, record, and code results or data from interview or survey, using computer or specified form.",3168.0,0.3353665636995336
"compile, sort and verify the accuracy of data before it is entered.",298.0,0.031546476004564714
"complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",26.0,0.0027523771010694044
complete and maintain necessary records.,45.0,0.004763729598004738
"complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.",23.0,0.0024347951278690886
complete form letters in response to requests or problems identified by correspondence.,180.0,0.019054918392018953
"complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",51.0,0.00539889354440537
"complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",217.0,0.02297176272815618
