task_name,collaboration,count,pct
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",task iteration,29.0,11.934156378600823
advise corporations on issues involving corporate image projects or problems.,not_classified,15.0,100.0
"advise customers concerning equipment operation, maintenance, or programming.",not_classified,23.0,100.0
advise customers of necessary actions and strategies for debt repayment.,directive,30.0,60.0
advise customers of necessary actions and strategies for debt repayment.,not_classified,20.0,40.0
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",not_classified,18.0,100.0
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",not_classified,16.0,100.0
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",directive,25.0,58.139534883720934
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",not_classified,18.0,41.86046511627907
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",directive,30.0,88.23529411764706
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",not_classified,4.0,11.76470588235294
advise or assist in obtaining patents or meeting other legal requirements.,directive,15.0,83.33333333333334
advise or assist in obtaining patents or meeting other legal requirements.,not_classified,3.0,16.666666666666664
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",directive,32.0,52.459016393442624
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",not_classified,29.0,47.540983606557376
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",learning,21.0,60.0
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",not_classified,14.0,40.0
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",directive,15.0,83.33333333333334
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",not_classified,3.0,16.666666666666664
advise students on academic and vocational curricula and on career issues.,directive,47.0,43.925233644859816
advise students on academic and vocational curricula and on career issues.,learning,25.0,23.364485981308412
advise students on academic and vocational curricula and on career issues.,not_classified,6.0,5.607476635514018
advise students on academic and vocational curricula and on career issues.,task iteration,29.0,27.102803738317753
"advise students on academic and vocational curricula, and on career issues.",not_classified,15.0,100.0
"advise students on issues such as course selection, progress toward graduation, and career decisions.",not_classified,25.0,100.0
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,directive,43.0,78.18181818181819
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,not_classified,12.0,21.818181818181817
analyze and classify risks and investments to determine their potential impacts on companies.,directive,291.0,87.12574850299401
analyze and classify risks and investments to determine their potential impacts on companies.,not_classified,21.0,6.287425149700598
analyze and classify risks and investments to determine their potential impacts on companies.,task iteration,22.0,6.58682634730539
analyze and evaluate robotic systems or prototypes.,directive,25.0,50.0
analyze and evaluate robotic systems or prototypes.,not_classified,25.0,50.0
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",directive,1170.0,64.28571428571429
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",feedback loop,41.0,2.2527472527472527
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",learning,18.0,0.9890109890109889
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",none,362.0,19.89010989010989
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",task iteration,43.0,2.3626373626373627
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",validation,186.0,10.219780219780219
analyze and interpret data to increase the understanding of human social behavior.,directive,65.0,78.3132530120482
analyze and interpret data to increase the understanding of human social behavior.,not_classified,18.0,21.686746987951807
analyze and interpret news and information received from various sources to broadcast the information.,directive,93.0,92.07920792079209
analyze and interpret news and information received from various sources to broadcast the information.,not_classified,8.0,7.920792079207921
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",directive,49.0,81.66666666666667
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",not_classified,11.0,18.333333333333332
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",directive,26.0,55.319148936170215
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",not_classified,21.0,44.680851063829785
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",directive,21.0,42.0
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",not_classified,14.0,28.000000000000004
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",validation,15.0,30.0
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,not_classified,16.0,100.0
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",not_classified,16.0,100.0
"analyze and record test data to issue reports that use charts, graphs, or narratives.",directive,193.0,55.14285714285714
"analyze and record test data to issue reports that use charts, graphs, or narratives.",none,46.0,13.142857142857142
"analyze and record test data to issue reports that use charts, graphs, or narratives.",not_classified,14.0,4.0
"analyze and record test data to issue reports that use charts, graphs, or narratives.",task iteration,16.0,4.571428571428571
"analyze and record test data to issue reports that use charts, graphs, or narratives.",validation,81.0,23.142857142857142
analyze and report computer network security breaches or attempted breaches.,directive,1600.0,67.91171477079796
analyze and report computer network security breaches or attempted breaches.,feedback loop,63.0,2.67402376910017
analyze and report computer network security breaches or attempted breaches.,none,347.0,14.72835314091681
analyze and report computer network security breaches or attempted breaches.,not_classified,13.0,0.5517826825127334
analyze and report computer network security breaches or attempted breaches.,task iteration,47.0,1.9949066213921902
analyze and report computer network security breaches or attempted breaches.,validation,286.0,12.139219015280135
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",directive,29.0,76.31578947368422
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",not_classified,9.0,23.684210526315788
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,directive,22.0,61.111111111111114
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,not_classified,14.0,38.88888888888889
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",directive,15.0,55.55555555555556
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",not_classified,12.0,44.44444444444444
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",directive,87.0,71.31147540983606
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",not_classified,17.0,13.934426229508196
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",task iteration,18.0,14.754098360655737
analyze characteristics of animals to identify and classify them.,directive,179.0,84.83412322274881
analyze characteristics of animals to identify and classify them.,not_classified,32.0,15.165876777251185
analyze clinical data using appropriate statistical tools.,directive,18.0,81.81818181818183
analyze clinical data using appropriate statistical tools.,not_classified,4.0,18.181818181818183
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",not_classified,21.0,100.0
"analyze competitive market strategies through analysis of related product, market, or share trends.",directive,30.0,78.94736842105263
"analyze competitive market strategies through analysis of related product, market, or share trends.",not_classified,8.0,21.052631578947366
analyze completed police reports to determine what additional information and investigative work is needed.,directive,21.0,80.76923076923077
analyze completed police reports to determine what additional information and investigative work is needed.,not_classified,5.0,19.230769230769234
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",directive,377.0,74.8015873015873
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",none,52.0,10.317460317460316
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",not_classified,15.0,2.976190476190476
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",task iteration,25.0,4.9603174603174605
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",validation,35.0,6.944444444444445
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,directive,48.0,68.57142857142857
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,not_classified,22.0,31.428571428571427
"analyze data from surveys, old records, or case studies, using statistical software.",directive,93.0,63.26530612244898
"analyze data from surveys, old records, or case studies, using statistical software.",none,25.0,17.006802721088434
"analyze data from surveys, old records, or case studies, using statistical software.",not_classified,14.0,9.523809523809524
"analyze data from surveys, old records, or case studies, using statistical software.",validation,15.0,10.204081632653061
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",directive,33.0,58.92857142857143
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",not_classified,4.0,7.142857142857142
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",task iteration,19.0,33.92857142857143
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,directive,131.0,86.75496688741721
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,not_classified,20.0,13.245033112582782
analyze data to determine answers to questions from customers or members of the public.,directive,450.0,84.7457627118644
analyze data to determine answers to questions from customers or members of the public.,none,33.0,6.214689265536723
analyze data to determine answers to questions from customers or members of the public.,not_classified,4.0,0.7532956685499058
analyze data to determine answers to questions from customers or members of the public.,task iteration,22.0,4.143126177024483
analyze data to determine answers to questions from customers or members of the public.,validation,22.0,4.143126177024483
analyze data to determine feasibility of product proposals.,directive,26.0,83.87096774193549
analyze data to determine feasibility of product proposals.,not_classified,5.0,16.129032258064516
analyze details of sales territories to assess their growth potential and to set quotas.,directive,44.0,89.79591836734694
analyze details of sales territories to assess their growth potential and to set quotas.,not_classified,5.0,10.204081632653061
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",directive,30.0,62.5
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",not_classified,18.0,37.5
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,directive,78.0,83.87096774193549
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,not_classified,15.0,16.129032258064516
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",directive,18.0,69.23076923076923
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",not_classified,8.0,30.76923076923077
analyze employment-related data and prepare required reports.,directive,59.0,88.05970149253731
analyze employment-related data and prepare required reports.,not_classified,8.0,11.940298507462686
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,directive,15.0,83.33333333333334
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,not_classified,3.0,16.666666666666664
analyze equipment performance records to assess equipment functioning.,directive,65.0,40.88050314465409
analyze equipment performance records to assess equipment functioning.,none,43.0,27.044025157232703
analyze equipment performance records to assess equipment functioning.,not_classified,18.0,11.320754716981133
analyze equipment performance records to assess equipment functioning.,task iteration,18.0,11.320754716981133
analyze equipment performance records to assess equipment functioning.,validation,15.0,9.433962264150944
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",directive,20.0,62.5
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",not_classified,12.0,37.5
analyze experimental data and interpret results to write reports and summaries of findings.,directive,682.0,47.09944751381215
analyze experimental data and interpret results to write reports and summaries of findings.,feedback loop,54.0,3.7292817679558015
analyze experimental data and interpret results to write reports and summaries of findings.,learning,36.0,2.4861878453038675
analyze experimental data and interpret results to write reports and summaries of findings.,none,287.0,19.82044198895028
analyze experimental data and interpret results to write reports and summaries of findings.,task iteration,154.0,10.6353591160221
analyze experimental data and interpret results to write reports and summaries of findings.,validation,235.0,16.2292817679558
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",directive,20.0,68.96551724137932
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",not_classified,9.0,31.03448275862069
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,directive,390.0,77.84431137724552
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,learning,19.0,3.792415169660679
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,none,34.0,6.786427145708583
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,not_classified,20.0,3.992015968063872
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,task iteration,38.0,7.584830339321358
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,directive,52.0,67.53246753246754
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,not_classified,10.0,12.987012987012985
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,task iteration,15.0,19.480519480519483
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",directive,85.0,80.18867924528303
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",not_classified,21.0,19.81132075471698
analyze information gathered by investigation and report findings and recommendations.,directive,41.0,89.13043478260869
analyze information gathered by investigation and report findings and recommendations.,not_classified,5.0,10.869565217391305
analyze information obtained from management to conceptualize and define operational problems.,directive,392.0,72.99813780260708
analyze information obtained from management to conceptualize and define operational problems.,none,34.0,6.33147113594041
analyze information obtained from management to conceptualize and define operational problems.,not_classified,21.0,3.910614525139665
analyze information obtained from management to conceptualize and define operational problems.,task iteration,75.0,13.966480446927374
analyze information obtained from management to conceptualize and define operational problems.,validation,15.0,2.793296089385475
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",directive,83.0,52.20125786163522
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",learning,27.0,16.9811320754717
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",none,31.0,19.49685534591195
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",not_classified,18.0,11.320754716981133
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",directive,202.0,55.494505494505496
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",learning,62.0,17.032967032967033
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",none,65.0,17.857142857142858
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",not_classified,18.0,4.945054945054945
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",validation,17.0,4.670329670329671
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",directive,74.0,47.13375796178344
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",none,33.0,21.019108280254777
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",not_classified,24.0,15.286624203821656
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",task iteration,26.0,16.560509554140125
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",directive,678.0,49.45295404814004
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",feedback loop,79.0,5.762217359591539
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",learning,197.0,14.36907366885485
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",none,252.0,18.38074398249453
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",task iteration,145.0,10.576221735959153
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",validation,20.0,1.4587892049598834
analyze laboratory findings to check the accuracy of the results.,directive,18.0,14.634146341463413
analyze laboratory findings to check the accuracy of the results.,none,27.0,21.951219512195124
analyze laboratory findings to check the accuracy of the results.,not_classified,8.0,6.504065040650407
analyze laboratory findings to check the accuracy of the results.,validation,70.0,56.91056910569105
analyze market conditions to determine optimum times to execute securities transactions.,directive,1187.0,85.02865329512895
analyze market conditions to determine optimum times to execute securities transactions.,feedback loop,56.0,4.011461318051576
analyze market conditions to determine optimum times to execute securities transactions.,none,50.0,3.5816618911174785
analyze market conditions to determine optimum times to execute securities transactions.,not_classified,10.0,0.7163323782234957
analyze market conditions to determine optimum times to execute securities transactions.,task iteration,44.0,3.151862464183381
analyze market conditions to determine optimum times to execute securities transactions.,validation,49.0,3.510028653295129
"analyze menus or recipes, standardize recipes, or test new products.",directive,22.0,88.0
"analyze menus or recipes, standardize recipes, or test new products.",not_classified,3.0,12.0
"analyze network data to determine network usage, disk space availability, or server function.",directive,72.0,68.57142857142857
"analyze network data to determine network usage, disk space availability, or server function.",not_classified,33.0,31.428571428571427
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",directive,963.0,69.53068592057761
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",feedback loop,38.0,2.743682310469314
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",learning,32.0,2.3104693140794224
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",none,57.0,4.115523465703971
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",task iteration,248.0,17.906137184115522
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",validation,47.0,3.393501805054152
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,directive,19.0,82.6086956521739
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,not_classified,4.0,17.391304347826086
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",directive,174.0,88.3248730964467
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",not_classified,23.0,11.6751269035533
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",directive,25.0,83.33333333333334
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",not_classified,5.0,16.666666666666664
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,directive,24.0,44.44444444444444
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,not_classified,6.0,11.11111111111111
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,task iteration,24.0,44.44444444444444
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",directive,622.0,35.72659391154509
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",feedback loop,19.0,1.0913268236645606
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",learning,52.0,2.9867892016082713
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",none,522.0,29.982768523836878
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",task iteration,464.0,26.651349798966113
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",validation,62.0,3.5611717403790926
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",directive,1378.0,67.6485027000491
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",feedback loop,16.0,0.7854688267059401
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",learning,88.0,4.32007854688267
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",none,274.0,13.451153657339225
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",task iteration,55.0,2.7000490918016693
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",validation,226.0,11.094747177221404
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,directive,99.0,84.61538461538461
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,not_classified,18.0,15.384615384615385
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,directive,22.0,41.509433962264154
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,learning,23.0,43.39622641509434
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,not_classified,8.0,15.09433962264151
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",directive,137.0,50.74074074074074
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",not_classified,17.0,6.296296296296296
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",task iteration,26.0,9.62962962962963
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",validation,90.0,33.33333333333333
analyze potential loan markets and develop referral networks to locate prospects for loans.,directive,96.0,84.95575221238938
analyze potential loan markets and develop referral networks to locate prospects for loans.,not_classified,17.0,15.04424778761062
analyze potential loan markets to find opportunities to promote loans and financial services.,directive,21.0,84.0
analyze potential loan markets to find opportunities to promote loans and financial services.,not_classified,4.0,16.0
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,directive,19.0,65.51724137931035
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,not_classified,10.0,34.48275862068966
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",not_classified,17.0,100.0
analyze problems to develop solutions involving computer hardware and software.,directive,18.0,38.297872340425535
analyze problems to develop solutions involving computer hardware and software.,not_classified,29.0,61.702127659574465
analyze product complaints and make recommendations regarding their reportability.,directive,25.0,62.5
analyze product complaints and make recommendations regarding their reportability.,not_classified,15.0,37.5
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",directive,97.0,74.61538461538461
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",not_classified,33.0,25.384615384615383
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",not_classified,22.0,100.0
"analyze research data to determine its significance, using computers.",directive,96.0,47.05882352941176
"analyze research data to determine its significance, using computers.",none,41.0,20.098039215686274
"analyze research data to determine its significance, using computers.",not_classified,10.0,4.901960784313726
"analyze research data to determine its significance, using computers.",task iteration,25.0,12.254901960784313
"analyze research data to determine its significance, using computers.",validation,32.0,15.686274509803921
