age_bin,outcome,ai_q,spec,coef,se,p_value,n_obs,n_units
3,log_wage,4,7b_firm,0.0186273592613831,0.0043844517010773,2.16102881893094e-05,1937725,21632
3,log_wage,4,7d_cell_restricted,0.0122208452518057,0.0091404710109562,0.182008769315624,23149,387
3,log_wage,4,7d_cell_unrestr,0.0114017816309039,0.0098416120269199,0.247352197495799,23851,394
3,log_wage,4,cell_microdata,-0.0023268544638783,0.0048167788885334,0.629313788410626,23102,393
3,log_wage,5,7b_firm,0.0178991495245648,0.0047021235232269,0.0001412731612523,1937725,21632
3,log_wage,5,7d_cell_restricted,0.0103774202408801,0.006701564646197,0.122319723546806,23149,387
3,log_wage,5,7d_cell_unrestr,0.0098301848048618,0.0052197098276323,0.0604004037398871,23851,394
3,log_wage,5,cell_microdata,-0.0039647420963351,0.0045479285892308,0.383868148621135,23102,393
4,log_wage,2,7b_firm,0.0039164011450478,0.005799822330581,0.499516625063516,1848796,20904
4,log_wage,2,7d_cell_restricted,0.0015792024855418,0.0089566790713119,0.860138692399986,23063,386
4,log_wage,2,7d_cell_unrestr,0.0002048316023318,0.0076109182474394,0.978542929125592,23939,393
4,log_wage,2,cell_microdata,-2.76283078918527e-05,0.0076675220125314,0.997126834166073,23053,392
4,log_wage,3,7b_firm,0.0043608425514587,0.004524049786664,0.33509491697141,1848796,20904
4,log_wage,3,7d_cell_restricted,0.0035766581799517,0.0065317832304086,0.584299268808948,23063,386
4,log_wage,3,7d_cell_unrestr,-0.0008469375368663,0.0059782266410856,0.88741316453577,23939,393
4,log_wage,3,cell_microdata,-0.000240150216063,0.0049644551422335,0.96144293328791,23053,392
4,log_wage,4,7b_firm,0.019911826254832,0.0046209723488037,1.64734220409214e-05,1848796,20904
4,log_wage,4,7d_cell_restricted,0.0226695495932803,0.0102410139481094,0.0274416114054161,23063,386
4,log_wage,4,7d_cell_unrestr,0.0159122187520517,0.0133367424598084,0.233547390986308,23939,393
4,log_wage,4,cell_microdata,0.0018425260443962,0.0058669146073657,0.753647769878706,23053,392
4,log_wage,5,7b_firm,0.0128891250915208,0.0049529598091499,0.0092664077966152,1848796,20904
4,log_wage,5,7d_cell_restricted,0.0126970737216606,0.0057820221903284,0.0286908985763794,23063,386
4,log_wage,5,7d_cell_unrestr,0.0103864980805673,0.0056607600215462,0.0672893877686782,23939,393
4,log_wage,5,cell_microdata,-0.0004856474341664,0.0047230712839097,0.918154976315852,23053,392
1,new_hires,2,7b_firm,0.174663383515071,0.133066468126865,0.189316914640348,2223715,21842
1,new_hires,2,7d_cell_restricted,0.340798901889917,0.140105901244943,0.014997563728885,24180,390
1,new_hires,2,7d_cell_unrestr,0.234657987416002,0.101985764948236,0.0213978712791977,24366,393
1,new_hires,2,cell_microdata,0.124714160775271,0.0809509990353916,0.123411004189746,24366,393
1,new_hires,3,7b_firm,0.175050750842327,0.142659345795704,0.21980221661011,2223715,21842
1,new_hires,3,7d_cell_restricted,0.276534749521393,0.124062512828132,0.0258142220530773,24180,390
1,new_hires,3,7d_cell_unrestr,0.194283366633189,0.0904490613579843,0.0317148245031238,24366,393
1,new_hires,3,cell_microdata,0.115751244433009,0.0739634395399391,0.117587786505144,24366,393
1,new_hires,4,7b_firm,0.239304821561449,0.177770256274819,0.17825525078404,2223715,21842
1,new_hires,4,7d_cell_restricted,0.164827710355995,0.127866712341047,0.197377646512666,24180,390
1,new_hires,4,7d_cell_unrestr,0.202717045248174,0.130683887345216,0.120853396992508,24366,393
1,new_hires,4,cell_microdata,0.0713165647963172,0.0769719052015608,0.354172061666335,24366,393
1,new_hires,5,7b_firm,0.200126392436813,0.147282014170372,0.174210852295326,2223715,21842
1,new_hires,5,7d_cell_restricted,0.0280375312962513,0.143594590591183,0.845193489993616,24180,390
1,new_hires,5,7d_cell_unrestr,-0.0286606917218166,0.108757376697545,0.792143094162874,24366,393
1,new_hires,5,cell_microdata,-0.0423566594448011,0.0845330003406428,0.616324282232607,24366,393
2,new_hires,2,7b_firm,0.128034184468888,0.1274785426984,0.315205745323362,2420213,21893
2,new_hires,2,7d_cell_restricted,0.386679818739486,0.219742271506659,0.0784591925914928,23932,386
2,new_hires,2,7d_cell_unrestr,0.26545314064626,0.155620437387326,0.0880503516255839,24366,393
2,new_hires,2,cell_microdata,0.247541279323209,0.122308884469015,0.042980165925222,24242,391
2,new_hires,3,7b_firm,0.0496830932603511,0.130018636864248,0.70237023694591,2420213,21893
2,new_hires,3,7d_cell_restricted,0.243512922188533,0.206595950988978,0.238520982096732,23932,386
2,new_hires,3,7d_cell_unrestr,0.180700576970334,0.145800722914907,0.215209686680042,24366,393
2,new_hires,3,cell_microdata,0.177523362812159,0.101896082294789,0.0814734398563472,24242,391
2,new_hires,4,7b_firm,0.19213733893531,0.127482339210859,0.131767526548178,2420213,21893
2,new_hires,4,7d_cell_restricted,0.128465551562821,0.206681797384958,0.534229913769945,23932,386
2,new_hires,4,7d_cell_unrestr,0.263528077528692,0.231098487083176,0.254149673248392,24366,393
2,new_hires,4,cell_microdata,0.130293137691575,0.102390418925357,0.203190913201053,24242,391
2,new_hires,5,7b_firm,0.135582310259822,0.138532743797348,0.327727112160217,2420213,21893
2,new_hires,5,7d_cell_restricted,0.0463064500525734,0.2074766403942,0.823388614719945,23932,386
2,new_hires,5,7d_cell_unrestr,-0.0028454880549362,0.148320812687357,0.98469377503811,24366,393
2,new_hires,5,cell_microdata,0.0159686287493379,0.105408928255998,0.879587475986983,24242,391
3,new_hires,2,7b_firm,0.116749478657561,0.123567162414098,0.344747670841936,2439062,21769
3,new_hires,2,7d_cell_restricted,0.409770268192174,0.236312299551852,0.0829145236909783,24056,388
3,new_hires,2,7d_cell_unrestr,0.251703387878518,0.163080927560581,0.122727383637616,24428,394
3,new_hires,2,cell_microdata,0.18357002493152,0.124674780051858,0.140915320271133,24366,393
3,new_hires,3,7b_firm,0.0689556687045496,0.113235561596519,0.542552467993441,2439062,21769
3,new_hires,3,7d_cell_restricted,0.172553674877708,0.219182719565356,0.431129981702759,24056,388
3,new_hires,3,7d_cell_unrestr,0.136226024642381,0.158100525719719,0.388884650728802,24428,394
3,new_hires,3,cell_microdata,0.0998768267635791,0.109980082325981,0.363806589925669,24366,393
3,new_hires,4,7b_firm,0.0426445678989542,0.116342560568322,0.713959825165012,2439062,21769
3,new_hires,4,7d_cell_restricted,0.106239699594127,0.216886520864698,0.624247102956273,24056,388
3,new_hires,4,7d_cell_unrestr,0.25978569560802,0.236099486075205,0.271191412927263,24428,394
3,new_hires,4,cell_microdata,0.0591498260244795,0.107399121237986,0.581806595999974,24366,393
3,new_hires,5,7b_firm,-0.0171422069400093,0.135370477022854,0.899231828140074,2439062,21769
3,new_hires,5,7d_cell_restricted,-0.0026596806189322,0.217809785212022,0.990257254219472,24056,388
3,new_hires,5,7d_cell_unrestr,-0.0412103318201171,0.152367555139581,0.786801323010463,24428,394
3,new_hires,5,cell_microdata,-0.0115633191245135,0.110420583806652,0.91659744830988,24366,393
4,new_hires,2,7b_firm,0.308755271632377,0.160408099599502,0.0542530096576067,2313478,21246
4,new_hires,2,7d_cell_restricted,0.40076735456859,0.243638835560248,0.0999854962248755,23932,386
4,new_hires,2,7d_cell_unrestr,0.281520495810994,0.175731392075327,0.109157112345759,24366,393
4,new_hires,2,cell_microdata,0.242182793159245,0.145150990901248,0.0952187463749762,24304,392
4,new_hires,3,7b_firm,0.0619248599803539,0.131141121484134,0.636783917744876,2313478,21246
4,new_hires,3,7d_cell_restricted,0.0583203749688396,0.217764052615775,0.788842094436139,23932,386
4,new_hires,3,7d_cell_unrestr,0.0364338191133908,0.151004728625308,0.809341199381264,24366,393
4,new_hires,3,cell_microdata,0.065666363145623,0.1128992347211,0.560811269000007,24304,392
4,new_hires,4,7b_firm,0.161484394530554,0.141541941350525,0.253913910447472,2313478,21246
4,new_hires,4,7d_cell_restricted,0.0638059643918891,0.218517352940759,0.770290482162988,23932,386
4,new_hires,4,7d_cell_unrestr,0.323952512152711,0.296827736177978,0.275104734910443,24366,393
4,new_hires,4,cell_microdata,-0.0043049196005254,0.118993962506749,0.971140722631431,24304,392
4,new_hires,5,7b_firm,-0.0695687432368417,0.154261663525134,0.652004812936881,2313478,21246
4,new_hires,5,7d_cell_restricted,0.0911780077181483,0.210228253785569,0.664499348784231,23932,386
4,new_hires,5,7d_cell_unrestr,0.0265944803909517,0.145391329075959,0.85486349654676,24366,393
4,new_hires,5,cell_microdata,0.0199978851355745,0.112157399499181,0.858485832785376,24304,392
