date,sector,age_group,ai_q,fte,percap,fte_diff_chatgpt12,fte_ratio_chatgpt12,fte_diff_agentic12,fte_ratio_agentic12
2023-10-16,1,1,1,1469033.8197074418,2.051754733253502,-0.036184505237234266,0.9826697517963261,-0.04221025501849418,0.9798419480483638
2023-11-16,1,1,1,1477281.7894729474,2.0632744210776246,-0.024664817413111884,0.9881870042200362,-0.0306905671943718,0.98534332361512
2023-12-16,1,1,1,1516078.5439629054,2.117460664846674,0.029521426355937574,1.0141390256055904,0.02349567657467766,1.0112206635288907
2024-01-16,1,1,1,1477248.4385313315,2.064084045275526,-0.02385519321521068,0.9885747665566866,-0.029880942996470594,0.9857299700979579
2024-02-16,1,1,1,1485261.3492335475,2.075280077510364,-0.012659160980372341,0.9939370070033633,-0.018684910761632256,0.9910767797617038
2024-03-16,1,1,1,1499216.7184723497,2.0947792045633453,0.0068399660726088385,1.0032759411512153,0.0008142162913489237,1.0003888394963187
2024-04-16,1,1,1,1484281.2946502308,2.0754302410765453,-0.012508997414191203,0.9940089265129989,-0.018534747195451118,0.991148492310396
2024-05-16,1,1,1,1497934.9511167684,2.0945217782629655,0.006582539772229001,1.0031526491053384,0.0005567899909690865,1.0002659022448261
2024-06-16,1,1,1,1522795.0605505377,2.12928299441605,0.041343755925313364,1.0198012256119093,0.03531800614405345,1.0168665695662844
2024-07-16,1,1,1,1623724.4480152568,2.2721063481659938,0.1841671096752573,1.088205205534804,0.17814135989399738,1.0850737050961894
2024-08-16,1,1,1,1685138.4084045307,2.3580439895170544,0.2701047510263179,1.129364277488057,0.264079001245058,1.1261143346350715
2024-09-16,1,1,1,1541156.2159348582,2.1565671601615066,0.06862792167077014,1.0328687350693107,0.06260217188951023,1.0298964749841264
2024-10-16,1,1,1,1488156.8862074798,2.0839643889817516,-0.003974849508984857,0.9980962810431887,-0.010000599290244772,0.9952240847644269
2024-11-16,1,1,1,1500967.1399172097,2.101903433441595,0.013964194950858655,1.0066880274547418,0.00793844516959874,1.0037911069258851
2024-12-16,1,1,1,1460372.89374862,2.045056629050902,-0.042882609439834685,0.9794617541309141,-0.0489083592210946,0.9766431819562297
2025-01-16,1,1,1,1405218.2345320105,1.9691242114665253,-0.1188150270242112,0.9430945954585841,-0.12484077680547112,0.940380676131317
2025-02-16,1,1,1,1407549.4969621047,1.9723909960709176,-0.11554824241981887,0.944659193002502,-0.12157399220107878,0.9419407712726824
2025-03-16,1,1,1,1393494.7711487,1.9526961898090878,-0.13524304868164871,0.9352265400312085,-0.14126879846290863,0.9325352624069001
2025-04-16,1,1,1,1420672.4475802432,1.9919217399196083,-0.09601749857112818,0.9540132697345474,-0.1020432483523881,0.9512679300160614
2025-05-16,1,1,1,1498593.270326165,2.101174355527371,0.013235117036634492,1.0063388420470518,0.007209367255374577,1.0034429263601603
2025-06-16,1,1,1,1569340.8665407274,2.200369405862069,0.1124301673713326,1.0538474325778764,0.10640441759007269,1.05081480262852
2025-07-16,1,1,1,1619215.7639438377,2.271639801491363,0.18370056300062654,1.0879817571383994,0.17767481321936662,1.0848508997115511
2025-08-16,1,1,1,1704004.053857093,2.390591493017768,0.3026522545270316,1.1449526159323502,0.2966265047457717,1.141657814914354
2025-09-16,1,1,1,1518583.8104977098,2.1304606233729,0.042521384882163726,1.020365240567489,0.03649563510090381,1.0174289614703735
2025-10-16,1,1,1,1463058.9409510437,2.0537706031371643,-0.034168635353572174,0.9836352348173355,-0.04019438513483209,0.9808046527234432
2025-11-16,1,1,1,1487570.15672121,2.088178249327547,0.00023901083681066027,1.0001144721227537,-0.0057867389444492545,0.9972364681468602
2025-12-16,1,1,1,1507064.1483996892,2.1155429616617174,0.02760372317098092,1.0132205586552099,0.021577973389721006,1.0103048396274896
2026-01-16,1,1,1,1479624.7272218699,2.0782413720179083,-0.00969786647282822,0.9953552927719111,-0.015723616254088135,0.9924909841653734
2026-02-16,1,1,1,1470367.5321298859,2.0652389630455166,-0.02270027544521991,0.9891279041905315,-0.028726025226479823,0.9862815159817044
2021-01-16,1,1,2,2989109.1873745923,4.171243871920827,-0.13731142341251346,0.9681305184683976,-0.2739580354935338,0.9383699455728689
2021-02-16,1,1,2,2915910.076190223,4.069095932579062,-0.23945936275427826,0.9444223535871432,-0.3761059748352986,0.9153905755758869
2021-03-16,1,1,2,2838919.1877554287,3.961656641657927,-0.3468986536754133,0.9194860852659488,-0.48354526575643364,0.8912208543441175
2021-04-16,1,1,2,2997129.734690604,4.185157973017029,-0.12339732231631118,0.9713599306825736,-0.26004393439733153,0.9415000848524806
2021-05-16,1,1,2,3048182.8962386027,4.256448028841853,-0.052107266491487,0.987906093128728,-0.18875387857250736,0.9575376141502873
2021-06-16,1,1,2,3045431.641822898,4.252606208375955,-0.05594908695738532,0.9870144205836271,-0.19259569903840568,0.9566733518409667
2021-07-16,1,1,2,3389820.797340555,4.7366424475072,0.42808715217385984,1.0993574696923416,0.2914405400928395,1.0655629476822486
2021-08-16,1,1,2,3742037.198654084,5.22879918879534,0.9202438934619996,1.2135852577913366,0.7835972813809793,1.176279345168547
2021-09-16,1,1,2,3258625.6508660363,4.553321694921794,0.24476639958845414,1.0568093903433395,0.10811978750743378,1.024322806873428
2021-10-16,1,1,2,2944970.005266165,4.117791003221789,-0.19076429211155155,0.955724302223028,-0.3274109041925719,0.9263450995000997
2021-11-16,1,1,2,2905118.420646364,4.062068705093758,-0.24648659023958253,0.9427913596683891,-0.3831332023206029,0.9138097188157962
2021-12-16,1,1,2,2999235.0510145705,4.1936668582466705,-0.11488843708666963,0.9733348119702427,-0.25153504916769,0.943414257798247
2022-01-16,1,1,2,2980299.772938553,4.1676160878111626,-0.1409392075221776,0.9672885229824413,-0.27758581960319795,0.937553833237541
2022-02-16,1,1,2,3003435.84851135,4.19996930329691,-0.10858599203643049,0.9747975865241786,-0.24523260411745085,0.9448320662986273
2022-03-16,1,1,2,2877572.873926107,4.023964002587167,-0.2845912927461729,0.9339473969257357,-0.42123790482719325,0.905237621687197
2022-04-16,1,1,2,3048522.7705910886,4.2611651485715925,-0.04739014676174769,0.9890009194466932,-0.18403675884276804,0.9585987852349733
2022-05-16,1,1,2,2939884.0819801125,4.1093121271143,-0.19924316821904053,0.9537563859433709,-0.3358897803000609,0.924437677456267
2022-06-16,1,1,2,3094138.1341173034,4.3249254062191484,0.01637011088580831,1.0037994431459518,-0.12027650119521205,0.9729423986355722
2022-07-16,1,1,2,3375961.776239974,4.716749787618076,0.4081944922847356,1.094740455745539,0.27154788020371523,1.0610878618923445
2022-08-16,1,1,2,3614378.510665446,5.049855478974104,0.7413001836407638,1.1720530741345427,0.6046535715597434,1.13602387116572
2022-09-16,1,1,2,3205536.5945222145,4.478638993435057,0.17008369810171686,1.0394758071889985,0.033437086020696505,1.0075220623758225
2022-10-16,1,1,2,2946386.512278421,4.114731645032135,-0.19382365030120496,0.9550142363239162,-0.3304702623822253,0.9256568612033081
2022-11-16,1,1,2,2910226.295782632,4.064232640069146,-0.2443226552641944,0.9432936010989986,-0.38096926734521475,0.9142965212199297
2022-12-16,1,1,2,3017510.6215680637,4.214058947135657,-0.09449634819768349,0.9780677415698869,-0.23114296027870385,0.9480016959649977
2023-01-16,1,1,2,2954941.4009596114,4.125975873327392,-0.182579422005948,0.957623980779891,-0.31922603408696837,0.9281863814657065
2023-02-16,1,1,2,2990371.9340902306,4.1754474211653925,-0.13310787416794767,0.9691061469462586,-0.26975448624896803,0.939315582988698
2023-03-16,1,1,2,2888025.103483765,4.032540846552214,-0.276014448781126,0.9359380511885083,-0.4126610608621464,0.9071670827428897
2023-04-16,1,1,2,3108093.9949073633,4.34020417740029,0.031648882066949824,1.0073455903191562,-0.10499773001407053,0.9763795363628051
2023-05-16,1,1,2,3036042.253796794,4.239589695254817,-0.06896560007852326,0.9839933352710546,-0.20561221215954362,0.953745135442196
2023-06-16,1,1,2,3126453.258038426,4.365841417028817,0.0572861216954772,1.0132959003119966,-0.07936049038554316,0.9821469323467233
2023-07-16,1,1,2,3445364.4923620643,4.81160541518863,0.5030501198552901,1.116756101610243,0.3664035077742698,1.0824267413282462
2023-08-16,1,1,2,3675116.8342596814,5.132464823497257,0.8239095281639166,1.1912264022829893,0.6872629160828962,1.1546078064387983
2023-09-16,1,1,2,3250684.5640684683,4.539726199133958,0.231170903800618,1.053653925261445,0.09452429171959764,1.0212643415728622
2023-10-16,1,1,2,2974022.299390366,4.153726243546152,-0.1548290517871882,0.9640647406904849,-0.29147566386820856,0.9344291508149399
2023-11-16,1,1,2,2989563.931655134,4.1754327673401885,-0.1331225279931516,0.9691027458467717,-0.26976914007417196,0.9393122864398552
2023-12-16,1,1,2,3153514.1441133195,4.404417028911505,0.09586173357816463,1.0222491594066332,-0.040784878502855726,0.9908249660302654
2024-01-16,1,1,2,3021225.125431765,4.221404075261097,-0.08715122007224352,0.9797725190699912,-0.22379783215326388,0.9496540681807994
2024-02-16,1,1,2,3039242.7461635945,4.246579179540353,-0.06197611579298723,0.9856155691305356,-0.1986227278740076,0.9553175014294142
2024-03-16,1,1,2,3100803.1947285533,4.332594460645855,0.024039165312514932,1.0055794027614202,-0.11260744676850543,0.9746676418498151
2024-04-16,1,1,2,3049071.022156407,4.263433238283043,-0.04512205705029704,0.9895273348123977,-0.1817686691313174,0.9591090184614254
2024-05-16,1,1,2,3107529.0161303263,4.34517346431933,0.03661816898598946,1.0084989437238165,-0.1000284430950309,0.9774974353969864
2024-06-16,1,1,2,3196485.4631339214,4.469558849296838,0.1610035539634982,1.037368338788151,0.024356941882477834,1.0054793780777094
2024-07-16,1,1,2,3440479.4735797457,4.814323798727385,0.5057685033940444,1.1173870285341005,0.3691218913130241,1.0830382734015633
2024-08-16,1,1,2,3760926.398461738,5.262730850283835,0.9541755549504947,1.2214606729044366,0.8175289428694743,1.1839126680625867
2024-09-16,1,1,2,3234951.530309766,4.52672491136689,0.21816961603355,1.0506363736981286,0.08152300395252965,1.0183395502950165
2024-10-16,1,1,2,2968329.5243765735,4.156747908030362,-0.15180738730297794,0.9647660580177763,-0.2884539993839983,0.9351089094731845
2024-11-16,1,1,2,3008934.589973869,4.213609863581756,-0.09494543175158388,0.977963510911785,-0.23159204383260423,0.9479006693832465
2024-12-16,1,1,2,3182548.1543536396,4.45673240594601,0.1481771106126697,1.0343913679773735,0.011530498531649336,1.0025939200899776
2025-01-16,1,1,2,3022614.2538535944,4.235571929629238,-0.07298336570410235,0.983060826494869,-0.2096299777851227,0.9528412922176895
2025-02-16,1,1,2,3064610.8849999667,4.294421566759012,-0.014133728574328153,0.9967196130476411,-0.1507803406553485,0.9660802042751185
2025-03-16,1,1,2,3012815.2401771606,4.221840628252279,-0.08671466708106124,0.9798738414300999,-0.2233612791620816,0.9497522758663612
2025-04-16,1,1,2,3098918.388328382,4.344986712779395,0.03643141744605494,1.0084555993712125,-0.10021519463496542,0.9774554234605605
2025-05-16,1,1,2,3033853.422952393,4.253759266748259,-0.05479602858508148,0.987282041234464,-0.19144264066610184,0.9569327457664442
2025-06-16,1,1,2,3237859.1382863605,4.539795235231859,0.23123993989851854,1.0536699482884617,0.09459332781749819,1.0212798720480438
2025-07-16,1,1,2,3448111.6601079963,4.837445300069019,0.528890004735679,1.1227534448283691,0.3922433926546587,1.0882397247244084
2025-08-16,1,1,2,3794217.0896516894,5.3230055859624485,1.0144502906291084,1.235450219642736,0.877803678548088,1.1974721726551854
2025-09-16,1,1,2,3119108.1304109795,4.3758777131338835,0.06732241780054338,1.015625288103755,-0.06932419428047698,0.9844047141784835
2025-10-16,1,1,2,2887713.818434107,4.053631459794613,-0.2549238355387269,0.940833105747804,-0.39157044761974724,0.9119116621077147
2025-11-16,1,1,2,2994915.709657215,4.204116232917704,-0.10443906241563639,0.9757600737934695,-0.24108567449665674,0.9457649664699057
2025-12-16,1,1,2,3091386.2647181754,4.339536881059011,0.030981585725671223,1.0071907132674445,-0.10566502635534913,0.9762294202701781
2026-01-16,1,1,2,3015344.610408535,4.235272501837934,-0.07328279349540612,0.9829913303944875,-0.20992940557642648,0.9527739324447163
2026-02-16,1,1,2,2992069.0870810705,4.202580323446641,-0.10597497188669891,0.9754035947962691,-0.24262158396771927,0.9454194457257297
2021-01-16,1,1,3,5571068.573520794,7.774318096342297,-0.10965511700324093,0.9860913889436328,-0.5806850380768811,0.9304985254063284
2021-02-16,1,1,3,5505694.194777108,7.683089419294624,-0.20088379405091406,0.9745199801401063,-0.6719137151245542,0.9195794777913912
2021-03-16,1,1,3,5494900.791179304,7.668027434003263,-0.21594577934227477,0.9726095239673399,-0.6869757004159149,0.917776727385552
2021-04-16,1,1,3,5519827.294183407,7.707824236815518,-0.17614897653001993,0.9776573344729476,-0.6471788976036601,0.922539957533044
2021-05-16,1,1,3,5500445.778187294,7.68076010767175,-0.2032131056737878,0.9742245311881831,-0.674243026747428,0.9193006853618254
2021-06-16,1,1,3,5500436.741933604,7.680747489549572,-0.20322572379596604,0.9742229307106274,-0.6742556448696062,0.9192991751143754
2021-07-16,1,1,3,5677077.535650427,7.932657223133402,0.04868400978786447,1.006175060273601,-0.4223459112857757,0.9494499398155958
2021-08-16,1,1,3,5751465.318459908,8.036600278149102,0.15262706480356414,1.0193591556786628,-0.31840285627007603,0.9618907556170282
2021-09-16,1,1,3,5701966.01497967,7.967434231917253,0.0834610185717155,1.010586162118161,-0.38756890250192466,0.9536123570193169
2021-10-16,1,1,3,5720974.821766954,7.999327194709814,0.11535398136427588,1.0146314527260203,-0.3556759397093643,0.9574295863224604
2021-11-16,1,1,3,5670739.4915719,7.929085871249417,0.045112657903879416,1.0057220714331596,-0.42591726316976075,0.9490224891220977
2021-12-16,1,1,3,5748502.405416542,8.037817514166383,0.153844300820845,1.019513549406843,-0.3171856202527952,0.9620364450916696
2022-01-16,1,1,3,5671758.373381672,7.931320083206438,0.047346869860899865,1.0060054579816118,-0.4236830512127403,0.9492898991901821
2022-02-16,1,1,3,5616175.727931,7.853593966697385,-0.030379246648152503,0.9961467085407231,-0.5014091677217927,0.9399869563595742
2022-03-16,1,1,3,5570506.261821816,7.789730323379814,-0.09424288996572372,0.9880462696389943,-0.5652728110393639,0.9323431958139342
2022-04-16,1,1,3,5593005.638470541,7.817793238196501,-0.06617997514903706,0.9916057584978839,-0.5372098962226772,0.9357020114080397
2022-05-16,1,1,3,5479751.740048854,7.6594891672707694,-0.22448404607476835,0.9715265336398182,-0.6955139671484085,0.9167547927919767
2022-06-16,1,1,3,5542941.0638649445,7.747813960841107,-0.13615925250443084,0.9827296150278709,-0.607189173578071,0.9273262781821467
2022-07-16,1,1,3,5667463.198016526,7.918337827080159,0.03436461373462141,1.0043587938219336,-0.43666530733901876,0.9477360689979711
2022-08-16,1,1,3,5719995.886865345,7.991734259087942,0.10776104574240453,1.0136683678173835,-0.36326887533123564,0.95652079724127
2022-09-16,1,1,3,5702549.714003749,7.967359210555453,0.08338599720991535,1.0105766464387227,-0.3876439238637248,0.9536033778052349
2022-10-16,1,1,3,5702401.736087234,7.963603138415092,0.07962992506955402,1.0101002277550564,-0.39139999600408615,0.9531538181725295
2022-11-16,1,1,3,5705495.749150534,7.967924035693385,0.08395082234784734,1.010648288632658,-0.3870790987257928,0.95367098102798
2022-12-16,1,1,3,5786807.387157993,8.081478577375007,0.19750536402946928,1.025051501151113,-0.2735245570441709,0.9672621837905288
2023-01-16,1,1,3,5675151.650644065,7.924197339557185,0.040224126211647615,1.0051020120341807,-0.43080579486199255,0.9484373868051288
2023-02-16,1,1,3,5680076.251982442,7.931073545732137,0.0471003323865995,1.0059741872672614,-0.42392958868704067,0.9492603914245555
2023-03-16,1,1,3,5640253.078046826,7.875468566626862,-0.008504646718676234,0.9989212740215454,-0.4795345677923164,0.9426051001923827
2023-04-16,1,1,3,5717734.587147047,7.984358124645898,0.10038491130036054,1.0127327818834335,-0.37064500977327963,0.9556379568253691
2023-05-16,1,1,3,5596219.204567096,7.814671631265695,-0.06930158207984238,0.9912098151269042,-0.5403315031534826,0.9353283901321905
2023-06-16,1,1,3,5648528.197716903,7.887716948092145,0.0037437347466076076,1.0004748538135912,-0.46728618632703256,0.9440710938333458
2023-07-16,1,1,3,5772612.39656456,8.061711069661827,0.17773785631628947,1.022544198401819,-0.2932920647573507,0.9648962352211325
2023-08-16,1,1,3,5906934.07354641,8.249297291606082,0.365324078260544,1.0463375595495612,-0.10570584281309614,0.98734819830556
2023-09-16,1,1,3,5900896.123363529,8.240865024465409,0.3568918111198709,1.045268014167748,-0.11413810995376927,0.9863389506721347
2023-10-16,1,1,3,5902497.933504953,8.243838848788114,0.359865635442576,1.045645212851994,-0.11116428563106417,0.986694884030251
2023-11-16,1,1,3,5910025.027483247,8.254351711385576,0.3703784980400382,1.0469786601269881,-0.10065142303360197,0.987953155562688
2023-12-16,1,1,3,6039866.37385979,8.435697159956074,0.5517239466105366,1.0699804440832714,0.08069402553689642,1.0096581681943924
2024-01-16,1,1,3,5873790.331379149,8.20714823049461,0.3231750171490724,1.0409913895448073,-0.1478549039245678,0.9823034292691685
2024-02-16,1,1,3,5873047.667671644,8.206110544300683,0.32213733095514563,1.0408597698442013,-0.14889259011849454,0.9821792298909957
2024-03-16,1,1,3,5916987.642173125,8.267505633950254,0.38353242060471615,1.0486470983888547,-0.08749750046892402,0.9895275322987648
2024-04-16,1,1,3,5834638.17465066,8.15841616885915,0.27444295551361186,1.0348102343941314,-0.1965869655600283,0.9764707490353689
2024-05-16,1,1,3,5831906.812443385,8.154596979231991,0.2706237658864534,1.0343258099137573,-0.20040615518718674,0.9760136349486698
2024-06-16,1,1,3,5861786.335053462,8.196376704569362,0.31240349122382405,1.0396251335170705,-0.15862642984981612,0.9810141986426862
2024-07-16,1,1,3,5910400.960163391,8.270528634466581,0.38655542112104335,1.0490305345617745,-0.08447449995259682,0.9898893514947233
2024-08-16,1,1,3,6040059.670998598,8.45196236255006,0.5679891492045215,1.072043515856074,0.09695922813088131,1.01160493019224
2024-09-16,1,1,3,5993644.713734244,8.387013091644455,0.5030398782989174,1.0638053763865407,0.03200995722527722,1.003831232222213
2024-10-16,1,1,3,5969139.727952841,8.358980656677632,0.4750074433320943,1.060249753579582,0.003977522258454158,1.0004760647236706
2024-11-16,1,1,3,5993912.263974782,8.393671275236041,0.5096980618905036,1.0646498977225995,0.03866814081686343,1.0046281419880703
2024-12-16,1,1,3,6132470.884646183,8.587704064347076,0.7037308510015379,1.0892609388639605,0.2327009299278977,1.0278516867299865
2025-01-16,1,1,3,5994007.405817295,8.399368024451597,0.5153948111060593,1.0653724711080486,0.04436489003241917,1.0053099788616062
2025-02-16,1,1,3,5978504.783294177,8.377644288877054,0.4936710755315161,1.062617041201492,0.022641154457875956,1.0027098917970005
2025-03-16,1,1,3,5972233.687110082,8.368856637944921,0.48488342459938316,1.0615024190821196,0.013853503525742994,1.0016581087167606
2025-04-16,1,1,3,5929211.77240458,8.31333489303337,0.42936167968783145,1.0544600632281491,-0.04166824138580871,0.9950127796823734
2025-05-16,1,1,3,5804403.604477462,8.138341633019772,0.2543684196742344,1.0322639883204643,-0.21666150139940576,0.9740680526489751
2025-06-16,1,1,3,5903973.590794481,8.27794849364847,0.39397528030293216,1.0499716665241878,-0.077054640770708,0.990777425270701
2025-07-16,1,1,3,5909914.181633658,8.29117192244858,0.40719870910304223,1.0516489209290767,-0.06383121197059793,0.9923601211222005
2025-08-16,1,1,3,6029997.383838778,8.459639762062046,0.5756665487165087,1.0730173141306534,0.10463662764286852,1.0125238286520575
2025-09-16,1,1,3,5938332.613940391,8.33104087837248,0.4470676650269425,1.0567058833064238,-0.02396225604669766,0.997131987186458
2025-10-16,1,1,3,5865392.137352141,8.233550686437294,0.349577473091756,1.0443402664661532,-0.12145244798188415,0.9854635065926487
2025-11-16,1,1,3,5962252.590299213,8.369518654166562,0.48554544082102424,1.061586388954128,0.014515519747384076,1.0017373446202056
2025-12-16,1,1,3,6006375.639719457,8.431456433488808,0.5474832201432704,1.0694425520391828,0.07645329906963028,1.0091506008842384
2026-01-16,1,1,3,5887999.202300528,8.270126414827418,0.38615320148188026,1.0489795171840794,-0.08487671959175991,0.9898412103231772
2026-02-16,1,1,3,5872700.900877425,8.248638829256455,0.3646656159109174,1.0462540404492537,-0.10636430516272277,0.9872693877606645
2021-01-16,1,1,4,1205962.7686860196,1.6828976438510515,-0.11466041063208676,0.9362132364258713,-0.1480103225254723,0.9191601515512582
2021-02-16,1,1,4,1206875.1098206264,1.6841707982018206,-0.11338725628131763,0.9369215052618034,-0.14673716817470317,0.9198555193000199
2021-03-16,1,1,4,1219455.612504187,1.7017266455914495,-0.09583140889168873,0.9466880033984528,-0.12918132078507427,0.9294441210823219
2021-04-16,1,1,4,1248751.2353815732,1.7437420638087802,-0.05381599067435805,0.9700616118961276,-0.08716590256774359,0.9523919802805544
2021-05-16,1,1,4,1192076.7455421637,1.6646024489056694,-0.13295560557746877,0.9260354316535839,-0.1663055174708543,0.9091677350664529
2021-06-16,1,1,4,1199620.8778475332,1.6751369897037747,-0.12242106477936354,0.9318959048504478,-0.15577097667274908,0.914921459989587
2021-07-16,1,1,4,1293660.6841539685,1.8076495707508302,0.010091516267692002,1.005614014102367,-0.02325839562569354,0.9872967969702359
2021-08-16,1,1,4,1247448.3895139836,1.743076506428318,-0.054481548054820195,0.969691355492557,-0.08783145994820574,0.9520284680818614
2021-09-16,1,1,4,1282740.0274297725,1.7923899894080457,-0.005168065075092487,0.9971249523417598,-0.03851797696847803,0.9789623631139104
2021-10-16,1,1,4,1302605.367907786,1.8213620699455328,0.023804015462394634,1.0132424181811692,-0.009545896430990908,0.994786249988369
2021-11-16,1,1,4,1307861.6650165105,1.8287116636275949,0.03115360914445664,1.0173310725997189,-0.002196302748928902,0.9988004297379974
2021-12-16,1,1,4,1311326.473277243,1.8335563161226696,0.03599826163953135,1.0200262025194409,0.002648349746145806,1.0014464679791564
2022-01-16,1,1,4,1246387.6489893212,1.7429338030836155,-0.05462425139952276,0.969611968156862,-0.0879741632929083,0.9519505267831597
2022-02-16,1,1,4,1257008.2688721295,1.7577855527928323,-0.039772501690305884,0.977874148992789,-0.07312241358369143,0.9600622123413417
2022-03-16,1,1,4,1260015.8708513256,1.7619913479641922,-0.035566706518946,0.9802138760246202,-0.06891661841233154,0.9623593213433215
2022-04-16,1,1,4,1285041.0154894725,1.796205048068928,-0.0013530064142102116,0.9992473086413894,-0.034702918307595754,0.981046060782468
2022-05-16,1,1,4,1249429.0003001993,1.746427273909311,-0.05113078057382725,0.9715554218422563,-0.08448069246721279,0.9538585805411044
2022-06-16,1,1,4,1253126.0083752025,1.7515948790573406,-0.04596317542579764,0.9744302136383497,-0.07931308731918318,0.9566810081250843
2022-07-16,1,1,4,1327156.1492533302,1.8542459601241936,0.056687905641055414,1.03153606388382,0.023337993747669872,1.012746677701041
2022-08-16,1,1,4,1284982.1395941002,1.795322232816851,-0.002235821666287219,0.9987561894534026,-0.03558573355967276,0.9805638873099126
2022-09-16,1,1,4,1316900.973459598,1.8399178659533684,0.04235981147023016,1.0235651979999112,0.009009899576844616,1.004921000805232
2022-10-16,1,1,4,1333303.3688313558,1.8620047102767594,0.06444665579362119,1.0358523362474388,0.031096743900235646,1.016984329344406
