date,sector,age_group,ai_q,variable,value,value_diff_chatgpt12,value_ratio_chatgpt12,value_diff_agentic12,value_ratio_agentic12
2022-07-16,1,1,1,kontantlonn,28032.6234722722,-474.66615945722515,0.983349305893714,-4051.331273484393,0.8737271852678878
2022-08-16,1,1,1,kontantlonn,27845.01485544645,-662.2747762829749,0.9767682306933226,-4238.939890310143,0.8678797572213013
2022-09-16,1,1,1,kontantlonn,27944.81742621011,-562.472205519316,0.980269179820825,-4139.137319546484,0.8709904264500334
2022-10-16,1,1,1,kontantlonn,27969.98783678086,-537.3017949485657,0.981152126284551,-4113.9669089757335,0.8717749435324882
2022-11-16,1,1,1,kontantlonn,27670.752557108168,-836.5370746212575,0.9706553276222315,-4413.202188648425,0.8624483102653636
2022-12-16,1,1,1,kontantlonn,28919.651228108436,412.36159637901073,1.014465128102534,-3164.303517648157,0.9013742681435908
2023-01-16,1,1,1,kontantlonn,29380.620903344236,873.3312716148102,1.0306353667043382,-2703.3338424123576,0.9157418758430989
2023-02-16,1,1,1,kontantlonn,28787.868009555594,280.57837782616843,1.009842337923065,-3296.0867362009994,0.8972668188095815
2023-03-16,1,1,1,kontantlonn,29321.60784744875,814.318215719326,1.0285652626482233,-2762.346898307842,0.9139025434926101
2023-04-16,1,1,1,kontantlonn,28275.78823236674,-231.50139936268533,0.9918792209868659,-3808.166513389853,0.8813061998258329
2023-05-16,1,1,1,kontantlonn,32887.12635143858,4379.836719709154,1.1536391840925582,803.171605681986,1.0250334353120296
2023-06-16,1,1,1,kontantlonn,38440.69906146507,9933.409429735646,1.3484515560076071,6356.744315708478,1.1981284528693963
2023-07-16,1,1,1,kontantlonn,29709.8239310686,1202.534299339175,1.0421833964180418,-2374.130814687993,0.9260025506985857
2023-08-16,1,1,1,kontantlonn,30401.12292552718,1893.8332937977539,1.0664332989303151,-1682.831820229414,0.9475491150151312
2023-09-16,1,1,1,kontantlonn,30250.08427494918,1742.7946432197532,1.0611350523228968,-1833.8704708074147,0.9428415079955204
2023-10-16,1,1,1,kontantlonn,30177.122899211474,1669.8332674820485,1.0585756586842783,-1906.8318465451193,0.9405674312392142
2023-11-16,1,1,1,kontantlonn,30246.06134148162,1738.7717097521963,1.0609939328576818,-1837.8934042749715,0.9427161202900634
2023-12-16,1,1,1,kontantlonn,30749.047266455782,2241.7576347263566,1.078638048852993,-1334.9074793008112,0.9583933000193074
2024-01-16,1,1,1,kontantlonn,31577.676440619536,3070.386808890111,1.107705321991491,-506.27830513705703,0.9842202026168854
2024-02-16,1,1,1,kontantlonn,31312.250613042266,2804.960981312841,1.0983945165446678,-771.704132714327,0.9759473500436727
2024-03-16,1,1,1,kontantlonn,31521.670304865846,3014.3806731364202,1.1057406969262111,-562.2844408907476,0.9824745906373928
2024-04-16,1,1,1,kontantlonn,31999.2837293226,3491.994097593175,1.1224947773956906,-84.67101643399292,0.9973609544987533
2024-05-16,1,1,1,kontantlonn,33065.72939279121,4558.439761061785,1.1599043549895431,981.7746470346174,1.0306001755336744
2024-06-16,1,1,1,kontantlonn,40714.53502557537,12207.245393845948,1.428214872460514,8630.58027981878,1.2689998894528505
2024-07-16,1,1,1,kontantlonn,31150.978816852767,2643.6891851233413,1.092737304011562,-932.9759289038266,0.9709207940137984
2024-08-16,1,1,1,kontantlonn,32134.527130889914,3627.2374991604884,1.1272389464596195,50.572385133320495,1.001576251604083
2024-09-16,1,1,1,kontantlonn,31883.160348689256,3375.870716959831,1.118421314708305,-200.79439706733683,0.9937415945553316
2024-10-16,1,1,1,kontantlonn,31981.40284453863,3474.113212809203,1.1218675383626235,-102.55190121796477,0.9968036390142482
2024-11-16,1,1,1,kontantlonn,31720.11820098565,3212.828569256224,1.1127020004623749,-363.8365447709439,0.9886598598067445
2024-12-16,1,1,1,kontantlonn,30473.340376831253,1966.0507451018275,1.0689665966319561,-1610.6143689253404,0.9498000049654615
2025-01-16,1,1,1,kontantlonn,31502.522902461104,2995.233270731678,1.1050690300419825,-581.4318432954897,0.981877800043575
2025-02-16,1,1,1,kontantlonn,30731.488140266203,2224.198508536778,1.0780220967082461,-1352.46660549039,0.9578460131798663
2025-03-16,1,1,1,kontantlonn,29793.206730523772,1285.917098794347,1.0451083605423885,-2290.7480152328208,0.928601444759992
2025-04-16,1,1,1,kontantlonn,29856.447038673978,1349.1574069445523,1.047326751310756,-2227.5077070826155,0.9305725330703746
2025-05-16,1,1,1,kontantlonn,36491.14580870773,7983.856176978308,1.2800636707353634,4407.19106295114,1.1373643336014876
2025-06-16,1,1,1,kontantlonn,42560.56065291431,14053.271021184886,1.4929711383555453,10476.605907157718,1.3265372361411696
2025-07-16,1,1,1,kontantlonn,34416.6032434619,5909.313611732472,1.207291316995469,2332.648497705304,1.0727045190092663
2025-08-16,1,1,1,kontantlonn,33710.28734480161,5202.997713072185,1.1825146403003217,1626.3325990450176,1.0506899044065046
2025-09-16,1,1,1,kontantlonn,33284.15662961435,4776.866997884925,1.1675665087630125,1200.201883857757,1.0374081653389844
2025-10-16,1,1,1,kontantlonn,33510.32077161226,5003.031139882838,1.175500063475495,1426.3660258556702,1.0444573007647793
2025-11-16,1,1,1,kontantlonn,33707.19584044128,5199.906208711855,1.1824061942010864,1623.2410946846867,1.0505935476953439
2025-12-16,1,1,1,kontantlonn,34236.58637741993,5729.296745690506,1.2009765508999366,2152.6316316633383,1.0670937123780866
2026-01-16,1,1,1,kontantlonn,34750.533141883876,6243.243510154451,1.2190051594103686,2666.5783961272828,1.083112522045929
2026-02-16,1,1,1,kontantlonn,34461.856997429786,5954.567365700361,1.2088787619806816,2377.902251673193,1.0741149983072986
2021-01-16,1,1,2,kontantlonn,19675.57265534395,-1553.6516264327365,0.9268154311334681,-4453.0972605276875,0.8154437324537944
2021-02-16,1,1,2,kontantlonn,19448.827666806377,-1780.3966149703083,0.9161346363230704,-4679.842249065259,0.80604640598167
2021-03-16,1,1,2,kontantlonn,19062.627171785887,-2166.5971099907983,0.8979427094822952,-5066.042744085749,0.7900405301349268
2021-04-16,1,1,2,kontantlonn,18980.52827390469,-2248.6960078719967,0.8940754509903458,-5148.141641966948,0.7866379846084867
2021-05-16,1,1,2,kontantlonn,20210.872751980314,-1018.3515297963713,0.9520306763789513,-3917.7971638913223,0.837628962659304
2021-06-16,1,1,2,kontantlonn,25591.576124513093,4362.351842736407,1.2054880472708125,1462.906208641456,1.0606293763287453
2021-07-16,1,1,2,kontantlonn,19696.05689799237,-1533.1673837843155,0.9277803388652125,-4432.613017879266,0.8162926910876455
2021-08-16,1,1,2,kontantlonn,22379.40762273454,1150.183340957854,1.0541792448792007,-1749.262293137097,0.9275027467640706
2021-09-16,1,1,2,kontantlonn,20731.27683525023,-497.94744652645386,0.9765442467460341,-3397.393080621405,0.8591968354465064
2021-10-16,1,1,2,kontantlonn,19724.326906638442,-1504.8973751382437,0.929111994147141,-4404.343009233195,0.8174643266873134
2021-11-16,1,1,2,kontantlonn,19920.64796935817,-1308.5763124185141,0.9383596736720237,-4208.021946513465,0.8256007495984906
2021-12-16,1,1,2,kontantlonn,20505.35663705014,-723.8676447265461,0.9659023035830886,-3623.313278821497,0.8498336919749516
2022-01-16,1,1,2,kontantlonn,20051.368471715166,-1177.8558100615192,0.9445172468655579,-4077.30144415647,0.8310183918810023
2022-02-16,1,1,2,kontantlonn,20332.202853887342,-897.0214278893436,0.9577459159136892,-3796.4670619842946,0.8426574247473537
2022-03-16,1,1,2,kontantlonn,20546.287600130592,-682.9366816460933,0.967830351567187,-3582.3823157410443,0.8515300541541835
2022-04-16,1,1,2,kontantlonn,20304.920353392114,-924.3039283845719,0.9564607770818079,-3823.749562479523,0.8415267159022184
2022-05-16,1,1,2,kontantlonn,20858.538482840348,-370.68579893633796,0.9825388910109853,-3270.131433031289,0.8644711273172906
2022-06-16,1,1,2,kontantlonn,25520.4382287224,4291.213946945714,1.2021371054348566,1391.7683128507633,1.057681103753476
2022-07-16,1,1,2,kontantlonn,21093.586782357463,-135.63749941922288,0.9936108122643155,-3035.083133514174,0.8742125801340702
2022-08-16,1,1,2,kontantlonn,23378.518590296684,2149.2943085199986,1.1012422441815253,-750.1513255749524,0.9689103739165701
2022-09-16,1,1,2,kontantlonn,21638.58426635505,409.3599845783647,1.0192828517493107,-2490.0856495165863,0.896799713444684
2022-10-16,1,1,2,kontantlonn,20600.24114521477,-628.9831365619139,0.9703718266756531,-3528.428770656865,0.8537661303768802
2022-11-16,1,1,2,kontantlonn,20810.975090498167,-418.249191278519,0.9802984232618642,-3317.69482537347,0.8624998876050305
2022-12-16,1,1,2,kontantlonn,21267.309854167295,38.08557239060974,1.0017940162054486,-2861.360061704341,0.8814124412294205
2023-01-16,1,1,2,kontantlonn,21109.99417758836,-119.23010418832564,0.9943836805996404,-3018.6757382832766,0.8748925759766967
2023-02-16,1,1,2,kontantlonn,20702.537226905166,-526.6870548715196,0.9751904710280144,-3426.1326889664706,0.858005737534965
2023-03-16,1,1,2,kontantlonn,20703.648143615268,-525.5761381614175,0.9752428006230743,-3425.0217722563684,0.8580517788921544
2023-04-16,1,1,2,kontantlonn,20471.990588739773,-757.2336930369129,0.96433059997925,-3656.679327131864,0.84845085369888
2023-05-16,1,1,2,kontantlonn,22050.91214503019,821.6878632535045,1.0387055057851948,-2077.7577708414465,0.9138884249282753
2023-06-16,1,1,2,kontantlonn,26862.964942882496,5633.74066110581,1.2653766612632122,2734.2950270108595,1.1133214154176092
2023-07-16,1,1,2,kontantlonn,22400.541120060167,1171.316838283481,1.0551747356726995,-1728.12879581147,0.928378613415623
2023-08-16,1,1,2,kontantlonn,25336.000045361994,4106.775763585309,1.1934491674813852,1207.3301294903576,1.050037160510708
2023-09-16,1,1,2,kontantlonn,23688.450686596923,2459.226404820238,1.115841557476561,-440.21922927471314,0.9817553461997861
2023-10-16,1,1,2,kontantlonn,22550.150465153845,1320.9261833771598,1.0622220654812646,-1578.5194507177912,0.9345790938240051
2023-11-16,1,1,2,kontantlonn,22302.54326728133,1073.318985504644,1.0505585588648187,-1826.126648590307,0.9243171440880338
2023-12-16,1,1,2,kontantlonn,22704.97680863646,1475.7525268597747,1.069515141357594,-1423.6931072351763,0.940995789979344
2024-01-16,1,1,2,kontantlonn,22521.745443280062,1292.5211615033768,1.0608840504178425,-1606.9244725915742,0.9334018626723161
2024-02-16,1,1,2,kontantlonn,22226.941939561973,997.7176577852879,1.0469973676165707,-1901.727976309663,0.9211838869303475
2024-03-16,1,1,2,kontantlonn,22241.07441464575,1011.8501328690654,1.0476630761180306,-1887.5955012258855,0.9217695999071942
2024-04-16,1,1,2,kontantlonn,22524.692620976944,1295.468339200259,1.0610228768609458,-1603.977294894692,0.9335240068977192
2024-05-16,1,1,2,kontantlonn,22517.609551606678,1288.3852698299925,1.0606892297490094,-1611.0603642649585,0.9332304528230453
2024-06-16,1,1,2,kontantlonn,28367.803751442796,7138.5794696661105,1.336261908344617,4239.13383557116,1.1756886662361232
2024-07-16,1,1,2,kontantlonn,23496.606500297177,2267.3822185204917,1.1068047606650813,-632.0634155744592,0.9738044650708785
2024-08-16,1,1,2,kontantlonn,26254.559800258805,5025.335518482119,1.2367178118135904,2125.8898843871684,1.0881063851343409
2024-09-16,1,1,2,kontantlonn,24543.541764759597,3314.3174829829113,1.156120517593662,414.87184888796037,1.0171941449874558
2024-10-16,1,1,2,kontantlonn,23742.371185326803,2513.1469035501177,1.1183814759405704,-386.29873054483323,0.9839900528337565
2024-11-16,1,1,2,kontantlonn,23356.638361977177,2127.4140802004913,1.1002115787163584,-772.0315538944596,0.9680035593927776
2024-12-16,1,1,2,kontantlonn,23762.546345947143,2533.3220641704575,1.1193318244013786,-366.1235699244935,0.9848262017259534
2025-01-16,1,1,2,kontantlonn,23592.065858282327,2362.8415765056416,1.1113013619877727,-536.6040575893094,0.9777607278204616
2025-02-16,1,1,2,kontantlonn,23408.151163454277,2178.926881677591,1.1026380828972633,-720.5187524173598,0.9701384802838465
2025-03-16,1,1,2,kontantlonn,23305.08497052872,2075.8606887520327,1.0977831625498424,-823.5849453429182,0.9658669562717516
2025-04-16,1,1,2,kontantlonn,23197.05973657815,1967.835454801465,1.0926946471845733,-931.610179293486,0.9613899074196095
2025-05-16,1,1,2,kontantlonn,23636.66333616894,2407.4390543922527,1.113402120701076,-492.0065797026982,0.9796090467722358
2025-06-16,1,1,2,kontantlonn,29287.926924036725,8058.702642260039,1.379604197275248,5159.257008165088,1.2138226858817183
2025-07-16,1,1,2,kontantlonn,24873.30322312332,3644.0789413466337,1.1716538905509957,744.6333072516827,1.0308609347240425
2025-08-16,1,1,2,kontantlonn,27008.680033837776,5779.455752061091,1.2722405527093241,2880.0101179661397,1.1193605005169263
2025-09-16,1,1,2,kontantlonn,24941.266556912637,3712.042275135951,1.1748552950341382,812.5966410410001,1.033677639251324
2025-10-16,1,1,2,kontantlonn,23839.626644231696,2610.40236245501,1.1229626823762844,-289.04327163994094,0.9880207540387541
2025-11-16,1,1,2,kontantlonn,23787.19342465426,2557.969142877573,1.1204928220139136,-341.47649121737777,0.9858476869049149
2025-12-16,1,1,2,kontantlonn,24027.71008150258,2798.485799725895,1.1318223295670833,-100.9598343690559,0.9958157729074554
2026-01-16,1,1,2,kontantlonn,23843.184884690734,2613.9606029140486,1.1231302928556788,-285.4850311809023,0.9881682234380805
2026-02-16,1,1,2,kontantlonn,23507.005041911394,2277.7807601347085,1.1072945826894849,-621.6648739602424,0.9742354271442324
2021-01-16,1,1,3,kontantlonn,34764.44228139059,-2487.9090977940214,0.9332147097918715,-7631.485579026623,0.8199948446899843
2021-02-16,1,1,3,kontantlonn,35464.70500360466,-1787.646375579956,0.9520125224476746,-6931.222856812557,0.8365120612613396
2021-03-16,1,1,3,kontantlonn,34634.168461198096,-2618.1829179865163,0.9297176467778764,-7761.759399219118,0.8169220538167333
2021-04-16,1,1,3,kontantlonn,34749.530617704324,-2502.8207614802886,0.9328144219406568,-7646.39724271289,0.8196431207287737
2021-05-16,1,1,3,kontantlonn,36530.47177956159,-721.8795996230256,0.9806219051174744,-5865.456080855627,0.8616504844482509
2021-06-16,1,1,3,kontantlonn,39664.67505563816,2412.323676453547,1.0647562794600256,-2731.2528047790547,0.9355774730589379
2021-07-16,1,1,3,kontantlonn,35281.921111317955,-1970.4302678666572,0.9471058820472829,-7114.006749099259,0.8322007063385627
2021-08-16,1,1,3,kontantlonn,36229.27459828283,-1023.0767809017852,0.9725365851275244,-6166.653262134387,0.8545460950297574
2021-09-16,1,1,3,kontantlonn,36060.44660544638,-1191.9047737382352,0.9680045760975982,-6335.481254970837,0.850563920293724
2021-10-16,1,1,3,kontantlonn,36255.304053574655,-997.0473256099576,0.9732353183437684,-6140.623806842559,0.8551600562426721
2021-11-16,1,1,3,kontantlonn,36071.75785940243,-1180.5935197821818,0.9683082147549521,-6324.170001014783,0.8508307207749705
2021-12-16,1,1,3,kontantlonn,37031.9165012773,-220.4348779073116,0.9940826586847218,-5364.011359139913,0.8734781468446643
2022-01-16,1,1,3,kontantlonn,36188.30725196567,-1064.0441272189419,0.9714368600148688,-6207.620608451543,0.8535797912269008
2022-02-16,1,1,3,kontantlonn,36309.81936059862,-942.5320185859891,0.9746987241424807,-6086.108499818591,0.8564459181113745
2022-03-16,1,1,3,kontantlonn,36283.44350582492,-968.9078733596907,0.9739906921982625,-6112.484354592292,0.8558237863146477
2022-04-16,1,1,3,kontantlonn,36705.19467361209,-547.1567055725245,0.9853121565400498,-5690.733186805126,0.8657717032272277
2022-05-16,1,1,3,kontantlonn,36852.703405706256,-399.647973478357,0.9892718725481133,-5543.2244547109585,0.8692510169146135
2022-06-16,1,1,3,kontantlonn,40553.28835460817,3300.9369754235595,1.0886101642772545,-1842.639505809042,0.9565373468915298
2022-07-16,1,1,3,kontantlonn,37350.60285926538,98.2514800807694,1.0026374571387637,-5045.325001151832,0.8809950564647889
2022-08-16,1,1,3,kontantlonn,37771.93399597271,519.582616788095,1.0139476461901522,-4623.9938644445065,0.8909330660324649
2022-09-16,1,1,3,kontantlonn,38475.040201781376,1222.6888225967632,1.0328217891577165,-3920.8876586358383,0.9075173523375919
2022-10-16,1,1,3,kontantlonn,37434.20858020041,181.857201015795,1.0048817643526633,-4961.7192802168065,0.8829670789007711
2022-11-16,1,1,3,kontantlonn,36847.34992547167,-405.0014537129391,0.989128164029419,-5548.577934945541,0.8691247434608939
2022-12-16,1,1,3,kontantlonn,38457.69813827273,1205.3467590881191,1.0323562597920095,-3938.2297221444824,0.9071083021201809
2023-01-16,1,1,3,kontantlonn,37166.91295168812,-85.43842749649048,0.9977064957154831,-5229.014908729092,0.8766623312044283
2023-02-16,1,1,3,kontantlonn,37224.19938240983,-28.151996774780855,0.9992442894010037,-5171.728478007382,0.8780135560416418
2023-03-16,1,1,3,kontantlonn,37216.030893245515,-36.320485939097125,0.9990250149428315,-5179.896967171699,0.8778208844909398
2023-04-16,1,1,3,kontantlonn,37316.27797575326,63.926596568649984,1.0017160419195543,-5079.6498846639515,0.8801854295679528
2023-05-16,1,1,3,kontantlonn,38717.86558049876,1465.5142013141449,1.0393401798022615,-3678.0622799184566,0.9132449160676946
2023-06-16,1,1,3,kontantlonn,43364.135453235554,6111.784074050942,1.1640643837979583,968.2075928183403,1.0228372780519401
2023-07-16,1,1,3,kontantlonn,39407.85714466273,2155.5057654781194,1.0578622740760075,-2988.070715754482,0.9295198650777902
2023-08-16,1,1,3,kontantlonn,40820.877256386266,3568.525877201653,1.095793305525289,-1575.0506040309483,0.962849012074542
2023-09-16,1,1,3,kontantlonn,41902.346869224566,4649.995490039953,1.1248242142545186,-493.58099119264807,0.9883578207601047
2023-10-16,1,1,3,kontantlonn,41411.62321390738,4159.271834722771,1.1116512563834249,-984.3046465098305,0.9767830379900985
2023-11-16,1,1,3,kontantlonn,39597.202298693795,2344.850919509183,1.0629450446131947,-2798.7255617234187,0.9339859816032842
2023-12-16,1,1,3,kontantlonn,40635.28991449487,3382.9385353102552,1.0908114094832824,-1760.6379459223463,0.9584715317065591
2024-01-16,1,1,3,kontantlonn,39747.10063679268,2494.7492576080695,1.0669689070688315,-2648.827223624532,0.9375216593361175
2024-02-16,1,1,3,kontantlonn,40033.00792111659,2780.656541931974,1.074643785935234,-2362.9199393006274,0.9442654033406176
2024-03-16,1,1,3,kontantlonn,39506.43004294537,2254.07866376076,1.060508359346687,-2889.4978174718417,0.9318449208852059
2024-04-16,1,1,3,kontantlonn,41029.191006936475,3776.8396277518623,1.1013852679877338,-1366.7368534807392,0.9677625441296972
2024-05-16,1,1,3,kontantlonn,40285.57689889301,3033.225519708394,1.0814237331983092,-2110.3509615242074,0.9502227910078476
2024-06-16,1,1,3,kontantlonn,46141.14400422437,8888.792625039758,1.2386102432719595,3745.216143807156,1.0883390536029254
2024-07-16,1,1,3,kontantlonn,40792.900924834445,3540.549545649832,1.095042310473539,-1603.0269355827695,0.9621891295583738
2024-08-16,1,1,3,kontantlonn,42415.8403097313,5163.488930546686,1.138608402943173,19.91244931408437,1.000469678346931
2024-09-16,1,1,3,kontantlonn,43802.77494224826,6550.423563063647,1.175839197273432,1406.8470818310452,1.033183542685111
2024-10-16,1,1,3,kontantlonn,42260.30662603253,5007.955246847916,1.1344332655910196,-135.62123438468552,0.9968010787538086
2024-11-16,1,1,3,kontantlonn,41445.235511507715,4192.884132323103,1.112553542986979,-950.6923489094988,0.9775758570011837
2024-12-16,1,1,3,kontantlonn,42562.648515425826,5310.297136241214,1.142549314060439,166.72065500861208,1.0039324685983408
2025-01-16,1,1,3,kontantlonn,41931.95189712058,4679.600517935971,1.125618929938226,-463.97596329663065,0.9890561196154449
2025-02-16,1,1,3,kontantlonn,42425.090704272436,5172.739325087823,1.138856720007698,29.16284385522158,1.000687868984758
2025-03-16,1,1,3,kontantlonn,41808.25050863419,4555.899129449579,1.1222982969068434,-587.6773517830225,0.9861383538127089
2025-04-16,1,1,3,kontantlonn,42879.413482081894,5627.062102897282,1.151052534794931,483.48562166468037,1.011404058032566
2025-05-16,1,1,3,kontantlonn,42758.28732588452,5505.9359466999085,1.1478010311525313,362.359465467307,1.0085470346741867
2025-06-16,1,1,3,kontantlonn,47869.850340075885,10617.498960891273,1.2850155377527117,5473.922479658671,1.1291143455494312
2025-07-16,1,1,3,kontantlonn,43836.07144018746,6583.720061002845,1.1767330065688582,1440.1435797702434,1.0339689128755885
2025-08-16,1,1,3,kontantlonn,44928.04509117776,7675.693711993146,1.2060458851003448,2532.1172307605448,1.0597254821051965
2025-09-16,1,1,3,kontantlonn,45573.84499417577,8321.49361499116,1.223381700937164,3177.9171337585576,1.0749580748467498
2025-10-16,1,1,3,kontantlonn,44060.50881604296,6808.157436858346,1.1827577907112334,1664.5809556257445,1.0392627556379035
2025-11-16,1,1,3,kontantlonn,43538.84235646229,6286.490977277681,1.1687542059637708,1142.9144960450794,1.0269581196526225
2025-12-16,1,1,3,kontantlonn,45271.950729256656,8019.599350072043,1.2152776684736506,2876.022868839442,1.0678372431972323
2026-01-16,1,1,3,kontantlonn,43640.68267050815,6388.331291323535,1.171488001557215,1244.7548100909335,1.029360244554362
2026-02-16,1,1,3,kontantlonn,44117.59916667034,6865.247787485729,1.1842903208338629,1721.671306253127,1.040609355500403
2021-01-16,1,1,4,kontantlonn,37987.77665089151,1450.7082718284219,1.039705108707072,-5570.3653008987385,0.872116553845112
2021-02-16,1,1,4,kontantlonn,35525.883769366126,-1011.1846096969603,0.972324418609447,-8032.258182424121,0.8155968592206218
2021-03-16,1,1,4,kontantlonn,34319.50113882218,-2217.5672402409036,0.9393063718951343,-9238.640812968064,0.7879009434517821
2021-04-16,1,1,4,kontantlonn,33896.81227674199,-2640.2561023210947,0.9277376040428562,-9661.329675048255,0.7781969284699672
2021-05-16,1,1,4,kontantlonn,36215.756725235355,-321.3116538277318,0.9912058720613761,-7342.385226554892,0.8314348386420758
2021-06-16,1,1,4,kontantlonn,36359.56444566125,-177.50393340183655,0.9951418123763988,-7198.577506128997,0.8347363504601203
2021-07-16,1,1,4,kontantlonn,39889.166262919025,3352.0978838559386,1.0917451244056788,-3668.975688871222,0.9157683150734021
2021-08-16,1,1,4,kontantlonn,39186.55993770563,2649.4915586425413,1.0725151654521026,-4371.582014084619,0.8996380052454247
2021-09-16,1,1,4,kontantlonn,37346.20806118332,809.1396821202361,1.022145719895357,-6211.933890606924,0.8573875373866444
2021-10-16,1,1,4,kontantlonn,34334.15391608977,-2202.91446297332,0.9397074105640161,-9223.98803570048,0.7882373392806905
2021-11-16,1,1,4,kontantlonn,33408.47125330412,-3128.59712575897,0.9143719716836461,-10149.67069848613,0.7669856829586603
2021-12-16,1,1,4,kontantlonn,33792.10013001477,-2744.9682490483174,0.9248716886486363,-9766.041821775478,0.7757929658114333
2022-01-16,1,1,4,kontantlonn,36884.23497662156,347.1665975584765,1.0095017639060888,-6673.906975168684,0.8467816422804421
2022-02-16,1,1,4,kontantlonn,35275.443278089464,-1261.6251009736225,0.9654699964462236,-8282.698673700783,0.809847291400354
2022-03-16,1,1,4,kontantlonn,35932.80376430563,-604.264614757456,0.9834616010105584,-7625.338187484616,0.8249388553826683
2022-04-16,1,1,4,kontantlonn,34005.152776266455,-2531.915602796631,0.9307028255105574,-9552.989175523791,0.7806841902003774
2022-05-16,1,1,4,kontantlonn,35517.13074468584,-1019.9376343772456,0.9720848530102184,-8041.011207104406,0.8153959088520322
2022-06-16,1,1,4,kontantlonn,36385.65299128409,-151.41538777899405,0.9958558419025825,-7172.488960506154,0.8353352866050944
2022-07-16,1,1,4,kontantlonn,41375.214637849684,4838.146258786597,1.1324174728139658,-2182.927313940563,0.9498847467746304
2022-08-16,1,1,4,kontantlonn,41098.40685577745,4561.338476714365,1.1248413920184182,-2459.735096012795,0.943529843427775
2022-09-16,1,1,4,kontantlonn,39133.5251079862,2596.4567289231127,1.0710636305569323,-4424.616843804048,0.8984204411496438
2022-10-16,1,1,4,kontantlonn,35636.68403257176,-900.3843464913298,0.975356962492172,-7921.45791921849,0.818140591763857
2022-11-16,1,1,4,kontantlonn,35540.09670424501,-996.9716748180799,0.9727134190276366,-8018.04524754524,0.8159231572269648
2022-12-16,1,1,4,kontantlonn,36091.23058663918,-445.837792423903,0.9877976583178911,-7466.911365151063,0.8285759899167561
2023-01-16,1,1,4,kontantlonn,39487.344742966314,2950.2763639032273,1.08074748453529,-4070.797208823933,0.9065433687844294
2023-02-16,1,1,4,kontantlonn,37564.62601227812,1027.5576332150304,1.02812370227831,-5993.51593951213,0.8624019374805817
2023-03-16,1,1,4,kontantlonn,37530.21727048471,993.1488914216243,1.0271819534374775,-6027.924681305536,0.8616119877662094
2023-04-16,1,1,4,kontantlonn,35835.41349129052,-701.6548877725654,0.9807960813797902,-7722.728460499726,0.8227029869858276
2023-05-16,1,1,4,kontantlonn,37784.67139931857,1247.603020255483,1.0341462267117851,-5773.470552471677,0.8674536999566762
2023-06-16,1,1,4,kontantlonn,38968.20736491688,2431.138985853795,1.0665389724383831,-4589.934586873365,0.8946251060948958
2023-07-16,1,1,4,kontantlonn,43670.8218697641,7133.753490701012,1.1952470137092028,112.67991797385184,1.002586885319823
2023-08-16,1,1,4,kontantlonn,43366.24841124665,6829.180032183562,1.18691100121478,-191.89354054359865,0.9955945425597817
