timing,age_group,variant,term,k,coef,se,sd_int
agentic,1,corner75,wage,-14,0.021785206436135,0.0560679013855775,0.259796325888445
agentic,1,corner75,wage,-13,0.0200574762724751,0.0366412680142439,0.259796325888445
agentic,1,corner75,wage,-12,-0.0800669085156547,0.0392756114370472,0.259796325888445
agentic,1,corner75,wage,-11,-0.0695957536540379,0.0475023809478303,0.259796325888445
agentic,1,corner75,wage,-10,-0.0407671018920953,0.059414799260926,0.259796325888445
agentic,1,corner75,wage,-9,0.10211180852133,0.0653577588041384,0.259796325888445
agentic,1,corner75,wage,-8,0.108005559045353,0.0409536029287378,0.259796325888445
agentic,1,corner75,wage,-7,0.057417791325906,0.0465977826169959,0.259796325888445
agentic,1,corner75,wage,-6,-0.00257127689727828,0.040397172071409,0.259796325888445
agentic,1,corner75,wage,-5,-0.0804123458416165,0.0438348094048703,0.259796325888445
agentic,1,corner75,wage,-4,0.173676293069698,0.0587356694003966,0.259796325888445
agentic,1,corner75,wage,-3,0.0216245116929262,0.045203177155128,0.259796325888445
agentic,1,corner75,wage,-2,0.0493044463946771,0.0452691256758987,0.259796325888445
agentic,1,corner75,wage,-1,0,0,0.259796325888445
agentic,1,corner75,wage,0,0.00820016458968842,0.0431388660966262,0.259796325888445
agentic,1,corner75,wage,1,-0.0200498667888901,0.0528892717254203,0.259796325888445
agentic,1,corner75,wage,2,-0.0434642918266517,0.0611612939347993,0.259796325888445
agentic,1,corner75,wage,3,0.0953138068059542,0.0567245782214394,0.259796325888445
agentic,1,corner75,wage,4,0.10697407003071,0.0357587073913727,0.259796325888445
agentic,1,corner75,wage,5,0.00749108537819536,0.037848432028056,0.259796325888445
agentic,1,corner75,wage,6,-0.0874621090559414,0.050765318964557,0.259796325888445
agentic,1,corner75,wage,7,-0.0750594809791673,0.0368753307843809,0.259796325888445
agentic,1,corner75,wage,8,0.15746715616337,0.063751683672227,0.259796325888445
agentic,1,corner75,wage,9,0.00606507870853337,0.0526984128707798,0.259796325888445
agentic,1,corner80,exp,-22,0.0460116080282157,0.0517959359315156,0.196979627952646
agentic,1,corner80,exp,-21,0.216413361460366,0.0647785190111119,0.196979627952646
agentic,1,corner80,exp,-20,0.176591341274882,0.0577047135762075,0.196979627952646
agentic,1,corner80,exp,-19,0.0270359888504628,0.0367176965668845,0.196979627952646
agentic,1,corner80,exp,-18,0.0926203350123315,0.0439599789507222,0.196979627952646
agentic,1,corner80,exp,-17,0.0351099955802107,0.0379822032354813,0.196979627952646
agentic,1,corner80,exp,-16,0.131991355830844,0.0343671751678356,0.196979627952646
agentic,1,corner80,exp,-15,0.0793467412822366,0.0336339376681543,0.196979627952646
agentic,1,corner80,exp,-14,0.0689547622654227,0.0308567143841926,0.196979627952646
agentic,1,corner80,exp,-13,0.0392542212906203,0.0245792243844528,0.196979627952646
agentic,1,corner80,exp,-12,-0.00666190548797756,0.0313884722465519,0.196979627952646
agentic,1,corner80,exp,-11,0.0398769036778328,0.0405525854779629,0.196979627952646
agentic,1,corner80,exp,-10,0.0821042757265396,0.0542903531720004,0.196979627952646
agentic,1,corner80,exp,-9,0.141929546918494,0.0559253749240122,0.196979627952646
agentic,1,corner80,exp,-8,0.196591105855921,0.0559559091352211,0.196979627952646
agentic,1,corner80,exp,-7,0.0669756991903806,0.0334028147185588,0.196979627952646
agentic,1,corner80,exp,-6,0.0603176707748954,0.0328475373973471,0.196979627952646
agentic,1,corner80,exp,-5,0.0493036292504388,0.0471858626698472,0.196979627952646
agentic,1,corner80,exp,-4,0.0998204850833473,0.0416074837625724,0.196979627952646
agentic,1,corner80,exp,-3,0.0707474012217902,0.0451699222682075,0.196979627952646
agentic,1,corner80,exp,-2,0.0415746128784841,0.0346578745542,0.196979627952646
agentic,1,corner80,exp,-1,0,0,0.196979627952646
agentic,1,corner80,exp,0,0.0122644793180836,0.0238736797157043,0.196979627952646
agentic,1,corner80,exp,1,0.0404929210799225,0.0445838680114161,0.196979627952646
agentic,1,corner80,exp,2,-0.00252472418472875,0.0542541629636335,0.196979627952646
agentic,1,corner80,exp,3,0.13037520524526,0.0537832317029466,0.196979627952646
agentic,1,corner80,exp,4,0.197541839330301,0.0518763902700497,0.196979627952646
agentic,1,corner80,exp,5,0.0748688007649073,0.0348719443917461,0.196979627952646
agentic,1,corner80,exp,6,0.0826720043833862,0.0443248023247007,0.196979627952646
agentic,1,corner80,exp,7,0.0909908282130833,0.0565964523756314,0.196979627952646
agentic,1,corner80,exp,8,0.180420939584005,0.0422795575373926,0.196979627952646
agentic,1,corner80,exp,9,0.127563214020319,0.0349652736943697,0.196979627952646
agentic,1,corner80,int,-22,0.220556377025307,0.202395040394339,0.196979627952646
agentic,1,corner80,int,-21,0.377160631559324,0.211733112801897,0.196979627952646
agentic,1,corner80,int,-20,0.627706669249707,0.222338540483366,0.196979627952646
agentic,1,corner80,int,-19,0.0992414366564317,0.137970481356964,0.196979627952646
agentic,1,corner80,int,-18,0.0734476755962243,0.120357701274415,0.196979627952646
agentic,1,corner80,int,-17,-0.127785291751789,0.10953906561189,0.196979627952646
agentic,1,corner80,int,-16,0.274683451384434,0.0894868159667708,0.196979627952646
agentic,1,corner80,int,-15,-0.0477404520761166,0.0918923084493879,0.196979627952646
agentic,1,corner80,int,-14,0.195664184606284,0.18361314174406,0.196979627952646
agentic,1,corner80,int,-13,0.0842582744530064,0.0767948459066672,0.196979627952646
agentic,1,corner80,int,-12,0.214162540607756,0.143036832374617,0.196979627952646
agentic,1,corner80,int,-11,0.144267530527702,0.131132147549434,0.196979627952646
agentic,1,corner80,int,-10,0.262509629027703,0.21852633562032,0.196979627952646
agentic,1,corner80,int,-9,0.300758993598494,0.169754200901558,0.196979627952646
agentic,1,corner80,int,-8,0.23986733591297,0.155409925085585,0.196979627952646
agentic,1,corner80,int,-7,-0.103258292153494,0.111136043012979,0.196979627952646
agentic,1,corner80,int,-6,-0.0734687284653163,0.091783386255673,0.196979627952646
agentic,1,corner80,int,-5,-0.302765149825759,0.106520082720237,0.196979627952646
agentic,1,corner80,int,-4,0.219402026693123,0.108147447295556,0.196979627952646
agentic,1,corner80,int,-3,0.170064767946138,0.103197858617658,0.196979627952646
agentic,1,corner80,int,-2,0.319399591542954,0.175064306260683,0.196979627952646
agentic,1,corner80,int,-1,0,0,0.196979627952646
agentic,1,corner80,int,0,0.113894181793564,0.150425704816508,0.196979627952646
agentic,1,corner80,int,1,0.00269086744802807,0.145916569806901,0.196979627952646
agentic,1,corner80,int,2,0.0925231701353163,0.236996026691786,0.196979627952646
agentic,1,corner80,int,3,0.289151013345601,0.195061094516031,0.196979627952646
agentic,1,corner80,int,4,0.186351181343774,0.17802386776964,0.196979627952646
agentic,1,corner80,int,5,-0.0480017400802673,0.133274516093338,0.196979627952646
agentic,1,corner80,int,6,-0.235881585054423,0.120443621991844,0.196979627952646
agentic,1,corner80,int,7,-0.0401796738466057,0.137933746158355,0.196979627952646
agentic,1,corner80,int,8,0.341653699325857,0.180578694323778,0.196979627952646
agentic,1,corner80,int,9,0.0538780964788135,0.113257780398417,0.196979627952646
agentic,1,corner80,wage,-22,-0.0241785901529285,0.055210988566321,0.196979627952646
agentic,1,corner80,wage,-21,0.154783842461541,0.069097830128827,0.196979627952646
agentic,1,corner80,wage,-20,0.0397385650507508,0.041511577686211,0.196979627952646
agentic,1,corner80,wage,-19,0.0688248717222381,0.0618320993931346,0.196979627952646
agentic,1,corner80,wage,-18,-0.00628893010816532,0.0557272190273488,0.196979627952646
agentic,1,corner80,wage,-17,-0.0964610686745892,0.05040002912343,0.196979627952646
agentic,1,corner80,wage,-16,0.136784157287213,0.0500562733137246,0.196979627952646
agentic,1,corner80,wage,-15,-0.0322807539871984,0.0626885726854954,0.196979627952646
agentic,1,corner80,wage,-14,0.0235964248747414,0.0550840906437492,0.196979627952646
agentic,1,corner80,wage,-13,0.0196078969607316,0.0360258126375031,0.196979627952646
agentic,1,corner80,wage,-12,-0.0814580381880502,0.038872251632312,0.196979627952646
agentic,1,corner80,wage,-11,-0.0749127913761899,0.0476094745929479,0.196979627952646
agentic,1,corner80,wage,-10,-0.0404641113904192,0.0586739197042696,0.196979627952646
agentic,1,corner80,wage,-9,0.121909853515676,0.0653036687904039,0.196979627952646
agentic,1,corner80,wage,-8,0.103154233763332,0.0400224746907899,0.196979627952646
agentic,1,corner80,wage,-7,0.0593739849369507,0.0464448477448761,0.196979627952646
agentic,1,corner80,wage,-6,-0.000439238053162589,0.0396728936851278,0.196979627952646
agentic,1,corner80,wage,-5,-0.0729380441213208,0.0441291218876761,0.196979627952646
agentic,1,corner80,wage,-4,0.172933082837952,0.0579547331154623,0.196979627952646
agentic,1,corner80,wage,-3,0.0188648836570486,0.0445720103800298,0.196979627952646
agentic,1,corner80,wage,-2,0.0488221976891379,0.0445881498564732,0.196979627952646
agentic,1,corner80,wage,-1,0,0,0.196979627952646
agentic,1,corner80,wage,0,0.0103517219306519,0.04205063773228,0.196979627952646
agentic,1,corner80,wage,1,-0.0204360897537965,0.0526494822837833,0.196979627952646
agentic,1,corner80,wage,2,-0.0467509651601755,0.0608140347696551,0.196979627952646
agentic,1,corner80,wage,3,0.113849200813534,0.0567846578665444,0.196979627952646
agentic,1,corner80,wage,4,0.101529490010156,0.035186780811635,0.196979627952646
agentic,1,corner80,wage,5,0.00441317318962846,0.0373797343212201,0.196979627952646
agentic,1,corner80,wage,6,-0.093447852518682,0.0511262516228381,0.196979627952646
agentic,1,corner80,wage,7,-0.0709983462248799,0.0360394282391201,0.196979627952646
agentic,1,corner80,wage,8,0.151266817380017,0.0638972419185132,0.196979627952646
agentic,1,corner80,wage,9,0.00363063728014808,0.0518138075895109,0.196979627952646
agentic,1,prod,exp,-22,0.0552255757695014,0.0513041780771706,0.88744547102406
agentic,1,prod,exp,-21,0.216862227078179,0.0523013602724673,0.88744547102406
agentic,1,prod,exp,-20,0.202650763524733,0.051709523508956,0.88744547102406
agentic,1,prod,exp,-19,0.0298256091442698,0.0357847296381114,0.88744547102406
agentic,1,prod,exp,-18,0.0879377310306725,0.0416937116961473,0.88744547102406
agentic,1,prod,exp,-17,0.0275717436059118,0.037440755024137,0.88744547102406
agentic,1,prod,exp,-16,0.140683804095633,0.0336463229442553,0.88744547102406
agentic,1,prod,exp,-15,0.0768379308702163,0.0328605165996268,0.88744547102406
agentic,1,prod,exp,-14,0.0753801377699304,0.0311519016162718,0.88744547102406
agentic,1,prod,exp,-13,0.0425038797243224,0.0237781427979805,0.88744547102406
agentic,1,prod,exp,-12,-0.00152552515028538,0.0319612254432264,0.88744547102406
agentic,1,prod,exp,-11,0.0426140014475521,0.0394953843353226,0.88744547102406
agentic,1,prod,exp,-10,0.0900208008252257,0.0524623235437969,0.88744547102406
agentic,1,prod,exp,-9,0.145863075150498,0.0479072878380401,0.88744547102406
agentic,1,prod,exp,-8,0.204564699680877,0.0517119634127216,0.88744547102406
agentic,1,prod,exp,-7,0.061448167008005,0.0308957590781365,0.88744547102406
agentic,1,prod,exp,-6,0.0560828483892987,0.0331076169454952,0.88744547102406
agentic,1,prod,exp,-5,0.0394315983641025,0.0468208645409948,0.88744547102406
agentic,1,prod,exp,-4,0.109640237547678,0.0406539898724031,0.88744547102406
agentic,1,prod,exp,-3,0.0744475361939562,0.0443653391931506,0.88744547102406
agentic,1,prod,exp,-2,0.0523333402711539,0.0345074108774836,0.88744547102406
agentic,1,prod,exp,-1,0,0,0.88744547102406
agentic,1,prod,exp,0,0.0168232723793085,0.0248715163933537,0.88744547102406
agentic,1,prod,exp,1,0.0395425183303986,0.0427006334154923,0.88744547102406
agentic,1,prod,exp,2,-0.000945527352279792,0.053083777701174,0.88744547102406
agentic,1,prod,exp,3,0.135862270299836,0.0472169291500588,0.88744547102406
agentic,1,prod,exp,4,0.20350212317682,0.0486918713488528,0.88744547102406
agentic,1,prod,exp,5,0.0725240404761756,0.0345489362113927,0.88744547102406
agentic,1,prod,exp,6,0.0644096718051715,0.0413528836082347,0.88744547102406
agentic,1,prod,exp,7,0.0907950275036578,0.0564685932627054,0.88744547102406
agentic,1,prod,exp,8,0.195995749130894,0.0407660049721272,0.88744547102406
agentic,1,prod,exp,9,0.128574668410628,0.034272989503424,0.88744547102406
agentic,1,prod,int,-22,0.0381789096003886,0.0526758438112982,0.88744547102406
agentic,1,prod,int,-21,0.210816312251806,0.0626566194686895,0.88744547102406
agentic,1,prod,int,-20,0.105510978542899,0.0508094971386915,0.88744547102406
agentic,1,prod,int,-19,-0.0481596859293577,0.0441666581042886,0.88744547102406
agentic,1,prod,int,-18,-0.10704473987981,0.0521116972742874,0.88744547102406
agentic,1,prod,int,-17,-0.0365659427879624,0.0371479152873929,0.88744547102406
agentic,1,prod,int,-16,0.0440360409506931,0.0404206199027725,0.88744547102406
agentic,1,prod,int,-15,-0.0171950796269781,0.0386426078979864,0.88744547102406
agentic,1,prod,int,-14,-0.00495622822409565,0.0396881016828057,0.88744547102406
agentic,1,prod,int,-13,0.0177199005332558,0.022648850876388,0.88744547102406
agentic,1,prod,int,-12,-0.0121717900466176,0.0315307030379759,0.88744547102406
agentic,1,prod,int,-11,-0.0157710041192692,0.0395223181525451,0.88744547102406
agentic,1,prod,int,-10,-0.00933048269724243,0.0579664932828592,0.88744547102406
agentic,1,prod,int,-9,0.159041028781202,0.0567158540925025,0.88744547102406
agentic,1,prod,int,-8,0.0437131561755089,0.0396220514132581,0.88744547102406
agentic,1,prod,int,-7,-0.0964499761982675,0.0610272091232399,0.88744547102406
agentic,1,prod,int,-6,-0.0389516548388846,0.0319109239328473,0.88744547102406
agentic,1,prod,int,-5,-0.0258579316206328,0.0377658667585653,0.88744547102406
agentic,1,prod,int,-4,-0.0196987620628467,0.0446386145297406,0.88744547102406
agentic,1,prod,int,-3,-0.0488504343143777,0.0340327788269436,0.88744547102406
agentic,1,prod,int,-2,-0.0461357188564153,0.0342560656144056,0.88744547102406
agentic,1,prod,int,-1,0,0,0.88744547102406
agentic,1,prod,int,0,0.0259365319554302,0.0323607550345624,0.88744547102406
agentic,1,prod,int,1,-0.0164968451903663,0.0457271616417972,0.88744547102406
agentic,1,prod,int,2,-0.0138677277676393,0.0550675709419313,0.88744547102406
agentic,1,prod,int,3,0.134399105981101,0.0545087897079798,0.88744547102406
agentic,1,prod,int,4,0.0408851913116887,0.0365279151170348,0.88744547102406
agentic,1,prod,int,5,-0.020217408193115,0.0336712466846879,0.88744547102406
agentic,1,prod,int,6,-0.0985221628784064,0.0460959290126914,0.88744547102406
agentic,1,prod,int,7,0.00837913766880607,0.0358487044146044,0.88744547102406
agentic,1,prod,int,8,-0.0271009778572833,0.0546314410180215,0.88744547102406
agentic,1,prod,int,9,-0.0164725707205738,0.0353212556203263,0.88744547102406
agentic,1,prod,wage,-22,-0.00883081979763698,0.0572355631190468,0.88744547102406
agentic,1,prod,wage,-21,0.197525725125164,0.0647498494859583,0.88744547102406
agentic,1,prod,wage,-20,0.0818674574419858,0.0453895659123852,0.88744547102406
agentic,1,prod,wage,-19,0.0600603804992032,0.0545216463707534,0.88744547102406
agentic,1,prod,wage,-18,-0.024520790149354,0.0497375341907138,0.88744547102406
agentic,1,prod,wage,-17,-0.108137402781736,0.0450537648995219,0.88744547102406
agentic,1,prod,wage,-16,0.154382323040636,0.0465463792489157,0.88744547102406
agentic,1,prod,wage,-15,-0.0372078294194276,0.0570415958522301,0.88744547102406
agentic,1,prod,wage,-14,0.028665712156,0.0517455759118293,0.88744547102406
agentic,1,prod,wage,-13,0.0261378899679124,0.0346951521572191,0.88744547102406
agentic,1,prod,wage,-12,-0.0786761050990057,0.037823537485266,0.88744547102406
agentic,1,prod,wage,-11,-0.0744200246492808,0.048995667980754,0.88744547102406
agentic,1,prod,wage,-10,-0.0338977843222402,0.0594686826771582,0.88744547102406
agentic,1,prod,wage,-9,0.160505392324405,0.0627527835820486,0.88744547102406
agentic,1,prod,wage,-8,0.117797003493847,0.0383586679528861,0.88744547102406
agentic,1,prod,wage,-7,0.0356508618622511,0.050210036041931,0.88744547102406
agentic,1,prod,wage,-6,-0.0110670044120958,0.0365638732207561,0.88744547102406
agentic,1,prod,wage,-5,-0.0858711124461946,0.0415670825543353,0.88744547102406
agentic,1,prod,wage,-4,0.176675661785518,0.0525242033106378,0.88744547102406
agentic,1,prod,wage,-3,0.0139644830060084,0.0406004864197358,0.88744547102406
agentic,1,prod,wage,-2,0.0488886221601627,0.0421225170166279,0.88744547102406
agentic,1,prod,wage,-1,0,0,0.88744547102406
agentic,1,prod,wage,0,0.020072630651277,0.0411986905084729,0.88744547102406
agentic,1,prod,wage,1,-0.0242216720961782,0.0545754021916724,0.88744547102406
agentic,1,prod,wage,2,-0.0478602594842458,0.0632138093214826,0.88744547102406
agentic,1,prod,wage,3,0.148325942195695,0.0537722799278442,0.88744547102406
agentic,1,prod,wage,4,0.113528375782863,0.035380510605774,0.88744547102406
agentic,1,prod,wage,5,-0.00127723010802532,0.0358376006827617,0.88744547102406
agentic,1,prod,wage,6,-0.119063467705698,0.0509167098132425,0.88744547102406
agentic,1,prod,wage,7,-0.0704666433373645,0.0338477031179995,0.88744547102406
agentic,1,prod,wage,8,0.161496514601301,0.064502366104402,0.88744547102406
agentic,1,prod,wage,9,0.00235281771649812,0.0468657839620507,0.88744547102406
agentic,1,rect0,exp,-22,0.0298082938420705,0.058821022291348,0.477276644033572
agentic,1,rect0,exp,-21,0.0824238128788363,0.0475219928073998,0.477276644033572
agentic,1,rect0,exp,-20,0.104253878043737,0.0482934838962018,0.477276644033572
agentic,1,rect0,exp,-19,0.0431113482105363,0.0383739326907763,0.477276644033572
agentic,1,rect0,exp,-18,0.0996576941824574,0.0461099576331405,0.477276644033572
agentic,1,rect0,exp,-17,0.0591931124527734,0.042801001360094,0.477276644033572
agentic,1,rect0,exp,-16,0.105474488609491,0.0419565317507572,0.477276644033572
agentic,1,rect0,exp,-15,0.0826942844908582,0.0401565139521252,0.477276644033572
agentic,1,rect0,exp,-14,0.077109076995897,0.0352998779128677,0.477276644033572
agentic,1,rect0,exp,-13,0.034671178391252,0.030352758143212,0.477276644033572
agentic,1,rect0,exp,-12,0.00155695738589916,0.0343395604368392,0.477276644033572
agentic,1,rect0,exp,-11,0.056597738599594,0.0468281520813019,0.477276644033572
agentic,1,rect0,exp,-10,0.0739974600813891,0.0650227562246838,0.477276644033572
agentic,1,rect0,exp,-9,0.0436552379175803,0.0458567090072368,0.477276644033572
agentic,1,rect0,exp,-8,0.16701623229976,0.0474026919551953,0.477276644033572
agentic,1,rect0,exp,-7,0.0897132262262446,0.0379974983856192,0.477276644033572
agentic,1,rect0,exp,-6,0.0828071620372805,0.0355648687635237,0.477276644033572
agentic,1,rect0,exp,-5,0.0754457239931088,0.0530365092397386,0.477276644033572
agentic,1,rect0,exp,-4,0.0979057974518486,0.0456532089944136,0.477276644033572
agentic,1,rect0,exp,-3,0.089779342139621,0.0524838401793105,0.477276644033572
agentic,1,rect0,exp,-2,0.0511928433040607,0.0403238026389678,0.477276644033572
agentic,1,rect0,exp,-1,0,0,0.477276644033572
agentic,1,rect0,exp,0,-0.00753310331111135,0.0276287562410134,0.477276644033572
agentic,1,rect0,exp,1,0.0391437852054717,0.0537376666200911,0.477276644033572
agentic,1,rect0,exp,2,0.0111177797148846,0.0611011101668675,0.477276644033572
agentic,1,rect0,exp,3,0.048995572823546,0.0465115756288417,0.477276644033572
agentic,1,rect0,exp,4,0.167421317723354,0.0450870373052855,0.477276644033572
agentic,1,rect0,exp,5,0.0829169803728435,0.0346372229946849,0.477276644033572
agentic,1,rect0,exp,6,0.13482692585511,0.0548484393511971,0.477276644033572
agentic,1,rect0,exp,7,0.088489871451196,0.0513761598311108,0.477276644033572
agentic,1,rect0,exp,8,0.183283385001607,0.0551118536704012,0.477276644033572
agentic,1,rect0,exp,9,0.140840801005409,0.0410703902664802,0.477276644033572
agentic,1,rect0,int,-22,0.138960420726105,0.171869006556393,0.477276644033572
agentic,1,rect0,int,-21,0.672521687718181,0.193120681562882,0.477276644033572
agentic,1,rect0,int,-20,0.494663432887143,0.138014544016489,0.477276644033572
agentic,1,rect0,int,-19,-0.0698843166282037,0.152788087118682,0.477276644033572
agentic,1,rect0,int,-18,-0.024761137117365,0.149013365960204,0.477276644033572
agentic,1,rect0,int,-17,-0.189968867756979,0.112733404007135,0.477276644033572
agentic,1,rect0,int,-16,0.197467821172239,0.114059601066751,0.477276644033572
agentic,1,rect0,int,-15,-0.0270747404595614,0.122266117754815,0.477276644033572
agentic,1,rect0,int,-14,-0.00509636756313808,0.173463183231557,0.477276644033572
agentic,1,rect0,int,-13,0.0450847922787229,0.0926232619346487,0.477276644033572
agentic,1,rect0,int,-12,-0.015883112561188,0.119768063495856,0.477276644033572
agentic,1,rect0,int,-11,-0.0826350309743434,0.140536105845236,0.477276644033572
agentic,1,rect0,int,-10,0.100706078502217,0.185304018180429,0.477276644033572
agentic,1,rect0,int,-9,0.531593323661881,0.175903977890655,0.477276644033572
agentic,1,rect0,int,-8,0.205185277418304,0.129885459567531,0.477276644033572
agentic,1,rect0,int,-7,-0.146885503590612,0.11730989939505,0.477276644033572
agentic,1,rect0,int,-6,-0.149658573161425,0.128883277664212,0.477276644033572
agentic,1,rect0,int,-5,-0.226915114573493,0.132553197500534,0.477276644033572
agentic,1,rect0,int,-4,0.064587527549908,0.121797111583256,0.477276644033572
agentic,1,rect0,int,-3,-0.0753910100579387,0.114230593348626,0.477276644033572
agentic,1,rect0,int,-2,0.0156509854692972,0.133045228525349,0.477276644033572
agentic,1,rect0,int,-1,0,0,0.477276644033572
agentic,1,rect0,int,0,0.138290567169179,0.104681518149134,0.477276644033572
agentic,1,rect0,int,1,0.0094819118874665,0.132766457746969,0.477276644033572
agentic,1,rect0,int,2,-0.0728151438738609,0.18939598259664,0.477276644033572
agentic,1,rect0,int,3,0.458409105611645,0.173855755078223,0.477276644033572
agentic,1,rect0,int,4,0.197602430471041,0.129808890851706,0.477276644033572
