timing,age_group,variant,term,coef,se,sd_int,n_occ
chatgpt,3,prod,exp,3.73242401527051e-05,0.0072050301357063,0.815288799427412,387
chatgpt,3,prod,wage,0.00701404510736387,0.00669970952209568,0.815288799427412,387
chatgpt,3,prod,int,-0.000811306178369886,0.00855719850125622,0.815288799427412,387
chatgpt,3,rect0,exp,-0.00108482423219635,0.00859374898049965,0.548666517131166,387
chatgpt,3,rect0,wage,0.00519082438244546,0.00737359932195932,0.548666517131166,387
chatgpt,3,rect0,int,0.00574502221076034,0.00980202940618347,0.548666517131166,387
chatgpt,3,rect1,exp,-0.000424038756115085,0.00796613724927739,0.038824712749021,387
chatgpt,3,rect1,wage,0.00679497403363285,0.00717831553429934,0.038824712749021,387
chatgpt,3,rect1,int,0.0421570097486632,0.0671839775099717,0.038824712749021,387
chatgpt,3,corner75,exp,-0.000322574032010704,0.0078802235810823,0.308163248025393,387
chatgpt,3,corner75,wage,0.00611922557515818,0.00699128212739381,0.308163248025393,387
chatgpt,3,corner75,int,0.00607552596423833,0.0160170600991562,0.308163248025393,387
chatgpt,3,corner80,exp,-0.000812622646192918,0.00791122767562991,0.250663523484364,387
chatgpt,3,corner80,wage,0.0062897921633449,0.0072369728440009,0.250663523484364,387
chatgpt,3,corner80,int,0.0128243322244017,0.0117866184473313,0.250663523484364,387
chatgpt,4,prod,exp,0.00300980707025828,0.00595218000081401,1.07233259100962,388
chatgpt,4,prod,wage,0.0091808581972735,0.00596930118135544,1.07233259100962,388
chatgpt,4,prod,int,0.000480510688831148,0.00878290278245349,1.07233259100962,388
chatgpt,4,rect0,exp,0.00014666382087182,0.00701529538649169,0.552039388106463,388
chatgpt,4,rect0,wage,0.0031891339648315,0.00683588269852811,0.552039388106463,388
chatgpt,4,rect0,int,0.0190061548918749,0.0107342940793948,0.552039388106463,388
chatgpt,4,rect1,exp,0.00184706331741724,0.00664972245044058,0.0303774913579913,388
chatgpt,4,rect1,wage,0.00878039773218832,0.00666187441562564,0.0303774913579913,388
chatgpt,4,rect1,int,0.226699561049164,0.061232986669928,0.0303774913579913,388
chatgpt,4,corner75,exp,0.00248418780905059,0.00672772386892128,0.314320299788459,388
chatgpt,4,corner75,wage,0.00790606674370399,0.00645060339640476,0.314320299788459,388
chatgpt,4,corner75,int,0.00939462116496256,0.0166705872893083,0.314320299788459,388
chatgpt,4,corner80,exp,0.00149939019574873,0.00667192419268763,0.25477929862795,388
chatgpt,4,corner80,wage,0.00806559304143039,0.00665228142980983,0.25477929862795,388
chatgpt,4,corner80,int,0.0274615286507789,0.0102881614423879,0.25477929862795,388
agentic,1,prod,exp,-0.0165052144802251,0.00543573692667305,0.871230283217773,385
agentic,1,prod,wage,0.0047952211187175,0.00828576281755702,0.871230283217773,385
agentic,1,prod,int,0.00184044663302618,0.00584576138661895,0.871230283217773,385
agentic,1,rect0,exp,-0.0105961319659856,0.00567109753364343,0.452326912030108,385
agentic,1,rect0,wage,0.00900141179532732,0.00920078338098531,0.452326912030108,385
agentic,1,rect0,int,-0.0298681571533959,0.0139908645797246,0.452326912030108,385
agentic,1,rect1,exp,-0.0163844314428916,0.00545235572798909,0.0967850488306876,385
agentic,1,rect1,wage,0.0045759377326653,0.00825318410675872,0.0967850488306876,385
agentic,1,rect1,int,-0.162876368827527,0.0960396336473708,0.0967850488306876,385
agentic,1,corner75,exp,-0.0136994972798429,0.00624396847390612,0.264257925296955,385
agentic,1,corner75,wage,0.00665900706467074,0.00848941659372291,0.264257925296955,385
agentic,1,corner75,int,-0.0332169259699594,0.0178755227089894,0.264257925296955,385
agentic,1,corner80,exp,-0.013797938843037,0.00611673361091027,0.199837596400339,385
agentic,1,corner80,wage,0.00638057693396392,0.00838285173906803,0.199837596400339,385
agentic,1,corner80,int,-0.0390219533471703,0.0201159428037524,0.199837596400339,385
agentic,2,prod,exp,-0.00587661338531765,0.00339309972084598,0.844968435534547,385
agentic,2,prod,wage,-6.21715591499962e-05,0.00393079411810853,0.844968435534547,385
agentic,2,prod,int,0.00457605248617552,0.00351896504047341,0.844968435534547,385
agentic,2,rect0,exp,-0.00687424302676233,0.0039426923673701,0.553915879485556,385
agentic,2,rect0,wage,-0.00127378411757433,0.0043149832367708,0.553915879485556,385
agentic,2,rect0,int,0.0053897379088024,0.00558483231212707,0.553915879485556,385
agentic,2,rect1,exp,-0.00646684264697225,0.00364836466186768,0.032237634415021,385
agentic,2,rect1,wage,-7.54140816849802e-05,0.00396425268809108,0.032237634415021,385
agentic,2,rect1,int,0.0680392737120563,0.0399095695013378,0.032237634415021,385
agentic,2,corner75,exp,-0.00540060839450169,0.00362834728761192,0.305522758308045,385
agentic,2,corner75,wage,0.000287604730531573,0.00413884447386797,0.305522758308045,385
agentic,2,corner75,int,-0.000756505479803798,0.00826103474583921,0.305522758308045,385
agentic,2,corner80,exp,-0.00581522985445946,0.00366265206270021,0.242082415932872,385
agentic,2,corner80,wage,-2.8173393013373e-05,0.00402274196319339,0.242082415932872,385
agentic,2,corner80,int,0.0038826220405514,0.00948325023633439,0.242082415932872,385
agentic,3,prod,exp,-0.00600385691096755,0.00260640809587621,0.816333404083957,385
agentic,3,prod,wage,-0.00614363835088648,0.00330935434881457,0.816333404083957,385
agentic,3,prod,int,0.00582585432226521,0.00297406585728622,0.816333404083957,385
agentic,3,rect0,exp,-0.00754125976193362,0.00304156452148275,0.547443950804869,385
agentic,3,rect0,wage,-0.00691416993961486,0.00373877059386884,0.547443950804869,385
agentic,3,rect0,int,0.00515448124419476,0.00418913646731701,0.547443950804869,385
agentic,3,rect1,exp,-0.00697415375065418,0.00289429704141859,0.0383149716002673,385
agentic,3,rect1,wage,-0.00551356638307386,0.00331088215410866,0.0383149716002673,385
agentic,3,rect1,int,0.0401513950299516,0.0238692929714174,0.0383149716002673,385
agentic,3,corner75,exp,-0.00688299556031647,0.00283693959899584,0.308869605012266,385
agentic,3,corner75,wage,-0.00611781610969439,0.00346705109774553,0.308869605012266,385
agentic,3,corner75,int,0.0055926640461533,0.00579956269285973,0.308869605012266,385
agentic,3,corner80,exp,-0.006958903397892,0.00287587231373789,0.242082415932872,385
agentic,3,corner80,wage,-0.00573566629886226,0.00333905658123911,0.242082415932872,385
agentic,3,corner80,int,0.00687735198873973,0.00601401534589452,0.242082415932872,385
agentic,4,prod,exp,-0.00671646099712768,0.00191925012731116,1.0763530224662,386
agentic,4,prod,wage,-0.00497110698391218,0.0022417117537098,1.0763530224662,386
agentic,4,prod,int,0.00914406556773524,0.00233094484240933,1.0763530224662,386
agentic,4,rect0,exp,-0.0100934363247252,0.00212226071007224,0.547242503187574,386
agentic,4,rect0,wage,-0.00787136857566715,0.00256908445703611,0.547242503187574,386
agentic,4,rect0,int,0.0145914032407946,0.00401387129937897,0.547242503187574,386
agentic,4,rect1,exp,-0.00860862685853419,0.00212100321878587,0.0305837396730215,386
agentic,4,rect1,wage,-0.00359255227444355,0.00214811389389337,0.0305837396730215,386
agentic,4,rect1,int,0.140788994963134,0.0419721237357667,0.0305837396730215,386
agentic,4,corner75,exp,-0.00832408230374235,0.00216260816007134,0.31503388628117,386
agentic,4,corner75,wage,-0.00455228898497141,0.00219761435588723,0.31503388628117,386
agentic,4,corner75,int,0.00867007132690011,0.00570132445104875,0.31503388628117,386
agentic,4,corner80,exp,-0.00859043055408392,0.0021428792036889,0.255390706355589,386
agentic,4,corner80,wage,-0.00387640966979523,0.00215640585597621,0.255390706355589,386
agentic,4,corner80,int,0.0133852248163021,0.00490033746866699,0.255390706355589,386
