sector,age_group,outcome,ai_q,coef,se,p_value,n_obs,n_occ
2,1,log_wage,4,-0.0194476075966841,0.0107121813102131,0.0702181337104383,23070,393
2,1,log_wage,5,-0.0245887607134199,0.0067419353138605,0.000301076511263629,23070,393
2,1,new_hires,2,0.124714160775213,0.0809509990333977,0.123411004180679,24366,393
2,1,new_hires,3,0.11555345595475,0.0739439521475805,0.118119222117687,24366,393
2,1,new_hires,4,0.0722424789801619,0.0769992770430844,0.348129912460347,24366,393
2,1,new_hires,5,-0.0424172305752439,0.0844921886664152,0.61564960610688,24366,393
2,2,employment,2,0.0180641961653575,0.0356759985839782,0.612617769965347,24242,391
2,2,employment,3,0.0432858667150822,0.0167458626017275,0.00974159077760029,24242,391
2,2,employment,4,0.0707824015058328,0.0168786831118226,2.74565112263849e-05,24242,391
2,2,employment,5,0.0781690089941537,0.0185362890169801,2.47486470436441e-05,24242,391
2,2,log_wage,2,-0.00368975057322583,0.00610186365121482,0.545735942925444,23195,391
2,2,log_wage,3,-0.00577432921181076,0.00459487304200151,0.209620141081754,23195,391
2,2,log_wage,4,-0.00897657296566798,0.00533415376476969,0.0932067886133439,23195,391
2,2,log_wage,5,-0.00789290312982105,0.00525877846519555,0.134192519613005,23195,391
2,2,new_hires,2,0.247541279323194,0.122308884467203,0.0429801659221495,24242,391
2,2,new_hires,3,0.177230625797332,0.101897084821955,0.0819802368713775,24242,391
2,2,new_hires,4,0.129908475273229,0.102430328560458,0.204704465569503,24242,391
2,2,new_hires,5,0.0170386093956176,0.105367588499187,0.871537094432058,24242,391
2,3,employment,2,-0.0205775122971424,0.0339055636758445,0.543912860156867,24366,393
2,3,employment,3,-0.00517268927663422,0.0153202664972086,0.735636733440425,24366,393
2,3,employment,4,0.000375750760176485,0.0154686817070822,0.980620439747055,24366,393
2,3,employment,5,-0.0146390338914324,0.016851610548238,0.385009949013429,24366,393
2,3,log_wage,2,-0.00258823492885579,0.00668713412741704,0.698932017397846,23102,393
2,3,log_wage,3,-0.00421959596515487,0.00487629076693455,0.387388830978858,23102,393
2,3,log_wage,4,-0.00229812508551934,0.00482596088843371,0.634197506385627,23102,393
2,3,log_wage,5,-0.00399571644491678,0.00453663333405994,0.378985057448399,23102,393
2,3,new_hires,2,0.183570024931528,0.124674780050574,0.140915320267024,24366,393
2,3,new_hires,3,0.0989917864885495,0.109963892229686,0.368002742408078,24366,393
2,3,new_hires,4,0.0619937744895979,0.107528046209839,0.564253039242784,24366,393
2,3,new_hires,5,-0.013062412123001,0.110252919291745,0.905689883324877,24366,393
2,4,employment,2,0.00804572895523936,0.0268350857056647,0.764313504991729,24304,392
2,4,employment,3,0.00991792607670877,0.0134550801964915,0.461053112293266,24304,392
2,4,employment,4,0.0217193303572551,0.0134248504143392,0.105695953721171,24304,392
2,4,employment,5,0.0103958754552008,0.0165204511385833,0.529170280854131,24304,392
2,4,log_wage,2,-2.76280487052083e-05,0.00766752217675505,0.997126861181232,23053,392
2,4,log_wage,3,-0.000205420669591727,0.00496524282281083,0.967020669539538,23053,392
2,4,log_wage,4,0.00181324291468556,0.00588189569933603,0.758037057092795,23053,392
2,4,log_wage,5,-0.000472911254045111,0.00471516304886374,0.920160862831953,23053,392
2,4,new_hires,2,0.242182793159276,0.145150990899669,0.0952187463713322,24304,392
2,4,new_hires,3,0.0648329801579574,0.11288406680338,0.565742869257692,24304,392
2,4,new_hires,4,-0.00315837947536624,0.119117597442693,0.97884672769934,24304,392
2,4,new_hires,5,0.0196193971122294,0.112047293403506,0.861001647070029,24304,392
