timing,age_group,term,k,coef,se
agentic,2,exp_only,1,-0.0734858349126539,0.0305523346487504
agentic,2,exp_only,2,-0.212171762361743,0.0309349517371804
agentic,2,exp_only,3,0.130397580043884,0.0328460601533791
agentic,2,exp_only,4,0.100461967723123,0.0289839470105296
agentic,2,exp_only,5,0.126256513008049,0.0278444873540662
agentic,2,exp_only,6,-0.0450974882777465,0.0387234930163924
agentic,2,exp_only,7,0.0677065603083827,0.0386309378888812
agentic,2,exp_only,8,0.341909146795754,0.0399833076695182
agentic,2,exp_only,9,0.120267404289157,0.0296314171671333
agentic,2,exp_x_wage,-22,-0.0414061517062691,0.0404721530456211
agentic,2,exp_x_wage,-21,0.00279731638020198,0.0352164027968388
agentic,2,exp_x_wage,-20,0.0290068863841145,0.030186191932253
agentic,2,exp_x_wage,-19,-0.000511086534759189,0.035024745344196
agentic,2,exp_x_wage,-18,-0.0650093209470182,0.0477805579892532
agentic,2,exp_x_wage,-17,-0.0776278599140813,0.0362394806103327
agentic,2,exp_x_wage,-16,-0.0156200714920308,0.0368828857662057
agentic,2,exp_x_wage,-15,0.00708949190608284,0.0269248104285172
agentic,2,exp_x_wage,-14,-0.0243429116157814,0.0351814211184915
agentic,2,exp_x_wage,-13,-0.0361597240194619,0.0244730010256786
agentic,2,exp_x_wage,-12,-0.0299502542902714,0.0316584044170516
agentic,2,exp_x_wage,-11,-0.0691814500809973,0.0319552674114059
agentic,2,exp_x_wage,-10,-0.0553630976540323,0.0346173934631341
agentic,2,exp_x_wage,-9,0.0168626356117101,0.0274110766777987
agentic,2,exp_x_wage,-8,-0.000932832833238337,0.0306497345725529
agentic,2,exp_x_wage,-7,-0.0573891542429064,0.0357033230598508
agentic,2,exp_x_wage,-6,-0.0766475619377576,0.0311942732897365
agentic,2,exp_x_wage,-5,0.00448970067428431,0.0373852251383122
agentic,2,exp_x_wage,-4,-0.0983586492655701,0.0384666945003934
agentic,2,exp_x_wage,-3,-0.0827234791469492,0.0418586048681191
agentic,2,exp_x_wage,-2,-0.0422317054307656,0.0265720683725455
agentic,2,exp_x_wage,-1,0,0
agentic,2,exp_x_wage,0,-0.00238816679925423,0.0361107865019533
agentic,2,exp_x_wage,1,-0.0142086990735536,0.0303751071556936
agentic,2,exp_x_wage,2,-0.0787489903535577,0.0360975015495138
agentic,2,exp_x_wage,3,0.0274773468446841,0.0500033241350826
agentic,2,exp_x_wage,4,-0.0218372543733316,0.0356809997227395
agentic,2,exp_x_wage,5,0.0194887982509329,0.0268642053575102
agentic,2,exp_x_wage,6,-0.105577947505603,0.0430255745808273
agentic,2,exp_x_wage,7,-0.0113780715246424,0.0349767333601271
agentic,2,exp_x_wage,8,-0.0438582832010965,0.0363973665276372
agentic,2,exp_x_wage,9,-0.00488290362052211,0.0300433116175193
agentic,2,wage,-22,-0.0819479995849784,0.0464344758955346
agentic,2,wage,-21,-0.00900412840564485,0.0489892379487687
agentic,2,wage,-20,-0.000592550467632762,0.0341276225885319
agentic,2,wage,-19,0.0490938736923263,0.0400863841661726
agentic,2,wage,-18,-0.0226890086424538,0.0397013934720718
agentic,2,wage,-17,-0.114827759324394,0.0371183621249297
agentic,2,wage,-16,0.144221125735902,0.0439442918547961
agentic,2,wage,-15,-0.00639137087157883,0.0315989722381798
agentic,2,wage,-14,0.0648125300192644,0.0306270719148173
agentic,2,wage,-13,0.0386748467648483,0.0304339849846348
agentic,2,wage,-12,-0.0253273290871375,0.0329731315126653
agentic,2,wage,-11,-0.107895443162352,0.0374958353810848
agentic,2,wage,-10,-0.129451398674223,0.0465161347002528
agentic,2,wage,-9,-0.000736784905559239,0.0496016292113862
agentic,2,wage,-8,-0.000525389109512725,0.0302316552608611
agentic,2,wage,-7,0.0820260071933097,0.0350938356426144
agentic,2,wage,-6,-0.0307470352545221,0.0346964717115231
agentic,2,wage,-5,-0.0639802300100497,0.0376068659866377
agentic,2,wage,-4,0.190939644690779,0.0387467218050964
agentic,2,wage,-3,0.0129568691581949,0.0401402478666125
agentic,2,wage,-2,0.0510330774316387,0.0281423314257353
agentic,2,wage,-1,0,0
agentic,2,wage,0,-0.00643892320141001,0.034790606659875
agentic,2,wage,1,-0.0771984183273016,0.0379433659693756
agentic,2,wage,2,-0.092170761067119,0.0460909319498858
agentic,2,wage,3,-0.00686718734043909,0.0578012120570016
agentic,2,wage,4,0.0245682883666104,0.0345745933629019
agentic,2,wage,5,-0.00321872970148729,0.0345771328974474
agentic,2,wage,6,-0.106481021412542,0.048574246549012
agentic,2,wage,7,-0.0882028054184451,0.0360172278837633
agentic,2,wage,8,0.146167844552564,0.0458300836662815
agentic,2,wage,9,0.0079659454674929,0.0356787898080082
agentic,3,exp,-22,-0.090716838108434,0.0527961821104019
agentic,3,exp,-21,0.0847679102239709,0.0513028292902155
agentic,3,exp,-20,0.0780654968428823,0.0366866184804854
agentic,3,exp,-19,-0.0097311262795926,0.049714418785816
agentic,3,exp,-18,0.047282789406467,0.0547067243832304
agentic,3,exp,-17,0.0800827468431177,0.0436628098685976
agentic,3,exp,-16,0.161218475978542,0.0504784170139142
agentic,3,exp,-15,0.032166901960825,0.0341342878705565
agentic,3,exp,-14,0.0617610152385285,0.0392694310680873
agentic,3,exp,-13,0.0255308288409531,0.0364544657681696
agentic,3,exp,-12,-0.0242530587465365,0.0429426410666459
agentic,3,exp,-11,-0.0492232697006187,0.0453514200200492
agentic,3,exp,-10,-0.0395448101072588,0.0417881470764381
agentic,3,exp,-9,0.108478491821434,0.0441932623616363
agentic,3,exp,-8,0.0621423219480682,0.0314362447721962
agentic,3,exp,-7,0.00601138893706738,0.0407376549333442
agentic,3,exp,-6,0.0194619578823291,0.0423237585062355
agentic,3,exp,-5,0.0496862987769579,0.048952209231082
agentic,3,exp,-4,0.190841790142551,0.0519646540345218
agentic,3,exp,-3,0.0335930216511263,0.0536863504210952
agentic,3,exp,-2,0.00233394176836181,0.0377717199951493
agentic,3,exp,-1,0,0
agentic,3,exp,0,0.0364799959944082,0.0335107758884073
agentic,3,exp,1,-0.0684104184887351,0.0377228525049173
agentic,3,exp,2,-0.149687309374464,0.0441172731653711
agentic,3,exp,3,0.0869192669347574,0.0478918104376612
agentic,3,exp,4,0.0503644045533919,0.0362439749182767
agentic,3,exp,5,0.106090614185934,0.0350933229200908
agentic,3,exp,6,0.0992538348406064,0.0509417246271888
agentic,3,exp,7,0.116309441696316,0.0442643598783629
agentic,3,exp,8,0.209791666307082,0.0533237064505549
agentic,3,exp,9,0.130515242238347,0.0426270281370909
agentic,3,exp_only,-22,-0.137145205084658,0.0398981984006105
agentic,3,exp_only,-21,0.0809535582290829,0.0350266375444823
agentic,3,exp_only,-20,0.0827355572855749,0.0316192261659082
agentic,3,exp_only,-19,0.0161926378325204,0.0384430850703245
agentic,3,exp_only,-18,0.0646743658780335,0.0386206852474167
agentic,3,exp_only,-17,0.0282971387578234,0.0343434398139759
agentic,3,exp_only,-16,0.232073641646173,0.0367987463653368
agentic,3,exp_only,-15,0.0427485384408554,0.0281001855686712
agentic,3,exp_only,-14,0.0605593068987959,0.0301369756793461
agentic,3,exp_only,-13,0.0456065249496887,0.0298843397298326
agentic,3,exp_only,-12,-0.00958235988276124,0.0314713438789351
agentic,3,exp_only,-11,-0.115716645101991,0.0321766313917673
agentic,3,exp_only,-10,-0.132537125460881,0.0333043413957502
agentic,3,exp_only,-9,0.0712150805221881,0.0299755692390257
agentic,3,exp_only,-8,0.0480086486363903,0.0249349754484689
agentic,3,exp_only,-7,0.0615826615674562,0.0300894203260485
agentic,3,exp_only,-6,0.0300246031524471,0.0328163090691893
agentic,3,exp_only,-5,0.00908937263120573,0.0483559062342839
agentic,3,exp_only,-4,0.290425517861634,0.0380456749961357
agentic,3,exp_only,-3,0.0439133571726887,0.0476962864883453
agentic,3,exp_only,-2,0.0400598955704292,0.0330532224612039
agentic,3,exp_only,-1,0,0
agentic,3,exp_only,0,0.0326714461024733,0.029878545328899
agentic,3,exp_only,1,-0.127350933912565,0.0268040088689445
agentic,3,exp_only,2,-0.193625271096887,0.0329199558790787
agentic,3,exp_only,3,0.0734545267286909,0.0343784497028025
agentic,3,exp_only,4,0.0395403919774649,0.0272066566872088
agentic,3,exp_only,5,0.0831469821551112,0.0290214979825514
agentic,3,exp_only,6,-0.0178063811099822,0.0377030098601731
agentic,3,exp_only,7,0.0584555858576882,0.0360897863195445
agentic,3,exp_only,8,0.289198166676992,0.0424981403572447
agentic,3,exp_only,9,0.0810657376288912,0.0313869973532163
agentic,3,exp_x_wage,-22,-0.078049253526383,0.0463640352359035
agentic,3,exp_x_wage,-21,0.0429568651119183,0.0592537904450422
agentic,3,exp_x_wage,-20,-0.0307107160946588,0.0430867644512564
agentic,3,exp_x_wage,-19,-0.0153003489154509,0.0509014192824346
agentic,3,exp_x_wage,-18,-0.0877331357059306,0.0589341273566887
agentic,3,exp_x_wage,-17,-0.0435259421228033,0.0435877646070332
agentic,3,exp_x_wage,-16,0.0254443400746625,0.0557904510217741
agentic,3,exp_x_wage,-15,-0.0292935512131899,0.0309507944973344
agentic,3,exp_x_wage,-14,-0.0190564994550778,0.0409865982576732
agentic,3,exp_x_wage,-13,-0.0272447805062706,0.0428883096661153
agentic,3,exp_x_wage,-12,-0.019408449394049,0.0427011819152518
agentic,3,exp_x_wage,-11,-0.0223863216911566,0.0447015028411764
agentic,3,exp_x_wage,-10,-0.0111584684834251,0.0386215637408076
agentic,3,exp_x_wage,-9,0.035692302147328,0.043573185212212
agentic,3,exp_x_wage,-8,0.00965889579290769,0.0393988291292197
agentic,3,exp_x_wage,-7,-0.0239355517627724,0.0421275459399863
agentic,3,exp_x_wage,-6,-0.0699345962612851,0.0355274236205567
agentic,3,exp_x_wage,-5,0.0128918910083125,0.0567212357616361
agentic,3,exp_x_wage,-4,-0.0682434691660789,0.0537992023725403
agentic,3,exp_x_wage,-3,-0.0552621704582083,0.04857375590063
agentic,3,exp_x_wage,-2,-0.0727497448298767,0.0324966210471672
agentic,3,exp_x_wage,-1,0,0
agentic,3,exp_x_wage,0,-0.01124156963911,0.0408740790620711
agentic,3,exp_x_wage,1,0.0129622815888654,0.0383066482338023
agentic,3,exp_x_wage,2,-0.0493451068183314,0.0413525180329437
agentic,3,exp_x_wage,3,-0.00183668611290872,0.0503373222803896
agentic,3,exp_x_wage,4,-0.0205888812071495,0.0351363882571159
agentic,3,exp_x_wage,5,0.0283425012210243,0.0404521479479288
agentic,3,exp_x_wage,6,-0.0971346841004655,0.0485417579300245
agentic,3,exp_x_wage,7,-0.00155229612855223,0.0371451290562711
agentic,3,exp_x_wage,8,-0.0350433138266955,0.0506350167884245
agentic,3,exp_x_wage,9,0.00855784620664525,0.0354499799296107
agentic,3,wage,-22,-0.0899846900761651,0.0503797302623501
agentic,3,wage,-21,0.000469364541111083,0.0594547971047373
agentic,3,wage,-20,0.00318115355454339,0.035475879552484
agentic,3,wage,-19,0.041108960025798,0.0560007247094064
agentic,3,wage,-18,0.0149855875128745,0.0493871585920756
agentic,3,wage,-17,-0.0930859074729277,0.0450804373273685
agentic,3,wage,-16,0.122501146293136,0.0562937441990096
agentic,3,wage,-15,0.0133149378908063,0.0357245951333775
agentic,3,wage,-14,-0.00492354708024261,0.0330195981335161
agentic,3,wage,-13,0.029324334355987,0.0403950597080988
agentic,3,wage,-12,0.0216573951210997,0.0415310197219187
agentic,3,wage,-11,-0.114428773361342,0.0500204420500356
agentic,3,wage,-10,-0.157821078388782,0.0426322874975332
agentic,3,wage,-9,-0.0564184019867353,0.0563054197398727
agentic,3,wage,-8,-0.0218314720206238,0.0393215196758509
agentic,3,wage,-7,0.0889039381679216,0.045614240133041
agentic,3,wage,-6,0.00659657066141368,0.0429729011368194
agentic,3,wage,-5,-0.0652976564618608,0.0467282690615496
agentic,3,wage,-4,0.156367698311513,0.0520335477889192
agentic,3,wage,-3,0.00879191407989876,0.0466011726419563
agentic,3,wage,-2,0.0512217686748963,0.0342393030312488
agentic,3,wage,-1,0,0
agentic,3,wage,0,-0.00807322103061832,0.0387461301380996
agentic,3,wage,1,-0.0965300765542334,0.0414417807749141
agentic,3,wage,2,-0.080907032172802,0.0505984887637003
agentic,3,wage,3,-0.022627961213689,0.0526348740133286
agentic,3,wage,4,-0.0212034889056915,0.0370370157113548
agentic,3,wage,5,-0.0338029259033732,0.0396883080949849
agentic,3,wage,6,-0.210652677439099,0.0551670460202341
agentic,3,wage,7,-0.0967862571005898,0.0427707397450176
agentic,3,wage,8,0.127707186164411,0.0531698889991548
agentic,3,wage,9,-0.0814178104168406,0.0386924391483992
agentic,4,exp,-22,-0.0874357072525825,0.0560501097151655
agentic,4,exp,-21,0.0328220044213853,0.0551615278464016
agentic,4,exp,-20,0.0613375396570259,0.0391758956276834
agentic,4,exp,-19,-0.00806629665218551,0.0579914048859196
agentic,4,exp,-18,0.0653759853332615,0.0619439464509286
agentic,4,exp,-17,0.0589778680913661,0.0477093387022933
agentic,4,exp,-16,0.180419022415839,0.0505586598186704
agentic,4,exp,-15,0.060267695526712,0.0411928331740121
agentic,4,exp,-14,0.0768808455561062,0.0536084070535012
agentic,4,exp,-13,0.0506105537496601,0.036497001038694
agentic,4,exp,-12,0.00196975636645295,0.0506198226102082
agentic,4,exp,-11,-0.0721268728527286,0.052241473253068
agentic,4,exp,-10,-0.0445409926567071,0.0462455821397003
agentic,4,exp,-9,0.038680147053783,0.0509059391534414
agentic,4,exp,-8,0.0125803731806373,0.0405722875131753
agentic,4,exp,-7,-0.0131234625539083,0.0464044747268618
agentic,4,exp,-6,0.0810052717252302,0.0521587331209446
agentic,4,exp,-5,0.0902427883033929,0.0535266983616968
agentic,4,exp,-4,0.199074945281897,0.0536668249538401
agentic,4,exp,-3,0.027134480250112,0.0662317338859242
agentic,4,exp,-2,0.0483136863424521,0.0441587813176126
agentic,4,exp,-1,0,0
agentic,4,exp,0,0.0201133214902221,0.0397788313421732
agentic,4,exp,1,-0.0523940035389971,0.0406671381591926
agentic,4,exp,2,-0.126810445354174,0.0421482285054723
agentic,4,exp,3,0.0344720972447582,0.0579015985987297
agentic,4,exp,4,0.0580571891557673,0.0444287331834343
agentic,4,exp,5,0.0881363541675743,0.0455954190664697
agentic,4,exp,6,0.0974563289334876,0.0534036152934765
agentic,4,exp,7,0.164156456242913,0.0500001773721431
agentic,4,exp,8,0.237543733825591,0.0631335537122219
agentic,4,exp,9,0.0413747574047648,0.048925304951893
agentic,4,exp_only,-22,-0.120383073229132,0.0434867016726223
agentic,4,exp_only,-21,-0.00236455547735375,0.0452968701625653
agentic,4,exp_only,-20,0.0393383307733225,0.0377317205448402
agentic,4,exp_only,-19,-0.0180384475907033,0.0495596191873901
agentic,4,exp_only,-18,0.0676737938711181,0.0442637200750011
agentic,4,exp_only,-17,0.000913350551760539,0.0440508800070574
agentic,4,exp_only,-16,0.214776916961784,0.041399912059399
agentic,4,exp_only,-15,0.0415833574716746,0.0357748611045029
agentic,4,exp_only,-14,0.0316734939530361,0.0411326503883844
agentic,4,exp_only,-13,0.0217347959333676,0.0290719862341771
agentic,4,exp_only,-12,-0.0258503373853272,0.0349915645928547
agentic,4,exp_only,-11,-0.152677447266077,0.0411474095680207
agentic,4,exp_only,-10,-0.134024241899091,0.0421916789614135
agentic,4,exp_only,-9,-0.00323939918590072,0.0437825312663552
agentic,4,exp_only,-8,-0.0193478214971702,0.0384322911094931
agentic,4,exp_only,-7,0.051311134035909,0.0419401706577239
agentic,4,exp_only,-6,0.0559774189888929,0.0374450871493425
agentic,4,exp_only,-5,0.0182701300411796,0.0522862610465678
agentic,4,exp_only,-4,0.274421660674303,0.0456914656264217
agentic,4,exp_only,-3,0.0281608157555001,0.0627576730986463
agentic,4,exp_only,-2,0.0474362449093735,0.0416490272616777
agentic,4,exp_only,-1,0,0
agentic,4,exp_only,0,-0.015826137255701,0.0331540955063072
agentic,4,exp_only,1,-0.144500788175964,0.0380036990400547
agentic,4,exp_only,2,-0.178426520719386,0.0344410090295565
agentic,4,exp_only,3,-0.0213902140249245,0.0454280703538892
agentic,4,exp_only,4,0.00363834136163737,0.033921776698044
agentic,4,exp_only,5,0.0552930634118332,0.038200630993697
agentic,4,exp_only,6,-0.00452663758474988,0.0427724450889558
agentic,4,exp_only,7,0.0867860587569084,0.0426337383649133
agentic,4,exp_only,8,0.274005130537874,0.051810567547707
agentic,4,exp_only,9,-0.000609412914947524,0.037472069480707
agentic,4,exp_x_wage,-22,-0.0406499648123368,0.0581510890069433
agentic,4,exp_x_wage,-21,-0.0197327020300342,0.0746299472649737
agentic,4,exp_x_wage,-20,0.0417807407983321,0.0573326145444971
agentic,4,exp_x_wage,-19,-0.026404236122434,0.0644768201511853
