age_group,spec,ai_q,term,coef,se,n_obs,n_occ
2,preseas,5,slope_pre,0.00231674489585311,0.00105775428229714,24242,391
3,joint,1,dslope_agentic,-0.000562262325880547,0.00109285976495028,24366,393
3,joint,1,dslope_chatgpt,-0.00196215929344225,0.00121810582531703,24366,393
3,joint,1,slope_mid,0.00101405565481155,0.000718963800990341,24366,393
3,joint,1,slope_post,0.000451793328931005,0.000902126322825999,24366,393
3,joint,1,slope_pre,0.0029762149482538,0.0012056495138163,24366,393
3,joint,2,dslope_agentic,0.00232990576548018,0.00213506201766305,24366,393
3,joint,2,dslope_chatgpt,-0.00306093210268727,0.00219843683352868,24366,393
3,joint,2,slope_mid,-0.000613538990113703,0.00155523892355646,24366,393
3,joint,2,slope_post,0.00171636677536647,0.0019190482959389,24366,393
3,joint,2,slope_pre,0.00244739311257357,0.00175262201144919,24366,393
3,joint,4,dslope_agentic,-0.000903740564548306,0.00103006050385378,24366,393
3,joint,4,dslope_chatgpt,0.00030954493549512,0.0008678919053046,24366,393
3,joint,4,slope_mid,0.000371479672024597,0.000775121005526949,24366,393
3,joint,4,slope_post,-0.000532260892523709,0.000908517397530624,24366,393
3,joint,4,slope_pre,6.19347365294763e-05,0.000982039622892163,24366,393
3,joint,5,dslope_agentic,-0.00138505061469663,0.000961247227393822,24366,393
3,joint,5,dslope_chatgpt,-0.000500330051600867,0.000936457577307345,24366,393
3,joint,5,slope_mid,-0.000751966868480253,0.000777788959980841,24366,393
3,joint,5,slope_post,-0.00213701748317688,0.000758097397737846,24366,393
3,joint,5,slope_pre,-0.000251636816879386,0.00106283627408931,24366,393
3,preseas,1,dslope_agentic,-0.000597793860078627,0.00111351113225119,24366,393
3,preseas,1,dslope_chatgpt,-0.00192297519727769,0.00126618548446974,24366,393
3,preseas,1,slope_mid,0.00102292800474041,0.000725367881507502,24366,393
3,preseas,1,slope_post,0.000425134144661782,0.000909752118293076,24366,393
3,preseas,1,slope_pre,0.0029459032020181,0.00122616999814633,24366,393
3,preseas,2,dslope_agentic,0.00230394227378891,0.00214124974009432,24366,393
3,preseas,2,dslope_chatgpt,-0.00299425627900896,0.00234165272557149,24366,393
3,preseas,2,slope_mid,-0.000600449308563698,0.00155261696836839,24366,393
3,preseas,2,slope_post,0.00170349296522522,0.00196700946358234,24366,393
3,preseas,2,slope_pre,0.00239380697044526,0.00188613095153202,24366,393
3,preseas,4,dslope_agentic,-0.000914977944360988,0.00104788623473076,24366,393
3,preseas,4,dslope_chatgpt,0.000299244273651488,0.000906709746682092,24366,393
3,preseas,4,slope_mid,0.000370581494074516,0.000779797099633311,24366,393
3,preseas,4,slope_post,-0.000544396450286472,0.000890525163897175,24366,393
3,preseas,4,slope_pre,7.13372204230282e-05,0.000999089402355399,24366,393
3,preseas,5,dslope_agentic,-0.00132725200807921,0.000979628251073894,24366,393
3,preseas,5,dslope_chatgpt,-0.000515182088052915,0.000956364232296151,24366,393
3,preseas,5,slope_mid,-0.000757400811028857,0.000782150342183553,24366,393
3,preseas,5,slope_post,-0.00208465281910807,0.000755825568668146,24366,393
3,preseas,5,slope_pre,-0.000242218722975942,0.00106227303092272,24366,393
4,joint,1,dslope_agentic,0.000693005670829657,0.000903612195890324,24304,392
4,joint,1,dslope_chatgpt,-0.000617544154558544,0.000894936548682182,24304,392
4,joint,1,slope_mid,0.000322171542810904,0.000622955722267506,24304,392
4,joint,1,slope_post,0.00101517721364056,0.000906768158598181,24304,392
4,joint,1,slope_pre,0.000939715697369448,0.000974638875184723,24304,392
4,joint,2,dslope_agentic,0.00210915408076864,0.00152061614008291,24304,392
4,joint,2,dslope_chatgpt,-0.00151630577026149,0.00159134024202152,24304,392
4,joint,2,slope_mid,0.000438165968393076,0.0012361394025606,24304,392
4,joint,2,slope_post,0.00254732004916172,0.00125498277774349,24304,392
4,joint,2,slope_pre,0.00195447173865457,0.00122814560881948,24304,392
4,joint,4,dslope_agentic,-0.00125718314745896,0.0007277398903746,24304,392
4,joint,4,dslope_chatgpt,0.000669078962329092,0.000651295343253082,24304,392
4,joint,4,slope_mid,0.000698909755742148,0.000616694477178769,24304,392
4,joint,4,slope_post,-0.000558273391716811,0.00058074833115444,24304,392
4,joint,4,slope_pre,2.9830793413056e-05,0.000740772399886177,24304,392
4,joint,5,dslope_agentic,-0.000826942996947558,0.000696929137757605,24304,392
4,joint,5,dslope_chatgpt,0.000447378667611183,0.000707115316609425,24304,392
4,joint,5,slope_mid,1.88170094552951e-05,0.000740495522182211,24304,392
4,joint,5,slope_post,-0.000808125987492263,0.000664431802810293,24304,392
4,joint,5,slope_pre,-0.000428561658155888,0.000941129265074844,24304,392
4,preseas,1,dslope_agentic,0.000626577314967277,0.0008797693801472,24304,392
4,preseas,1,dslope_chatgpt,-0.00058891588885834,0.000928349328137832,24304,392
4,preseas,1,slope_mid,0.00033082526160269,0.000625847790622477,24304,392
4,preseas,1,slope_post,0.000957402576569967,0.000874938720043953,24304,392
4,preseas,1,slope_pre,0.00091974115046103,0.000990970299373945,24304,392
4,preseas,2,dslope_agentic,0.00198744093726251,0.00150967405758929,24304,392
4,preseas,2,dslope_chatgpt,-0.00142839956505777,0.00171736702754698,24304,392
4,preseas,2,slope_mid,0.000459673340237781,0.0012406646459106,24304,392
4,preseas,2,slope_post,0.00244711427750029,0.00129281962925433,24304,392
4,preseas,2,slope_pre,0.00188807290529555,0.00132062432851117,24304,392
4,preseas,4,dslope_agentic,-0.0012554352531855,0.000741046333593782,24304,392
4,preseas,4,dslope_chatgpt,0.000650932043265694,0.000672680306577338,24304,392
4,preseas,4,slope_mid,0.00069596768682734,0.000619458831115448,24304,392
4,preseas,4,slope_post,-0.000559467566358157,0.000574460604954085,24304,392
4,preseas,4,slope_pre,4.5035643561646e-05,0.000748709331161368,24304,392
4,preseas,5,dslope_agentic,-0.000824003134108069,0.000690206681380478,24304,392
4,preseas,5,dslope_chatgpt,0.000434016574697863,0.000726308032179719,24304,392
4,preseas,5,slope_mid,1.64650280003006e-05,0.000744447429485808,24304,392
4,preseas,5,slope_post,-0.000807538106107768,0.000625271273218323,24304,392
4,preseas,5,slope_pre,-0.000417551546697562,0.000939955110470896,24304,392
