timing,age_group,term,k,coef,se
agentic,1,wage,-10,-0.0351313927793628,0.0611929949859417
agentic,1,wage,-9,0.169223880618218,0.0638398346652356
agentic,1,wage,-8,0.124234128214156,0.0390749189912171
agentic,1,wage,-7,0.0478762756304794,0.0501764868835199
agentic,1,wage,-6,-0.00771417679810148,0.0382205669617625
agentic,1,wage,-5,-0.0942433119085613,0.0443836384875223
agentic,1,wage,-4,0.187168314484297,0.0548829648111026
agentic,1,wage,-3,0.0143445903101069,0.0423613573996712
agentic,1,wage,-2,0.0588964367323736,0.0417141833780065
agentic,1,wage,-1,0,0
agentic,1,wage,0,0.0223206611791841,0.0441518403467048
agentic,1,wage,1,-0.0438431934647708,0.0559301185465894
agentic,1,wage,2,-0.0487749428428898,0.0648402932876981
agentic,1,wage,3,0.153168051060141,0.0577867408970476
agentic,1,wage,4,0.107161886373388,0.0368404141797218
agentic,1,wage,5,-0.00609170118741433,0.0375096553956014
agentic,1,wage,6,-0.123525843436166,0.0511285283694059
agentic,1,wage,7,-0.0883860332309055,0.035669310196485
agentic,1,wage,8,0.173759667976019,0.0652612483427376
agentic,1,wage,9,0.000149063723066221,0.0522986523144911
agentic,2,exp,-22,-0.0294045044704219,0.0538005347347811
agentic,2,exp,-21,0.168795472542038,0.0400634969527761
agentic,2,exp,-20,0.126981035296631,0.0342780053848641
agentic,2,exp,-19,0.00657397467956882,0.0413908820181497
agentic,2,exp,-18,0.0788387718692334,0.0595908152461938
agentic,2,exp,-17,0.0607426922174343,0.0370825762094249
agentic,2,exp,-16,0.172628827983257,0.0347291776668422
agentic,2,exp,-15,0.0874383557769037,0.0350647309826347
agentic,2,exp,-14,0.0440274152319491,0.0313471089097069
agentic,2,exp,-13,0.0605285117617406,0.031656982257121
agentic,2,exp,-12,0.0447574213857787,0.0371085471296699
agentic,2,exp,-11,-0.025635735107195,0.0424492111819285
agentic,2,exp,-10,-0.022819625075624,0.0404970341779991
agentic,2,exp,-9,0.140082894497617,0.0387397739851271
agentic,2,exp,-8,0.106720207249997,0.0324782923295367
agentic,2,exp,-7,0.0674562907129724,0.0419139211420681
agentic,2,exp,-6,0.0579998767061218,0.0356096250709357
agentic,2,exp,-5,0.0622529177447786,0.043599739109069
agentic,2,exp,-4,0.158285540695413,0.0406786763688989
agentic,2,exp,-3,0.11968822306008,0.0535738035030501
agentic,2,exp,-2,0.0692376432667758,0.03397268539718
agentic,2,exp,-1,0,0
agentic,2,exp,0,0.0566754944590112,0.0337920154907764
agentic,2,exp,1,-0.00776681669275424,0.0437073774188735
agentic,2,exp,2,-0.124314742441884,0.0440167454104615
agentic,2,exp,3,0.147529783423642,0.0425211553646371
agentic,2,exp,4,0.109822822172537,0.0338051961539182
agentic,2,exp,5,0.144134938419451,0.0329911893155216
agentic,2,exp,6,0.0413647466645669,0.0488534733085261
agentic,2,exp,7,0.159632908059147,0.0597319253772916
agentic,2,exp,8,0.270013057819897,0.0481941532052448
agentic,2,exp,9,0.132243281162282,0.0354695460871053
agentic,2,exp_only,-22,-0.0836558542589708,0.0456998332551328
agentic,2,exp_only,-21,0.145537018705149,0.0372530091115601
agentic,2,exp_only,-20,0.120387152222096,0.0309727655073051
agentic,2,exp_only,-19,0.0384125057623374,0.0348701785209123
agentic,2,exp_only,-18,0.0742694779341564,0.0556268529722632
agentic,2,exp_only,-17,-0.0125878125885499,0.0369327106336473
agentic,2,exp_only,-16,0.23432979265862,0.0331241008698592
agentic,2,exp_only,-15,0.0714852296831194,0.0299902214269665
agentic,2,exp_only,-14,0.0689106273432957,0.0305672566937367
agentic,2,exp_only,-13,0.0764023483232725,0.0289262553614666
agentic,2,exp_only,-12,0.017067811593273,0.0291294255372671
agentic,2,exp_only,-11,-0.0903044896152923,0.0334828836733014
agentic,2,exp_only,-10,-0.102444200680492,0.0367862915169136
agentic,2,exp_only,-9,0.116262435776307,0.0345368811895164
agentic,2,exp_only,-8,0.0993182134642027,0.0275141942160873
agentic,2,exp_only,-7,0.0973652762540619,0.0323570953225266
agentic,2,exp_only,-6,0.0410818892077627,0.0330494490624733
agentic,2,exp_only,-5,0.0144295473563904,0.0435484753446427
agentic,2,exp_only,-4,0.237006822570754,0.0404328972971467
agentic,2,exp_only,-3,0.116242443435146,0.0493051654064757
agentic,2,exp_only,-2,0.0845974025405764,0.029434787618678
agentic,2,exp_only,-1,0,0
agentic,2,exp_only,0,0.0543480653114894,0.0322111554171635
agentic,2,exp_only,1,-0.0676616187075198,0.0329317506185872
agentic,2,exp_only,2,-0.184553944444815,0.033167463983754
agentic,2,exp_only,3,0.124882201522679,0.0363712557601786
agentic,2,exp_only,4,0.109651687373702,0.0294226386766763
agentic,2,exp_only,5,0.137571692743469,0.0332394285631195
agentic,2,exp_only,6,-0.0263595321655833,0.0459735213405496
agentic,2,exp_only,7,0.100722430796797,0.055156376698443
agentic,2,exp_only,8,0.330677290729019,0.0448573834525782
agentic,2,exp_only,9,0.128521262295058,0.0315059810126687
agentic,2,exp_x_wage,-22,-0.0356649993893784,0.0397663595453117
agentic,2,exp_x_wage,-21,-0.0124127319204185,0.0418786712348746
agentic,2,exp_x_wage,-20,0.0190020360793895,0.0323690396068536
agentic,2,exp_x_wage,-19,-0.023412706731059,0.0423452519687345
agentic,2,exp_x_wage,-18,-0.0836708168505743,0.0629401815294556
agentic,2,exp_x_wage,-17,-0.0645842772995887,0.0377940302990688
agentic,2,exp_x_wage,-16,-0.0362335413459266,0.0364519121315435
agentic,2,exp_x_wage,-15,-0.00359707361890134,0.0271215386313163
agentic,2,exp_x_wage,-14,-0.0269730266952728,0.0388573544577623
agentic,2,exp_x_wage,-13,-0.0432841060811811,0.0249586851832383
agentic,2,exp_x_wage,-12,-0.0376173933376558,0.0356413135713222
agentic,2,exp_x_wage,-11,-0.0821793615563136,0.0384545712600055
agentic,2,exp_x_wage,-10,-0.0487066976760131,0.0377326565660453
agentic,2,exp_x_wage,-9,0.000902758230296471,0.0347142240077173
agentic,2,exp_x_wage,-8,-0.0155008344722236,0.029591551227014
agentic,2,exp_x_wage,-7,-0.0953769784986613,0.0580878489004391
agentic,2,exp_x_wage,-6,-0.0848053805044017,0.0322173384471115
agentic,2,exp_x_wage,-5,0.0228422897600804,0.0393309247484128
agentic,2,exp_x_wage,-4,-0.118576485553843,0.0415168739358202
agentic,2,exp_x_wage,-3,-0.108025879768096,0.0511591749002839
agentic,2,exp_x_wage,-2,-0.0519623247493833,0.0307506960004761
agentic,2,exp_x_wage,-1,0,0
agentic,2,exp_x_wage,0,0.00431968014661522,0.0384259783603938
agentic,2,exp_x_wage,1,-0.0379711999041002,0.0375149272360579
agentic,2,exp_x_wage,2,-0.101781256607584,0.0406999983848278
agentic,2,exp_x_wage,3,-0.0174788221859544,0.0429683034128485
agentic,2,exp_x_wage,4,-0.0262244184428839,0.0356464502141884
agentic,2,exp_x_wage,5,0.0169504512770707,0.0309712142272582
agentic,2,exp_x_wage,6,-0.15020786466655,0.0478392182300964
agentic,2,exp_x_wage,7,-0.0140759962535165,0.0415032696562375
agentic,2,exp_x_wage,8,-0.0562636875655253,0.036871234393307
agentic,2,exp_x_wage,9,-0.0133297093941005,0.0315541589574684
agentic,2,wage,-22,-0.103972286594497,0.0526480742482395
agentic,2,wage,-21,-0.0472223529704894,0.0569920715333163
agentic,2,wage,-20,-0.0161172965190884,0.0325140569848793
agentic,2,wage,-19,0.0582674974483578,0.0437564581883013
agentic,2,wage,-18,-0.0105947406582785,0.0499350701975998
agentic,2,wage,-17,-0.146934549561196,0.043148856977768
agentic,2,wage,-16,0.11757583481107,0.0442153834040358
agentic,2,wage,-15,-0.0314976376081399,0.0344891211484616
agentic,2,wage,-14,0.0452046922628012,0.0340730470898253
agentic,2,wage,-13,0.0287968938014667,0.036602234100502
agentic,2,wage,-12,-0.0541708610345395,0.0367053766868636
agentic,2,wage,-11,-0.134497368859993,0.0447697467491555
agentic,2,wage,-10,-0.15617252585415,0.049780069578187
agentic,2,wage,-9,-0.0474993083016014,0.0589336983394938
agentic,2,wage,-8,-0.0162002325431267,0.031635018134823
agentic,2,wage,-7,0.0596146386266037,0.0456004666178378
agentic,2,wage,-6,-0.0360646538152662,0.0350728703610697
agentic,2,wage,-5,-0.0865384896149928,0.0444818954423439
agentic,2,wage,-4,0.172384772220103,0.0515413398394687
agentic,2,wage,-3,-0.00694608456976614,0.0455884250242299
agentic,2,wage,-2,0.0281780226363545,0.0331819687946915
agentic,2,wage,-1,0,0
agentic,2,wage,0,-0.00574777190362287,0.0440162978772683
agentic,2,wage,1,-0.115393734433449,0.0448189204065838
agentic,2,wage,2,-0.133816153384874,0.0501824119828868
agentic,2,wage,3,-0.045510318641537,0.0609986596370942
agentic,2,wage,4,-0.00247545372011765,0.033663772821705
agentic,2,wage,5,-0.0166777882986273,0.0402495257394992
agentic,2,wage,6,-0.155220623617674,0.0531800075020852
agentic,2,wage,7,-0.113623944126724,0.0444311811356619
agentic,2,wage,8,0.123704602965346,0.0444110289407092
agentic,2,wage,9,-0.00991906515586026,0.0371060363120591
agentic,3,exp,-22,-0.0521012314688098,0.0713680340291837
agentic,3,exp,-21,0.113747327645063,0.0517021205302296
agentic,3,exp,-20,0.0842824892594185,0.0413329687071099
agentic,3,exp,-19,-0.0319431047169716,0.0538756805637595
agentic,3,exp,-18,0.0376383487304509,0.0848109715401187
agentic,3,exp,-17,0.0789728055577155,0.0462907805781005
agentic,3,exp,-16,0.170458040224237,0.047546827731049
agentic,3,exp,-15,0.0518603264823754,0.039772003664317
agentic,3,exp,-14,0.0722524014132854,0.0475508594098802
agentic,3,exp,-13,0.0384363352730573,0.0405325006532908
agentic,3,exp,-12,-0.00939796118758063,0.0457397547222025
agentic,3,exp,-11,-0.0465961597753288,0.0476679811290879
agentic,3,exp,-10,-0.00506503203945703,0.0473888735897534
agentic,3,exp,-9,0.122471357360322,0.0476016679787285
agentic,3,exp,-8,0.0762160329113133,0.0367735239806885
agentic,3,exp,-7,0.00835810116590207,0.0487422794334148
agentic,3,exp,-6,0.0333859914457564,0.0469396821130751
agentic,3,exp,-5,0.0676638631498172,0.057396857037993
agentic,3,exp,-4,0.156737674930745,0.0541950958711274
agentic,3,exp,-3,0.0560539709568108,0.0625620060662669
agentic,3,exp,-2,0.0293993470337696,0.0434842116448201
agentic,3,exp,-1,0,0
agentic,3,exp,0,0.0385637022636858,0.0393233878899802
agentic,3,exp,1,-0.0436775459896656,0.0451680617629569
agentic,3,exp,2,-0.11745419807982,0.0498205692353962
agentic,3,exp,3,0.103013152812115,0.0528198368612072
agentic,3,exp,4,0.0586785837962366,0.0411044403132885
agentic,3,exp,5,0.114445343960217,0.0405881841521193
agentic,3,exp,6,0.105733706484284,0.054255842256467
agentic,3,exp,7,0.127044853874284,0.0538181289580369
agentic,3,exp,8,0.211728171091297,0.0586931312688382
agentic,3,exp,9,0.144675466530971,0.0466946666148822
agentic,3,exp_only,-22,-0.0943421106491033,0.050647895561242
agentic,3,exp_only,-21,0.0916906234669044,0.0348404146960637
agentic,3,exp_only,-20,0.0849775473801034,0.0332119580507239
agentic,3,exp_only,-19,0.0161343216470571,0.0416348595505595
agentic,3,exp_only,-18,0.0770495756235079,0.0602794280246458
agentic,3,exp_only,-17,0.0197427769774226,0.0338750618535798
agentic,3,exp_only,-16,0.237264569230281,0.034629989043737
agentic,3,exp_only,-15,0.0536371224654081,0.0295153471185575
agentic,3,exp_only,-14,0.0671834825751904,0.0328997355662118
agentic,3,exp_only,-13,0.0500315894014572,0.0299918898599185
agentic,3,exp_only,-12,-0.0132470987395056,0.0303172499170942
agentic,3,exp_only,-11,-0.11471768447449,0.0328469060779365
agentic,3,exp_only,-10,-0.116548157442117,0.0342042707886669
agentic,3,exp_only,-9,0.0733728724411289,0.0324394388266204
agentic,3,exp_only,-8,0.0586302700620931,0.0254616409366812
agentic,3,exp_only,-7,0.0670325288103093,0.0335694145686839
agentic,3,exp_only,-6,0.0480067829519831,0.034273795010099
agentic,3,exp_only,-5,0.0136341104113872,0.0560997336406576
agentic,3,exp_only,-4,0.257218908879658,0.0402905533824632
agentic,3,exp_only,-3,0.0618019092252173,0.0555901424439114
agentic,3,exp_only,-2,0.0532396766252502,0.0342633881521154
agentic,3,exp_only,-1,0,0
agentic,3,exp_only,0,0.0346420780906816,0.0354574499646387
agentic,3,exp_only,1,-0.122140676680358,0.0286024324324429
agentic,3,exp_only,2,-0.174897099238427,0.0328178850599679
agentic,3,exp_only,3,0.0721030866092448,0.0357177078765638
agentic,3,exp_only,4,0.0428205356600659,0.0274318105885347
agentic,3,exp_only,5,0.0855278312406457,0.0341785180432885
agentic,3,exp_only,6,0.00403876569418565,0.0474591168896201
agentic,3,exp_only,7,0.0667745408341298,0.0432585243840993
agentic,3,exp_only,8,0.282168851893484,0.0451066775745216
agentic,3,exp_only,9,0.097395035237067,0.0329964162020499
agentic,3,exp_x_wage,-22,-0.0448068475861529,0.0530838122540108
agentic,3,exp_x_wage,-21,0.0224545905991451,0.0554933726395377
agentic,3,exp_x_wage,-20,-0.0129801791094259,0.0500361051885013
agentic,3,exp_x_wage,-19,-0.0432619500438391,0.0567355907787258
agentic,3,exp_x_wage,-18,-0.103373213296977,0.0953947664299439
agentic,3,exp_x_wage,-17,-0.0165746846034702,0.0497561831357863
agentic,3,exp_x_wage,-16,-0.00642102140366188,0.0512134934273961
agentic,3,exp_x_wage,-15,-0.0183696979747845,0.0357804330203423
agentic,3,exp_x_wage,-14,-0.00661013664504947,0.051818137817425
agentic,3,exp_x_wage,-13,-0.0112524881542748,0.0464769420539799
agentic,3,exp_x_wage,-12,-0.000934007897576689,0.0500722333773449
agentic,3,exp_x_wage,-11,-0.0257808162462667,0.0508624242095453
agentic,3,exp_x_wage,-10,-0.0100643209098939,0.0492014984963908
agentic,3,exp_x_wage,-9,0.0120503472109085,0.0514278060317815
agentic,3,exp_x_wage,-8,0.0127138265731842,0.0440416424864126
agentic,3,exp_x_wage,-7,-0.0373006851922111,0.0524528071444119
agentic,3,exp_x_wage,-6,-0.0646950035709472,0.0436850078727424
agentic,3,exp_x_wage,-5,0.0687354429648532,0.0638229147053303
agentic,3,exp_x_wage,-4,-0.102799256866343,0.0568520773781672
agentic,3,exp_x_wage,-3,-0.0865572435265694,0.0619275684042835
agentic,3,exp_x_wage,-2,-0.0711313641463324,0.0389771167407534
agentic,3,exp_x_wage,-1,0,0
agentic,3,exp_x_wage,0,0.0178474929481877,0.0510629510969763
agentic,3,exp_x_wage,1,0.017234117986189,0.0464677235027888
agentic,3,exp_x_wage,2,-0.0442227681063213,0.0512768460940097
agentic,3,exp_x_wage,3,-0.0178325622668227,0.0590434565103375
agentic,3,exp_x_wage,4,-0.00511595044048176,0.0418194082779725
agentic,3,exp_x_wage,5,0.0411561840284646,0.0487967590615529
agentic,3,exp_x_wage,6,-0.162741259470056,0.05578893740247
agentic,3,exp_x_wage,7,0.00711973811596697,0.0438147503567515
agentic,3,exp_x_wage,8,-0.0454243377135286,0.0548039329670662
agentic,3,exp_x_wage,9,0.01122199572981,0.0397690663704635
agentic,3,wage,-22,-0.0802252633813624,0.0680980356229949
agentic,3,wage,-21,-0.0343360680611747,0.0613570250887278
agentic,3,wage,-20,-0.00195262341332887,0.0416087944378933
agentic,3,wage,-19,0.0716250126620713,0.0563681781925724
agentic,3,wage,-18,0.0514048708380502,0.0718700576767524
agentic,3,wage,-17,-0.102495281334571,0.054517787421236
agentic,3,wage,-16,0.110281936346966,0.0542012787702698
agentic,3,wage,-15,-0.000797656097798577,0.0423866658572386
agentic,3,wage,-14,-0.010362211207332,0.044206512509439
agentic,3,wage,-13,0.016553070645134,0.0460216983131201
agentic,3,wage,-12,-0.00622295335592325,0.0472761462901805
agentic,3,wage,-11,-0.117552146291035,0.0523732968283398
agentic,3,wage,-10,-0.185351288559586,0.0531722077968303
agentic,3,wage,-9,-0.0804103097398582,0.0614659704296525
agentic,3,wage,-8,-0.0275865895765087,0.0450834385051144
agentic,3,wage,-7,0.0909612090737424,0.0511566187190269
agentic,3,wage,-6,0.0130961213114094,0.0484863573758189
agentic,3,wage,-5,-0.0734323972689622,0.058332492406317
agentic,3,wage,-4,0.174259175635645,0.066772865401908
agentic,3,wage,-3,-0.00582395153797517,0.0587639487212833
agentic,3,wage,-2,0.0279950113852954,0.0418817114933625
agentic,3,wage,-1,0,0
agentic,3,wage,0,-0.00387781600969648,0.0526221836948286
agentic,3,wage,1,-0.119728122357658,0.0487000925196
agentic,3,wage,2,-0.105682289467109,0.0582778983320183
agentic,3,wage,3,-0.0557960967652376,0.0609403460693952
agentic,3,wage,4,-0.0275937104799377,0.0449775873266614
agentic,3,wage,5,-0.0423111649373625,0.0490469477659745
agentic,3,wage,6,-0.23709826676467,0.0595922623207702
agentic,3,wage,7,-0.100002240303697,0.0503799665028025
agentic,3,wage,8,0.119681593835773,0.0570514436319706
agentic,3,wage,9,-0.0784818996472139,0.0447338272286438
agentic,4,exp,-22,-0.0273675572669766,0.0709507981713803
agentic,4,exp,-21,0.0656088570687259,0.0535079400639824
agentic,4,exp,-20,0.0974744613661091,0.0430522926938679
agentic,4,exp,-19,-0.0227189316319821,0.0715031804764953
agentic,4,exp,-18,0.0930349437805469,0.0896664662809227
agentic,4,exp,-17,0.0842302111937974,0.0533806891985132
agentic,4,exp,-16,0.201656378397443,0.0515378029254774
agentic,4,exp,-15,0.0866018010739732,0.0491303486971855
agentic,4,exp,-14,0.117262614795038,0.0600665596357136
agentic,4,exp,-13,0.0762027325302231,0.0443139365719529
agentic,4,exp,-12,0.0263599527844967,0.0566852724187853
agentic,4,exp,-11,-0.065696068829405,0.0583651040568541
agentic,4,exp,-10,0.0131804956962857,0.0539162840160435
agentic,4,exp,-9,0.0667926845289377,0.0559644986014347
agentic,4,exp,-8,0.039501258006343,0.0470843696290282
agentic,4,exp,-7,0.00651397460963067,0.0621640672063045
agentic,4,exp,-6,0.104309476740061,0.0481381119452961
agentic,4,exp,-5,0.155676282766998,0.0609785493190094
agentic,4,exp,-4,0.197737930146928,0.0608334765249701
agentic,4,exp,-3,0.0620237776106545,0.0845259319705848
agentic,4,exp,-2,0.0788261934325659,0.0520376832263038
agentic,4,exp,-1,0,0
agentic,4,exp,0,0.0463387210980076,0.0499910193455403
agentic,4,exp,1,-0.0174987112774828,0.0471601191426211
agentic,4,exp,2,-0.0726775608405207,0.0524986126769167
agentic,4,exp,3,0.066096701493542,0.0601361874859782
agentic,4,exp,4,0.0707723877374083,0.0448642682949484
agentic,4,exp,5,0.107111369672015,0.0515615956412104
agentic,4,exp,6,0.130057651094535,0.0569977500158381
agentic,4,exp,7,0.177142605566036,0.0555215784388934
agentic,4,exp,8,0.225793699123137,0.0703624395469922
agentic,4,exp,9,0.102145841172928,0.0522592443664641
agentic,4,exp_only,-22,-0.072470948499465,0.0507152075506488
agentic,4,exp_only,-21,0.0189705006157178,0.04384149019941
agentic,4,exp_only,-20,0.0611684072172701,0.038941750599364
agentic,4,exp_only,-19,-0.0223627455473156,0.0540865796280102
agentic,4,exp_only,-18,0.105426497393952,0.0670581996180774
agentic,4,exp_only,-17,-0.00287584510962508,0.0460763978753665
agentic,4,exp_only,-16,0.224230429273307,0.0396454981518982
agentic,4,exp_only,-15,0.0558980114245936,0.0387372502949888
agentic,4,exp_only,-14,0.0590335135639197,0.042640790809385
agentic,4,exp_only,-13,0.0412289738802954,0.0311595791346132
agentic,4,exp_only,-12,-0.0125528940490776,0.0360989092213003
agentic,4,exp_only,-11,-0.144350941746206,0.0425834769580274
agentic,4,exp_only,-10,-0.0928210837617771,0.0414094880464525
agentic,4,exp_only,-9,0.00505245272803433,0.0449508107245967
agentic,4,exp_only,-8,-0.0054538829521837,0.0394820887637298
agentic,4,exp_only,-7,0.0683911033699085,0.048831402883763
agentic,4,exp_only,-6,0.0824432749409345,0.03423731565026
agentic,4,exp_only,-5,0.0424437175140971,0.0594680480151192
agentic,4,exp_only,-4,0.26437430793025,0.044910773237511
agentic,4,exp_only,-3,0.048121215770469,0.0836714319699648
agentic,4,exp_only,-2,0.0658294636107198,0.0431979133364274
agentic,4,exp_only,-1,0,0
agentic,4,exp_only,0,-0.00197336004096108,0.0422314949061889
agentic,4,exp_only,1,-0.12755136789001,0.0365674160660744
agentic,4,exp_only,2,-0.157398447179845,0.0339508588758831
agentic,4,exp_only,3,-0.00567776536692741,0.0429120724909121
agentic,4,exp_only,4,0.00970822257998022,0.0353324250221488
agentic,4,exp_only,5,0.0634151567263739,0.0449529469968076
agentic,4,exp_only,6,0.0317329699506714,0.054926675596982
agentic,4,exp_only,7,0.0963547163245273,0.0503886915815802
agentic,4,exp_only,8,0.264215407439691,0.0541879034217117
agentic,4,exp_only,9,0.0467163281976913,0.0378204963082222
agentic,4,exp_x_wage,-22,-0.0332906614055432,0.0668840244284839
agentic,4,exp_x_wage,-21,-0.0409715887431157,0.0731568387982675
agentic,4,exp_x_wage,-20,0.0631479405481631,0.0674680321590861
agentic,4,exp_x_wage,-19,-0.0679548053621358,0.0791778989844469
