sector,age_group,outcome,ai_q,coef,se,p_value,n_obs,n_occ
2,3,log_wage,3,-0.00426076111506395,0.00487151603214481,0.382312246922871,23102,393
2,3,log_wage,4,-0.0023009576034384,0.00481450773619233,0.632972348882263,23102,393
2,3,log_wage,5,-0.00396474143844483,0.00454792860549026,0.383868229153802,23102,393
2,3,new_hires,2,0.183570024931565,0.124674780051868,0.140915320271068,24366,393
2,3,new_hires,3,0.099303874739988,0.10994032528505,0.366391894893246,24366,393
2,3,new_hires,4,0.0597137352619137,0.107428197308331,0.578314853744888,24366,393
2,3,new_hires,5,-0.0115633191244671,0.110420583806648,0.91659744831021,24366,393
2,4,employment,2,0.00804572895523781,0.0268350857056674,0.764313504991795,24304,392
2,4,employment,3,0.0100492122651232,0.013467118822856,0.455544446430947,24304,392
2,4,employment,4,0.0216695228181214,0.0133938193267328,0.105689581241806,24304,392
2,4,employment,5,0.0102792406761303,0.0165723925248873,0.535084699090558,24304,392
2,4,log_wage,2,-2.76285400099552e-05,0.00766752214037065,0.997126810075296,23053,392
2,4,log_wage,3,-0.000287889939233524,0.0049661921305732,0.953802173703361,23053,392
2,4,log_wage,4,0.00187894810308353,0.00586296793511849,0.748777740940534,23053,392
2,4,log_wage,5,-0.000485647063070499,0.0047230713337076,0.918155039495018,23053,392
2,4,new_hires,2,0.242182793159253,0.145150990901243,0.0952187463749529,24304,392
2,4,new_hires,3,0.0638517449164157,0.112805220487617,0.571369735333313,24304,392
2,4,new_hires,4,-0.00255959646008264,0.119077847690808,0.982850670552713,24304,392
2,4,new_hires,5,0.0199978851355865,0.112157399499174,0.858485832785284,24304,392
